1.8849556,0.000#0.820#0.600#0.610#0.620#0.810#0.840#0.850#0.860#0.050#0.190#0.570#0.630#0.870#0.880#0.060#0.070#0.080#0.160#0.170#0.180#0.200#0.210#0.220#0.320#0.330#0.340#0.360#0.560#0.580#0.590#0.640#0.650#0.660#0.670#0.680#0.720#0.750#0.780#0.790#0.800#0.030#0.040#0.090#0.540#0.550#0.690#0.700#0.730#0.740#0.760#0.770#0.150#0.230#0.240#0.250#0.350#0.390#0.010#0.100#0.140#0.260#0.270#0.280#0.290#0.300#0.310#0.370#0.380#0.400#0.460#0.470#0.940#0.110#0.120#0.410#0.420#0.430#0.440#0.450#0.480#0.530#0.920#0.930#0.950#0.960#0.020#0.130#0.500,6.667e-02,-00000010,000000011,0,000000001,000000315,000000000,000000000
-130,1,1,-4,1,1,-1,1,1,2,3,1,-3,1,-1,2,4,1,3,1,2,2,1,3,4,4,-1,3,3,2,3,2,3,1,2,2,2,6,3,2,4,1,7,3,1,1,3,3,1,2,2,2,1,2,3,2,2,1,1,-1,1,-3,1,-116
-131,1,1,-4,1,1,-1,1,1,2,3,1,-3,1,-1,2,4,2,2,2,1,3,1,2,4,4,-1,3,3,3,2,2,3,1,2,2,4,4,3,4,2,2,6,3,1,1,5,1,2,1,2,3,-1,2,3,2,2,1,1,-1,1,-3,1,-115
-134,1,1,-5,1,1,-1,1,2,4,-1,1,-2,1,-2,5,2,2,2,1,1,3,2,5,1,3,2,2,4,2,3,1,2,1,3,1,5,5,1,5,1,4,4,4,-1,2,4,1,3,-1,3,2,1,2,2,3,1,1,1,-1,1,-2,1,-112
-134,1,1,-5,1,1,-1,1,2,4,-1,1,-3,1,-1,4,2,2,3,1,1,3,1,5,1,4,2,2,4,2,1,3,2,1,3,1,4,5,2,5,1,3,5,4,-1,2,4,1,3,-1,3,2,1,2,2,3,1,1,1,-1,1,-2,1,-112
-122,1,1,-5,1,1,1,-1,3,3,-1,1,-2,1,-2,6,1,2,2,1,2,2,2,5,1,3,3,2,3,2,3,2,1,1,3,1,6,4,3,3,1,5,4,3,1,2,4,-1,3,1,2,2,1,2,2,4,-1,1,1,-1,1,-2,1,-124
-122,1,1,-5,1,1,-1,1,2,4,-1,1,-2,1,-2,5,2,2,2,1,1,3,2,5,1,3,2,2,4,2,3,1,2,1,3,1,5,5,1,5,1,4,4,4,-1,2,4,1,3,-1,3,2,1,2,2,3,1,1,1,-1,1,-2,1,-124
-122,1,1,-5,1,1,-1,1,2,4,-1,1,-3,1,-1,4,2,2,3,1,1,3,1,5,1,4,2,2,4,2,1,3,2,1,3,1,4,5,2,5,1,3,5,4,-1,2,4,1,3,-1,3,2,1,2,2,3,1,1,1,-1,1,-2,1,-124
-124,1,1,-4,1,1,-1,1,1,2,3,1,-3,1,-1,2,4,2,2,2,1,3,1,3,3,4,-1,3,3,3,2,2,3,1,3,1,4,4,3,4,2,2,6,3,1,2,4,1,3,-1,2,3,1,2,2,2,2,1,1,-1,1,-3,1,-122
-124,1,1,-4,1,1,-1,1,1,2,3,1,-3,1,-1,2,4,1,3,1,2,2,1,3,4,4,-1,3,3,2,3,2,3,1,2,2,2,6,3,2,4,1,7,3,1,1,3,3,1,2,2,2,1,2,3,2,2,1,1,-1,1,-3,1,-122
-124,1,1,-5,2,-1,1,1,2,3,-1,1,-2,1,-1,1,5,1,3,1,2,2,1,2,5,4,-1,3,2,3,2,3,3,1,1,3,2,5,4,2,3,1,7,3,2,1,3,3,1,2,1,3,1,1,4,2,2,1,1,-2,1,-2,1,-122
-124,1,1,-5,1,1,1,-1,2,4,-1,1,-2,1,-2,5,2,2,2,1,1,3,2,5,1,3,2,3,3,2,3,1,2,1,3,1,5,5,2,4,1,5,3,4,-1,3,3,1,3,-1,3,2,1,2,2,3,1,1,1,-1,1,-2,1,-122
-124,1,1,-5,1,1,-1,1,2,4,-1,1,-2,1,-2,5,1,2,3,1,1,3,1,6,-1,4,2,2,4,2,2,2,2,1,3,1,5,4,2,5,1,3,5,4,-1,2,4,1,3,-1,3,2,1,2,2,3,1,1,1,-1,1,-2,1,-122
-125,2,-5,1,1,-1,1,1,5,-1,1,-3,1,-1,3,3,2,2,2,1,3,1,4,2,4,2,2,3,3,1,3,2,1,3,1,4,5,2,4,2,2,6,4,-1,2,4,1,3,-1,3,2,1,2,2,3,1,1,1,-1,1,-3,1,-121
-126,1,1,-5,2,-1,1,-1,3,3,-1,1,-2,1,-1,1,5,1,3,1,2,1,2,2,5,1,3,3,2,3,2,3,3,1,-1,3,2,6,4,2,3,1,6,3,3,1,3,3,-1,3,1,3,1,1,3,1,4,-1,2,-2,1,-2,1,-120
-126,1,1,-5,1,1,1,-1,3,3,-1,1,-2,1,-2,6,1,2,2,1,1,3,2,5,1,3,3,2,3,2,3,1,2,1,3,1,6,4,2,4,1,5,4,3,1,2,3,1,3,-1,3,2,1,2,2,4,-1,1,1,-1,1,-2,1,-120
-126,1,1,-5,1,1,-1,1,2,4,-1,1,-2,1,-2,5,2,1,3,1,1,3,2,5,-1,4,2,2,4,2,3,1,2,1,3,1,5,4,2,5,1,3,5,4,-1,2,4,1,3,-1,3,2,1,2,2,3,1,1,1,-1,1,-2,1,-120
-127,1,1,-4,1,1,-1,1,1,2,3,1,-3,1,-1,2,4,2,2,2,1,3,1,3,3,4,-1,3,3,3,2,2,3,1,3,1,4,4,3,4,2,2,6,3,1,2,4,1,3,-1,2,3,1,2,2,2,2,1,1,-1,1,-3,1,-119
-130,1,1,-4,1,1,-1,1,1,2,3,1,-3,1,-1,2,4,2,2,2,1,3,1,3,3,4,-1,3,3,3,2,2,3,1,3,1,4,4,3,4,2,2,6,3,1,2,4,1,3,-1,2,3,1,2,2,2,2,1,1,-1,1,-3,1,-116
-130,1,1,-5,2,-1,1,1,2,3,-1,1,-2,1,-1,1,5,1,3,1,2,2,1,2,5,4,-1,3,2,3,2,3,3,1,1,3,2,5,4,2,3,1,7,3,2,1,3,3,1,2,1,3,1,1,4,2,2,1,1,-2,1,-2,1,-116
-130,1,1,-5,1,1,1,-1,3,3,-1,1,-2,1,-1,1,5,1,3,1,1,2,2,2,5,1,3,3,2,3,2,3,2,1,1,3,2,6,4,2,3,1,6,3,3,1,3,3,-1,3,1,3,1,1,3,1,4,-1,2,-2,1,-2,1,-116
-131,1,1,-5,2,-1,1,1,2,3,-1,1,-2,1,-1,2,4,1,3,1,2,2,1,3,4,4,-1,3,3,2,3,2,3,1,2,2,2,6,3,2,4,-1,7,4,1,1,3,3,1,2,2,2,1,2,3,2,2,1,1,-1,1,-3,1,-115
-131,1,1,-5,2,-1,1,-1,3,3,-1,1,-2,1,-1,1,5,1,3,1,2,2,1,2,5,2,2,3,2,3,2,3,3,1,1,2,2,6,4,2,3,1,6,4,2,1,3,3,-1,3,1,3,1,1,3,2,3,-1,2,-2,1,-2,1,-115
-131,1,1,-5,1,1,1,-1,3,3,-1,1,-2,1,-2,6,1,2,2,1,2,2,2,5,1,3,3,2,3,2,3,2,1,1,3,1,6,4,3,3,1,5,4,3,1,2,4,-1,3,1,2,2,1,2,2,4,-1,1,1,-1,1,-2,1,-115
-131,1,1,-5,1,1,-1,1,2,4,-1,1,-2,1,-2,5,2,2,2,1,1,3,2,5,1,3,2,2,4,2,3,1,2,1,3,1,5,5,1,5,1,4,4,4,-1,2,4,1,3,-1,3,2,1,2,2,3,1,1,1,-1,1,-2,1,-115
-131,1,1,-5,1,1,-1,1,2,4,-1,1,-3,1,-1,4,2,2,3,1,1,3,1,5,1,4,2,2,4,2,1,3,2,1,3,1,4,5,2,5,1,3,5,4,-1,2,4,1,3,-1,3,2,1,2,2,3,1,1,1,-1,1,-2,1,-115
-132,1,1,-5,2,-1,1,-1,3,3,-1,1,-2,1,-1,1,5,1,3,1,2,1,2,2,5,1,3,3,2,3,2,3,3,1,-1,3,2,6,4,2,3,1,6,3,3,1,3,3,-1,3,1,3,1,1,3,1,4,-1,2,-2,1,-2,1,-114
-132,1,1,-5,1,1,-1,1,2,4,-1,1,-3,1,-1,3,3,2,2,2,1,3,1,4,2,4,2,2,4,2,1,3,2,1,3,1,4,5,2,4,2,2,6,4,-1,2,4,1,3,-1,3,2,1,2,2,3,1,1,1,-1,1,-2,1,-114
-133,1,1,-5,2,-1,1,1,2,3,-1,1,-2,1,-1,1,5,1,3,1,2,2,1,2,5,4,-1,3,2,3,2,3,3,1,1,3,2,5,4,2,3,1,7,3,2,1,3,3,1,2,1,3,1,1,4,2,2,1,1,-2,1,-2,1,-113
-133,1,1,-5,1,1,1,-1,3,3,-1,1,-2,1,-1,1,5,1,3,1,1,2,2,2,5,1,3,3,2,3,2,3,2,1,1,3,2,6,4,2,3,1,6,3,3,1,3,3,-1,3,1,3,1,1,3,1,4,-1,2,-2,1,-2,1,-113
-133,1,1,-5,1,1,1,-1,2,4,-1,1,-2,1,-2,5,2,2,2,1,1,3,2,5,1,3,2,3,3,2,3,1,2,1,3,1,5,5,2,4,1,5,3,4,-1,3,3,1,3,-1,3,2,1,2,2,3,1,1,1,-1,1,-2,1,-113
-122,1,1,-4,1,1,-1,1,1,2,3,1,-3,1,-1,2,4,2,2,2,1,3,1,2,4,4,-1,3,3,3,2,2,3,1,2,2,4,4,3,4,2,2,6,3,1,1,5,1,2,1,2,3,-1,2,3,2,2,1,1,-1,1,-3,1,-124
-122,1,1,-5,2,-1,1,1,2,3,-1,1,-2,1,-1,2,4,1,3,1,2,2,1,3,4,4,-1,3,3,2,3,2,3,1,2,2,2,6,3,2,4,-1,7,4,1,1,3,3,1,2,2,2,1,2,3,2,2,1,1,-1,1,-3,1,-124
-123,2,-5,1,1,-1,1,1,4,1,1,-3,1,-1,3,3,2,2,2,1,3,1,4,2,4,-1,3,4,2,2,2,3,1,3,1,4,5,2,4,2,2,6,4,-1,2,4,1,3,-1,3,2,1,2,2,3,1,1,1,-1,1,-3,1,-123
-129,1,1,-5,1,1,-1,1,2,4,-1,1,-2,1,-2,5,2,1,3,1,1,3,2,5,-1,4,2,2,4,2,3,1,2,1,3,1,5,4,2,5,1,3,5,4,-1,2,4,1,3,-1,3,2,1,2,2,3,1,1,1,-1,1,-2,1,-117
-129,1,1,-5,1,1,-1,1,2,4,-1,1,-3,1,-1,3,3,2,2,2,1,3,1,4,2,4,2,2,4,2,1,3,2,1,3,1,4,5,2,4,2,2,6,4,-1,2,4,1,3,-1,3,2,1,2,2,3,1,1,1,-1,1,-2,1,-117
-132,2,-5,1,1,-1,1,1,4,1,1,-3,1,-1,3,3,2,2,2,1,3,1,4,2,4,-1,3,4,2,2,2,3,1,3,1,4,5,2,4,2,2,6,4,-1,2,4,1,3,-1,3,2,1,2,2,3,1,1,1,-1,1,-3,1,-114
-132,1,1,-4,1,1,-1,1,1,2,3,1,-3,1,-1,2,4,1,3,1,2,2,1,3,4,4,-1,3,3,3,2,2,3,1,2,2,3,5,3,3,3,1,7,3,1,1,3,3,1,2,2,2,1,2,3,2,2,1,1,-1,1,-3,1,-114
-132,1,1,-5,1,1,1,-1,3,3,-1,1,-2,1,-2,6,1,2,2,1,1,3,2,5,1,3,3,2,3,2,3,1,2,1,3,1,6,4,2,4,1,5,4,3,1,2,3,1,3,-1,3,2,1,2,2,4,-1,1,1,-1,1,-2,1,-114
-132,1,1,-5,1,1,-1,1,2,4,-1,1,-2,1,-2,5,2,1,3,1,1,3,2,5,-1,4,2,2,4,2,3,1,2,1,3,1,5,4,2,5,1,3,5,4,-1,2,4,1,3,-1,3,2,1,2,2,3,1,1,1,-1,1,-2,1,-114
-133,1,1,-4,1,1,-1,1,1,2,3,1,-3,1,-1,2,4,2,2,2,1,3,1,3,3,4,-1,3,3,3,2,2,3,1,3,1,4,4,3,4,2,2,6,3,1,2,4,1,3,-1,2,3,1,2,2,2,2,1,1,-1,1,-3,1,-113
-133,1,1,-4,1,1,-1,1,1,2,3,1,-3,1,-1,2,4,1,3,1,2,2,1,3,4,4,-1,3,3,2,3,2,3,1,2,2,2,6,3,2,4,1,7,3,1,1,3,3,1,2,2,2,1,2,3,2,2,1,1,-1,1,-3,1,-113
-123,1,1,-5,1,1,-1,1,2,4,-1,1,-3,1,-1,3,3,2,2,2,1,3,1,4,2,4,2,2,4,2,1,3,2,1,3,1,4,5,2,4,2,2,6,4,-1,2,4,1,3,-1,3,2,1,2,2,3,1,1,1,-1,1,-2,1,-123
-125,1,1,-4,1,1,-1,1,1,2,3,1,-3,1,-1,2,4,2,2,2,1,3,1,2,4,4,-1,3,3,3,2,2,3,1,2,2,4,4,3,4,2,2,6,3,1,1,5,1,2,1,2,3,-1,2,3,2,2,1,1,-1,1,-3,1,-121
-125,1,1,-5,2,-1,1,1,2,3,-1,1,-2,1,-1,2,4,1,3,1,2,2,1,3,4,4,-1,3,3,2,3,2,3,1,2,2,2,6,3,2,4,-1,7,4,1,1,3,3,1,2,2,2,1,2,3,2,2,1,1,-1,1,-3,1,-121
-125,1,1,-5,2,-1,1,-1,3,3,-1,1,-2,1,-1,1,5,1,3,1,2,2,1,2,5,2,2,3,2,3,2,3,3,1,1,2,2,6,4,2,3,1,6,4,2,1,3,3,-1,3,1,3,1,1,3,2,3,-1,2,-2,1,-2,1,-121
-126,1,1,-5,1,1,-1,1,2,4,-1,1,-3,1,-1,3,3,2,2,2,1,3,1,4,2,4,2,2,4,2,1,3,2,1,3,1,4,5,2,4,2,2,6,4,-1,2,4,1,3,-1,3,2,1,2,2,3,1,1,1,-1,1,-2,1,-120
-127,1,1,-5,1,1,1,-1,3,3,-1,1,-2,1,-1,1,5,1,3,1,1,2,2,2,5,1,3,3,2,3,2,3,2,1,1,3,2,6,4,2,3,1,6,3,3,1,3,3,-1,3,1,3,1,1,3,1,4,-1,2,-2,1,-2,1,-119
-121,1,1,-5,1,1,-1,1,2,4,-1,1,-2,1,-2,5,1,2,3,1,1,3,1,6,-1,4,2,2,4,2,2,2,2,1,3,1,5,4,2,5,1,3,5,4,-1,2,4,1,3,-1,3,2,1,2,2,3,1,1,1,-1,1,-2,1,-125
-123,1,1,-4,1,1,-1,1,1,2,3,1,-3,1,-1,2,4,1,3,1,2,2,1,3,4,4,-1,3,3,3,2,2,3,1,2,2,3,5,3,3,3,1,7,3,1,1,3,3,1,2,2,2,1,2,3,2,2,1,1,-1,1,-3,1,-123
-123,1,1,-5,1,1,-1,1,2,4,-1,1,-2,1,-2,5,2,1,3,1,1,3,2,5,-1,4,2,2,4,2,3,1,2,1,3,1,5,4,2,5,1,3,5,4,-1,2,4,1,3,-1,3,2,1,2,2,3,1,1,1,-1,1,-2,1,-123
-125,1,1,-5,1,1,1,-1,3,3,-1,1,-2,1,-2,6,1,2,2,1,2,2,2,5,1,3,3,2,3,2,3,2,1,1,3,1,6,4,3,3,1,5,4,3,1,2,4,-1,3,1,2,2,1,2,2,4,-1,1,1,-1,1,-2,1,-121
-125,1,1,-5,1,1,-1,1,2,4,-1,1,-2,1,-2,5,2,2,2,1,1,3,2,5,1,3,2,2,4,2,3,1,2,1,3,1,5,5,1,5,1,4,4,4,-1,2,4,1,3,-1,3,2,1,2,2,3,1,1,1,-1,1,-2,1,-121
-125,1,1,-5,1,1,-1,1,2,4,-1,1,-3,1,-1,4,2,2,3,1,1,3,1,5,1,4,2,2,4,2,1,3,2,1,3,1,4,5,2,5,1,3,5,4,-1,2,4,1,3,-1,3,2,1,2,2,3,1,1,1,-1,1,-2,1,-121
-126,2,-5,1,1,-1,1,1,4,1,1,-3,1,-1,3,3,2,2,2,1,3,1,4,2,4,-1,3,4,2,2,2,3,1,3,1,4,5,2,4,2,2,6,4,-1,2,4,1,3,-1,3,2,1,2,2,3,1,1,1,-1,1,-3,1,-120
-126,1,1,-4,1,1,-1,1,1,2,3,1,-3,1,-1,2,4,1,3,1,2,2,1,3,4,4,-1,3,3,3,2,2,3,1,2,2,3,5,3,3,3,1,7,3,1,1,3,3,1,2,2,2,1,2,3,2,2,1,1,-1,1,-3,1,-120
-126,1,1,-5,2,-1,1,1,2,3,-1,1,-2,1,-1,2,4,1,3,1,2,2,1,3,4,4,-1,3,3,2,2,3,3,1,2,2,2,5,4,2,4,-1,7,4,1,1,3,3,1,2,1,3,1,2,3,2,2,1,1,-1,1,-3,1,-120
-127,1,1,-4,1,1,-1,1,1,2,3,1,-3,1,-1,2,4,1,3,1,2,2,1,3,4,4,-1,3,3,2,3,2,3,1,2,2,2,6,3,2,4,1,7,3,1,1,3,3,1,2,2,2,1,2,3,2,2,1,1,-1,1,-3,1,-119
-127,1,1,-5,2,-1,1,1,2,3,-1,1,-2,1,-1,1,5,1,3,1,2,2,1,2,5,4,-1,3,2,3,2,3,3,1,1,3,2,5,4,2,3,1,7,3,2,1,3,3,1,2,1,3,1,1,4,2,2,1,1,-2,1,-2,1,-119
-127,1,1,-5,1,1,1,-1,2,4,-1,1,-2,1,-2,5,2,2,2,1,1,3,2,5,1,3,2,3,3,2,3,1,2,1,3,1,5,5,2,4,1,5,3,4,-1,3,3,1,3,-1,3,2,1,2,2,3,1,1,1,-1,1,-2,1,-119
-128,1,1,-5,1,1,1,-1,3,3,-1,1,-2,1,-2,6,1,2,2,1,2,2,2,5,1,3,3,2,3,2,3,2,1,1,3,1,6,4,3,3,1,5,4,3,1,2,4,-1,3,1,2,2,1,2,2,4,-1,1,1,-1,1,-2,1,-118
-128,1,1,-5,1,1,-1,1,2,4,-1,1,-2,1,-2,5,2,2,2,1,1,3,2,5,1,3,2,2,4,2,3,1,2,1,3,1,5,5,1,5,1,4,4,4,-1,2,4,1,3,-1,3,2,1,2,2,3,1,1,1,-1,1,-2,1,-118
-135,1,1,-5,1,1,-1,1,2,4,-1,1,-2,1,-2,5,2,1,3,1,1,3,2,5,-1,4,2,2,4,2,3,1,2,1,3,1,5,4,2,5,1,3,5,4,-1,2,4,1,3,-1,3,2,1,2,2,3,1,1,1,-1,1,-2,1,-111
-123,1,1,-5,2,-1,1,1,2,3,-1,1,-2,1,-1,2,4,1,3,1,2,2,1,3,4,4,-1,3,3,2,2,3,3,1,2,2,2,5,4,2,4,-1,7,4,1,1,3,3,1,2,1,3,1,2,3,2,2,1,1,-1,1,-3,1,-123
-123,1,1,-5,2,-1,1,-1,3,3,-1,1,-2,1,-1,1,5,1,3,1,2,1,2,2,5,1,3,3,2,3,2,3,3,1,-1,3,2,6,4,2,3,1,6,3,3,1,3,3,-1,3,1,3,1,1,3,1,4,-1,2,-2,1,-2,1,-123
-127,1,1,-5,1,1,-1,1,2,4,-1,1,-2,1,-2,5,1,2,3,1,1,3,1,6,-1,4,2,2,4,2,2,2,2,1,3,1,5,4,2,5,1,3,5,4,-1,2,4,1,3,-1,3,2,1,2,2,3,1,1,1,-1,1,-2,1,-119
-128,2,-5,1,1,-1,1,1,5,-1,1,-3,1,-1,3,3,2,2,2,1,3,1,4,2,4,2,2,3,3,1,3,2,1,3,1,4,5,2,4,2,2,6,4,-1,2,4,1,3,-1,3,2,1,2,2,3,1,1,1,-1,1,-3,1,-118
-128,1,1,-4,1,1,-1,1,1,2,3,1,-3,1,-1,2,4,2,2,2,1,3,1,2,4,4,-1,3,3,3,2,2,3,1,2,2,4,4,3,4,2,2,6,3,1,1,5,1,2,1,2,3,-1,2,3,2,2,1,1,-1,1,-3,1,-118
-128,1,1,-5,2,-1,1,1,2,3,-1,1,-2,1,-1,2,4,1,3,1,2,2,1,3,4,4,-1,3,3,2,3,2,3,1,2,2,2,6,3,2,4,-1,7,4,1,1,3,3,1,2,2,2,1,2,3,2,2,1,1,-1,1,-3,1,-118
-128,1,1,-5,2,-1,1,-1,3,3,-1,1,-2,1,-1,1,5,1,3,1,2,2,1,2,5,2,2,3,2,3,2,3,3,1,1,2,2,6,4,2,3,1,6,4,2,1,3,3,-1,3,1,3,1,1,3,2,3,-1,2,-2,1,-2,1,-118
-128,1,1,-5,1,1,-1,1,2,4,-1,1,-3,1,-1,4,2,2,3,1,1,3,1,5,1,4,2,2,4,2,1,3,2,1,3,1,4,5,2,5,1,3,5,4,-1,2,4,1,3,-1,3,2,1,2,2,3,1,1,1,-1,1,-2,1,-118
-129,1,1,-5,1,1,1,-1,3,3,-1,1,-2,1,-2,6,1,2,2,1,1,3,2,5,1,3,3,2,3,2,3,1,2,1,3,1,6,4,2,4,1,5,4,3,1,2,3,1,3,-1,3,2,1,2,2,4,-1,1,1,-1,1,-2,1,-117
-135,1,1,-5,2,-1,1,-1,3,3,-1,1,-2,1,-1,1,5,1,3,1,2,1,2,2,5,1,3,3,2,3,2,3,3,1,-1,3,2,6,4,2,3,1,6,3,3,1,3,3,-1,3,1,3,1,1,3,1,4,-1,2,-2,1,-2,1,-111
-135,1,1,-5,1,1,1,-1,3,3,-1,1,-2,1,-2,6,1,2,2,1,1,3,2,5,1,3,3,2,3,2,3,1,2,1,3,1,6,4,2,4,1,5,4,3,1,2,3,1,3,-1,3,2,1,2,2,4,-1,1,1,-1,1,-2,1,-111
-135,1,1,-5,1,1,-1,1,2,4,-1,1,-3,1,-1,3,3,2,2,2,1,3,1,4,2,4,2,2,4,2,1,3,2,1,3,1,4,5,2,4,2,2,6,4,-1,2,4,1,3,-1,3,2,1,2,2,3,1,1,1,-1,1,-2,1,-111
-136,1,1,-4,1,1,-1,1,1,2,3,1,-3,1,-1,2,4,2,2,2,1,3,1,3,3,4,-1,3,3,3,2,2,3,1,3,1,4,4,3,4,2,2,6,3,1,2,4,1,3,-1,2,3,1,2,2,2,2,1,1,-1,1,-3,1,-110
-122,2,-5,1,1,-1,1,1,5,-1,1,-3,1,-1,3,3,2,2,2,1,3,1,4,2,4,2,2,3,3,1,3,2,1,3,1,4,5,2,4,2,2,6,4,-1,2,4,1,3,-1,3,2,1,2,2,3,1,1,1,-1,1,-3,1,-124
-123,1,1,-5,1,1,1,-1,3,3,-1,1,-2,1,-2,6,1,2,2,1,1,3,2,5,1,3,3,2,3,2,3,1,2,1,3,1,6,4,2,4,1,5,4,3,1,2,3,1,3,-1,3,2,1,2,2,4,-1,1,1,-1,1,-2,1,-123
-129,1,1,-4,1,1,-1,1,1,2,3,1,-3,1,-1,2,4,1,3,1,2,2,1,3,4,4,-1,3,3,3,2,2,3,1,2,2,3,5,3,3,3,1,7,3,1,1,3,3,1,2,2,2,1,2,3,2,2,1,1,-1,1,-3,1,-117
