0.0000000,0.000#0.470#0.460#0.480#0.500#0.820#0.450#0.830#0.490#0.510#0.570#0.840#0.340#0.550#0.560#0.190#0.350#0.380#0.410#0.520#0.530#0.540#0.580#0.850#0.940#0.960#0.280#0.290#0.310#0.330#0.390#0.400#0.790#0.800#0.860#0.970#0.180#0.220#0.230#0.300#0.320#0.360#0.370#0.420#0.590#0.600#0.920#0.930#0.010#0.160#0.210#0.610#0.660#0.740#0.770#0.910#0.200#0.260#0.270#0.710#0.720#0.730#0.020#0.150#0.170#0.240#0.250#0.890#0.900#0.880#0.030,1.429e-01,-00000020,000000024,0,000000001,000000308,000000000,000000000
-32,1,-5,1,-15,1,-3,1,1,-5,2,-8,1,1,-1,1,2,-1,3,-1,3,1,1,2,-1,1,3,1,2,1,2,2,1,1,1,-1,2,2,2,3,-1,2,2,2,1,1,2,2,3,2,3,2,2,4,3,4,2,1,6,1,3,2,3,1,1,2,2,4,4,1,1,1,5,6,4,5,2,2,3,3,1,3,3,2,4,3,3,4,3,3,2,3,1,-1,5,5,2,2,7,4,2,2,1,1,1,4,1,5,1,4,2,-1,2,4,3,1,2,-1,7,3,3,4,2,-2,1,2,2,4,2,1,3,1,1,-2,2,-4,1,1,2,1,1,1,1,-5,1,-3,1,-1,1,-2,1,1,-2,1,1,-14,1,-1,1,-4,1,-13,1,-42
-32,1,-5,1,-15,1,-3,1,1,-5,2,-8,1,1,-2,3,-1,3,-1,3,1,-1,2,1,1,2,2,1,1,3,1,2,1,-1,1,2,1,3,3,-1,2,1,3,1,1,2,1,3,2,4,2,2,2,5,4,2,1,4,3,2,3,3,1,1,2,1,3,5,1,2,1,4,6,5,5,1,3,3,3,-1,4,2,2,5,2,3,5,3,2,2,4,-1,1,4,4,2,4,7,4,1,3,-1,1,2,3,1,6,-1,4,2,1,2,4,1,3,2,-1,5,5,3,4,2,-3,3,1,4,2,2,3,1,1,-2,1,1,-3,1,1,2,1,1,1,1,-5,1,-4,1,1,-3,1,1,-1,1,-1,1,-13,1,-1,1,-4,1,-13,1,-42
-32,1,-6,1,-14,1,-4,2,-5,1,1,-7,1,-1,1,-1,2,1,1,2,1,3,-1,2,1,-1,3,2,1,1,3,-1,3,1,-1,1,2,1,2,4,-1,1,2,3,1,1,2,1,2,3,3,2,3,-1,6,4,3,1,1,6,1,3,4,-1,1,3,1,2,5,2,2,1,1,6,8,1,4,3,4,2,1,3,3,2,4,3,3,4,4,1,2,5,-1,1,3,4,3,2,6,5,3,3,-1,1,1,3,2,4,2,3,3,1,1,3,3,2,2,1,5,3,2,7,2,-3,2,1,5,2,2,3,1,1,-2,1,1,-3,1,1,1,2,1,1,1,-6,1,-3,1,1,-3,1,1,-1,1,-1,1,-13,1,-1,1,-4,1,-14,1,-41
-33,1,-5,1,-15,1,-3,1,1,-5,2,-8,1,1,-2,3,-1,3,-1,3,1,1,2,-1,1,2,2,1,1,3,1,2,1,-1,1,2,1,3,3,-1,2,1,3,1,1,2,1,3,2,4,2,2,2,5,4,2,1,4,3,2,3,3,1,1,2,1,3,5,1,2,1,5,6,4,5,1,3,3,3,-1,4,2,2,5,2,3,5,3,2,2,4,1,-1,5,4,1,4,7,4,1,3,-1,1,2,3,1,6,-1,4,2,1,2,4,1,3,2,-1,5,5,3,4,2,-2,1,2,1,4,2,2,3,1,1,-2,1,1,-3,1,1,2,1,1,1,1,-5,1,-4,1,1,-2,1,-1,1,-1,1,-1,1,-13,1,-1,1,-4,1,-13,1,-41
-33,1,-5,1,-15,1,-3,1,1,-5,1,1,-7,1,1,-2,2,1,3,-1,3,1,-1,2,1,-1,3,2,1,1,3,1,2,1,-1,1,2,1,2,4,-1,1,2,3,1,1,2,1,3,2,4,2,2,2,5,4,2,1,4,3,2,3,3,-1,2,2,1,2,6,1,2,1,3,6,6,4,1,3,4,3,-1,3,3,2,5,2,3,5,3,2,1,5,-1,1,3,4,3,4,7,4,1,3,-1,1,2,3,1,6,-1,4,2,1,2,4,1,3,2,-1,5,5,2,5,2,-3,2,2,4,2,2,3,1,1,-2,1,1,-3,1,1,2,1,1,1,1,-5,1,-4,1,1,-3,1,1,-1,1,-1,1,-13,1,-1,1,-4,1,-13,1,-41
-33,1,-5,1,-15,1,-4,2,-5,1,1,-7,1,-1,1,-1,2,1,3,-1,2,2,-1,2,1,-1,3,2,1,1,3,1,2,1,-1,1,2,1,2,4,-1,1,2,3,1,1,2,1,2,3,4,2,2,-1,6,4,3,1,3,4,2,3,3,-1,2,2,1,2,6,1,2,1,1,8,6,3,2,3,4,3,-1,3,3,2,5,2,3,5,3,1,2,5,-1,1,3,4,3,3,7,3,3,3,-1,1,1,4,1,6,-1,3,3,1,2,3,2,2,3,-1,5,4,1,7,2,-3,2,2,4,2,2,3,1,1,-2,1,1,-3,1,1,2,1,1,1,1,-5,1,-4,1,1,-3,1,1,-1,1,-1,1,-13,1,-1,1,-4,1,-13,1,-41
-33,1,-6,1,-14,1,-4,1,1,-4,1,1,-7,1,-1,1,-1,2,1,1,2,1,3,-1,2,1,-1,2,2,2,1,1,2,3,1,-1,1,1,1,3,4,-2,3,2,2,-1,1,3,1,4,3,1,3,1,5,3,5,-1,2,6,-1,4,1,3,1,3,-1,3,5,2,2,1,1,6,6,3,4,3,4,2,1,3,2,2,4,4,3,4,2,3,2,4,1,1,2,5,3,2,6,4,4,3,-1,1,1,2,3,2,4,1,5,1,1,2,3,3,2,1,3,5,2,7,2,-3,2,1,5,2,2,3,1,1,-3,2,-3,1,-1,2,2,1,1,-1,1,-5,1,-3,1,1,-3,1,1,-1,1,-1,1,-13,1,-1,1,-4,1,-14,1,-40
-35,1,-6,1,-14,1,-4,2,-5,1,1,-7,1,-1,1,-1,2,1,1,2,1,3,-1,2,1,-1,2,2,2,1,3,-1,3,1,-1,1,2,1,2,4,-2,3,3,1,1,2,1,2,3,3,1,4,-1,6,4,3,-1,2,6,-1,4,2,2,1,3,1,2,5,2,2,1,1,6,8,1,4,3,4,2,1,3,2,3,4,3,3,4,3,2,2,5,-1,1,2,5,3,2,6,5,3,3,-1,1,1,2,3,4,2,3,3,1,1,3,3,2,2,1,5,3,2,7,2,-3,2,1,5,2,2,3,1,1,-3,2,-3,1,1,1,2,1,1,-1,1,-5,1,-3,1,1,-3,1,1,-1,1,-1,1,-13,1,-1,1,-4,1,-14,1,-38
-36,1,-5,1,-15,1,-3,1,1,-5,2,-8,1,1,-2,3,-1,3,-1,3,1,1,2,-1,1,2,2,2,1,2,1,2,1,-1,1,2,2,2,3,-1,2,2,2,1,1,2,1,4,1,4,2,2,3,4,4,2,1,4,3,2,3,3,1,1,2,2,2,5,2,1,1,5,6,4,5,1,3,3,3,-1,4,3,1,5,2,3,5,3,2,2,4,1,-1,5,4,1,4,7,4,1,3,1,-1,2,3,1,6,-1,4,3,-1,2,4,2,2,2,-1,6,4,3,4,2,-2,1,2,1,5,2,1,3,1,1,-2,1,1,-3,1,1,2,1,1,1,1,-5,1,-3,1,-1,1,-2,1,-1,1,-1,1,-1,1,-13,1,-1,1,-4,1,-13,1,-38
-36,1,-5,1,-15,1,-4,2,-5,1,1,-7,1,-1,1,-1,2,1,3,-1,2,2,-1,2,1,-1,3,2,1,1,3,1,2,1,-1,1,2,1,2,4,-1,1,2,3,1,1,2,1,3,2,4,2,2,2,5,4,2,1,4,3,2,3,3,-1,2,2,1,2,6,1,2,1,3,6,6,4,1,3,4,3,-1,3,3,2,5,2,3,5,3,1,2,5,-1,1,3,4,3,4,7,4,1,3,-1,1,1,4,1,6,-1,4,2,1,2,4,1,3,2,-1,5,5,2,5,2,-3,2,2,4,2,2,3,1,1,-2,1,1,-3,1,1,2,1,1,1,1,-5,1,-4,1,1,-3,1,1,-1,1,-1,1,-13,1,-1,1,-4,1,-13,1,-38
-31,1,-6,1,-14,1,-4,2,-5,1,1,-7,1,-1,1,-1,2,1,1,2,1,3,-1,2,1,-1,2,2,2,1,3,-1,3,1,-1,1,2,1,2,4,-2,3,2,2,1,2,1,2,3,3,1,4,-1,5,5,3,-1,2,6,-1,4,2,2,1,3,1,2,5,2,2,1,1,6,8,1,4,3,4,2,1,3,2,3,4,3,3,4,3,2,2,5,-1,1,2,5,3,2,6,5,3,3,-1,1,1,2,3,4,2,3,3,1,1,2,4,2,2,1,5,3,2,7,2,-3,2,1,5,2,2,3,1,1,-3,2,-3,1,1,1,2,1,1,-1,1,-5,1,-3,1,1,-3,1,1,-1,1,-1,1,-13,1,-1,1,-4,1,-14,1,-42
-31,1,-6,1,-14,1,-4,1,1,-4,1,1,-7,1,-1,1,-1,2,1,1,2,1,3,-1,2,1,-1,2,2,2,1,1,2,3,1,-1,1,1,1,3,4,-2,3,2,2,-1,2,2,1,4,3,1,3,1,5,3,5,-1,2,6,-1,4,1,3,1,3,1,2,5,2,2,1,1,6,6,3,4,3,4,2,1,3,2,2,4,4,3,4,2,3,2,4,1,1,2,5,3,2,6,4,4,3,-1,1,1,2,3,3,3,1,5,1,1,2,4,2,2,1,4,4,2,7,2,-3,2,1,5,2,2,3,1,1,-3,2,-3,1,-1,2,2,1,1,-1,1,-5,1,-3,1,1,-3,1,1,-1,1,-1,1,-13,1,-1,1,-4,1,-14,1,-42
-31,1,-6,1,-15,1,-3,1,1,-4,1,1,-7,1,-1,1,-1,2,1,-1,3,1,3,-1,2,1,-1,2,2,2,1,1,2,3,1,-1,1,1,1,2,5,-2,2,3,2,-1,1,2,2,4,2,2,3,1,5,3,3,2,2,5,1,4,1,3,1,3,-1,3,4,3,1,2,1,6,5,4,4,3,3,3,1,3,1,3,3,5,3,3,2,4,2,4,1,1,2,5,3,2,4,5,4,3,1,1,1,2,3,1,5,1,5,1,1,1,4,3,1,2,3,5,2,7,2,-3,1,2,5,1,3,3,-1,2,-3,2,-3,1,-1,1,3,1,1,-1,1,-5,1,-3,1,1,-3,1,1,-1,1,-1,1,-14,1,-1,1,-3,1,-14,1,-42
-31,1,-6,1,-15,1,-3,1,1,-5,2,-8,1,1,-1,1,2,-1,3,1,2,1,2,1,-1,1,3,2,1,1,2,3,-1,1,1,1,1,2,5,-2,2,3,2,-1,1,2,2,3,2,3,3,1,5,2,4,2,1,6,1,4,1,3,1,3,-1,3,4,3,1,1,1,6,5,4,5,3,3,2,2,3,1,3,3,5,2,4,2,4,2,4,1,1,2,3,5,2,2,7,4,2,2,1,1,2,3,1,5,1,4,2,-1,2,4,3,1,2,1,6,3,6,1,2,-2,1,2,4,2,3,-1,3,1,1,-2,2,-3,1,-1,1,3,1,1,-1,1,-5,1,-3,1,-1,1,-2,1,1,-2,1,1,-14,1,-1,1,-3,1,-14,1,-42
-32,1,-5,1,-15,1,-4,2,-5,1,1,-7,1,-1,1,-1,2,1,3,-1,2,2,-1,2,1,-1,3,2,1,1,3,1,2,1,-1,1,2,1,2,4,-1,1,2,3,1,1,2,1,3,2,4,2,2,2,4,5,2,1,4,3,2,3,3,-1,2,2,1,2,6,1,2,1,3,6,6,4,1,3,4,3,-1,3,3,2,5,2,3,5,3,1,2,5,-1,1,3,4,3,4,7,4,1,3,-1,1,1,4,1,6,-1,4,2,1,2,4,1,2,3,-1,5,5,1,6,2,-3,2,2,4,2,2,3,1,1,-2,1,1,-3,1,1,2,1,1,1,1,-5,1,-4,1,1,-3,1,1,-1,1,-1,1,-13,1,-1,1,-4,1,-13,1,-42
-32,1,-6,1,-14,1,-4,2,-5,1,1,-7,1,-1,1,-1,2,1,2,1,2,2,-1,2,1,-1,3,2,1,1,3,1,2,1,-1,1,2,1,2,4,-1,1,2,3,1,1,2,1,2,3,4,2,2,-1,6,4,3,1,2,5,2,3,3,-1,2,2,1,2,6,1,2,1,1,7,7,2,3,3,4,2,1,3,3,2,5,2,3,5,3,1,2,5,-1,1,3,4,3,3,7,3,3,3,-1,1,1,4,1,6,-1,3,3,1,2,2,3,2,3,-1,5,4,1,7,2,-3,2,2,4,2,2,3,1,1,-2,1,1,-3,1,1,2,1,1,1,1,-5,1,-4,1,1,-3,1,1,-1,1,-1,1,-13,1,-1,1,-4,1,-13,1,-42
-35,1,-5,1,-15,1,-3,1,1,-5,2,-8,1,1,-2,3,-1,3,-1,3,1,1,2,-1,1,3,1,2,1,2,2,1,1,1,-1,2,2,2,3,-1,2,2,2,1,1,2,2,3,1,4,2,2,3,4,4,2,1,4,3,2,3,3,1,1,2,2,2,6,1,1,1,5,6,4,5,2,2,3,3,-1,4,3,1,5,2,3,5,3,3,2,3,1,-1,5,4,2,3,7,4,2,2,1,-1,2,3,1,6,-1,4,3,-1,2,4,3,1,2,-1,7,3,3,4,2,-2,1,2,1,5,2,1,3,1,1,-2,2,-4,1,1,2,1,1,1,1,-5,1,-3,1,-1,1,-2,1,1,-2,1,-1,1,-13,1,-1,1,-4,1,-13,1,-39
-35,1,-5,1,-15,1,-3,1,1,-5,2,-8,1,1,-2,3,-1,3,-1,3,1,1,2,-1,1,2,2,2,1,2,1,2,1,-1,1,2,2,2,3,-1,2,2,2,1,1,2,1,4,1,4,2,2,3,4,4,2,1,4,3,2,3,3,1,1,2,2,2,5,2,1,1,5,6,4,5,1,3,3,3,-1,4,2,2,5,2,3,5,3,2,2,4,1,-1,5,4,1,4,7,4,1,3,1,-1,2,3,1,6,-1,4,3,-1,2,4,2,2,2,-1,6,4,3,4,2,-2,1,2,1,4,3,1,3,1,1,-2,1,1,-3,1,1,2,1,1,1,1,-5,1,-3,1,-1,1,-2,1,-1,1,-1,1,-1,1,-13,1,-1,1,-4,1,-13,1,-39
-35,1,-6,1,-14,1,-4,1,1,-4,1,1,-7,1,-1,1,-1,2,1,1,2,1,3,-1,2,1,-1,2,2,2,1,1,2,3,1,-1,1,1,1,3,4,-2,3,2,2,1,1,2,1,4,3,1,3,1,5,3,5,-1,2,6,-1,4,1,3,1,3,1,2,5,2,2,1,1,6,6,3,4,3,4,2,1,3,2,2,4,4,3,4,2,3,2,4,1,1,2,5,3,2,6,4,4,3,-1,1,1,2,3,3,3,1,5,1,1,2,4,2,2,1,4,4,2,7,2,-3,2,1,5,2,2,3,1,1,-3,2,-3,1,1,1,2,1,1,-1,1,-5,1,-3,1,1,-3,1,1,-1,1,-1,1,-13,1,-1,1,-4,1,-14,1,-38
-36,1,-5,1,-15,1,-4,2,-5,1,1,-7,1,-1,1,-1,2,1,2,1,2,2,-1,2,1,-1,3,2,1,1,3,1,2,1,-1,1,2,1,2,4,-1,1,2,3,1,1,2,1,2,3,4,2,2,-1,6,4,3,1,3,4,2,3,3,-1,2,2,1,2,6,1,2,1,1,8,6,3,2,3,4,3,-1,3,3,2,5,2,3,5,3,1,2,5,-1,1,3,4,3,3,7,3,3,3,-1,1,1,4,1,6,-1,3,3,1,2,2,3,2,3,-1,5,4,1,7,2,-3,2,2,4,2,2,3,1,1,-2,1,1,-3,1,1,2,1,1,1,1,-5,1,-4,1,1,-3,1,1,-1,1,-1,1,-13,1,-1,1,-4,1,-13,1,-38
-30,1,-6,1,-15,1,-3,1,1,-5,2,-8,1,1,-1,1,2,-1,3,1,2,1,2,1,-1,2,2,2,1,1,2,3,1,-1,1,1,1,2,5,-2,2,3,2,-1,1,2,2,4,1,3,3,1,5,3,3,2,2,5,1,4,1,3,1,3,-1,3,4,3,1,2,-1,6,6,3,5,3,3,2,2,3,1,3,3,5,2,4,2,4,2,4,1,1,2,4,4,2,2,7,4,3,1,1,1,2,3,1,5,1,4,2,1,1,4,3,1,2,3,4,3,6,1,2,-2,1,2,4,2,3,-1,3,1,1,-2,2,-3,1,-1,1,3,1,1,-1,1,-5,1,-3,1,-1,1,-2,1,1,-2,1,1,-14,1,-1,1,-3,1,-14,1,-43
