0.0000000,0.000#0.340#0.350#0.370#0.310#0.320#0.330#0.360#0.870#0.880#0.180#0.250#0.890#0.920#0.930#0.940#0.950#0.080#0.090#0.400#0.020#0.100#0.170#0.300#0.440#0.450#0.910#0.960#0.990#0.200#0.210#0.230#0.240#0.290#0.030#0.070#0.190#0.220#0.260#0.280#0.410#0.430#0.270#0.460#0.480#0.040#0.050#0.110,1.429e-01,-00000020,000000026,0,000000001,000000322,000000000,000000000
-27,1,-3,1,-11,1,-1,1,-3,2,-1,1,-1,1,-3,2,-1,1,-2,1,2,1,2,-1,2,1,-1,1,1,1,1,1,-1,1,-2,3,1,2,1,1,2,2,1,-1,1,3,4,6,3,5,-1,3,4,3,3,2,2,3,4,2,6,1,3,4,4,2,1,3,5,6,5,3,1,3,3,4,4,6,6,6,8,4,5,6,2,5,2,1,5,5,5,7,5,6,7,11,7,7,7,2,6,5,7,5,2,5,3,4,1,7,5,4,5,8,8,4,8,5,5,5,4,5,6,8,3,5,1,2,3,1,2,5,5,3,4,2,1,2,3,3,1,4,2,3,5,3,1,3,-1,4,1,4,-2,3,1,4,4,3,-1,4,1,2,-1,1,2,2,2,3,-1,1,1,-1,3,3,-2,1,2,-2,1,1,-1,1,-1,1,-1,1,-5,1,-3,1,-3,1,-75
-27,1,-3,1,-11,1,-2,1,-2,1,1,1,-1,1,-3,2,-2,1,-2,2,1,1,2,2,-1,1,1,-1,1,1,2,-1,1,-2,3,-1,3,-1,2,-1,3,1,1,1,-1,4,8,2,6,1,3,2,3,4,1,3,2,4,3,5,2,4,2,3,4,2,1,6,5,5,2,3,3,4,3,2,4,10,5,8,4,4,6,3,4,3,3,1,6,4,6,7,7,5,8,9,8,5,7,4,4,7,7,4,3,2,6,2,3,7,3,6,6,8,6,6,8,4,5,4,4,8,5,5,4,4,2,3,-1,2,5,2,6,3,3,1,2,3,3,1,1,5,2,3,5,2,1,3,2,2,4,1,-1,1,2,3,4,5,-1,3,2,2,-2,3,1,3,3,-2,2,-1,1,4,1,-2,2,1,-2,1,1,-1,1,1,-1,1,-5,1,-3,1,-3,1,-75
-31,1,-4,1,-11,1,-1,1,-3,2,-1,1,-1,1,-3,2,-1,1,-2,1,2,1,2,-1,2,1,-1,1,1,1,1,1,-1,1,-2,3,1,2,1,1,2,2,1,-1,1,3,5,5,3,5,1,3,3,3,3,2,2,3,4,4,4,2,2,4,4,2,1,3,5,6,5,3,1,3,3,4,4,6,6,6,8,4,6,5,2,5,2,1,5,5,5,7,5,6,8,10,7,7,7,3,5,5,7,5,3,4,3,4,1,7,5,4,5,8,8,4,8,5,5,5,4,5,6,8,3,5,1,2,3,1,3,4,5,4,3,2,1,2,3,3,1,4,2,3,5,3,1,3,-1,4,1,4,-2,3,2,3,4,3,-1,4,1,2,-1,1,2,2,2,3,-1,1,1,-1,4,2,-2,1,2,-2,1,1,-1,1,-1,1,-1,1,-5,1,-3,1,-3,1,-70
-32,1,-3,1,-11,1,-1,1,-3,2,-1,1,-1,1,-3,2,-2,1,-2,3,1,1,1,2,1,-1,1,-1,2,-1,2,-1,1,-2,3,1,2,-1,2,1,3,1,-1,1,2,4,6,3,6,-1,3,3,3,3,2,3,3,4,1,7,1,3,3,3,4,1,2,6,5,5,4,-1,4,3,3,5,4,7,7,8,3,4,6,4,5,2,1,3,7,3,8,4,7,6,11,8,8,4,5,5,5,6,7,2,4,4,4,1,4,8,3,6,6,7,6,7,6,5,6,4,5,6,6,4,4,3,2,3,-1,3,4,4,5,3,3,1,1,4,2,2,2,4,1,5,4,1,3,1,3,2,3,1,-1,3,1,3,3,5,-1,4,1,2,-1,1,2,1,3,3,-1,1,1,-1,3,2,1,-1,1,1,1,-1,1,-1,1,-1,1,1,-1,1,-5,1,-3,1,-3,1,-70
-32,1,-3,1,-11,1,-1,1,-3,2,-1,1,-1,1,-3,2,-2,1,-2,2,2,-1,2,2,-1,1,1,-1,2,-1,2,-1,1,-2,3,1,2,-1,2,1,3,1,-1,1,2,4,6,3,6,-1,3,3,3,3,2,3,3,4,1,7,1,3,3,2,4,2,2,5,6,5,4,-1,4,3,3,5,2,9,7,8,3,3,7,4,3,4,1,3,6,4,6,6,7,6,10,9,8,4,4,6,4,6,6,4,4,3,5,1,4,7,4,5,7,7,6,7,6,5,5,4,5,6,5,6,4,3,2,3,-1,3,4,4,5,3,3,1,1,4,2,2,1,5,1,5,3,2,2,2,3,2,3,1,-1,2,2,3,3,5,-1,4,1,2,-2,3,1,3,3,-1,1,1,-1,3,2,1,-1,1,1,1,-1,1,-1,1,-1,1,1,-1,1,-5,1,-3,1,-3,1,-70
-32,1,-3,1,-11,1,-1,1,-3,2,-1,1,-1,1,-3,2,-2,1,-2,2,2,-1,2,2,-1,1,1,-1,2,-1,2,-1,1,-2,3,1,2,-1,2,1,3,-1,1,1,1,5,6,2,7,-1,3,3,2,4,2,3,3,2,3,7,-1,4,3,2,4,2,2,5,5,5,2,3,4,3,3,5,1,10,6,8,4,3,7,4,3,4,1,3,6,3,6,7,7,5,11,9,8,3,5,6,4,6,6,4,4,2,6,1,4,7,3,6,7,6,6,7,7,5,5,3,6,6,5,6,3,4,2,3,-1,3,4,3,6,3,3,1,1,4,2,2,1,5,1,5,3,2,1,3,3,1,4,1,-1,1,3,3,3,5,-1,3,2,2,-2,3,1,3,3,-1,1,1,-1,1,4,1,-1,1,1,1,-2,1,1,-1,1,1,-1,1,-5,1,-3,1,-3,1,-70
-32,1,-3,1,-11,1,-2,1,-2,2,-1,1,-1,1,-3,2,-2,1,-2,2,1,1,2,2,-1,1,1,-1,1,1,2,-1,1,-2,3,-1,3,-1,2,1,2,1,1,1,1,4,7,2,7,-1,3,2,3,4,1,4,2,3,3,6,1,4,3,2,4,2,1,6,5,5,2,3,3,4,3,3,3,10,6,7,5,3,6,3,5,4,1,2,6,3,7,7,7,5,11,8,7,3,7,5,4,7,6,4,4,1,7,1,3,7,4,6,6,7,6,7,7,5,4,4,6,6,5,6,3,4,2,3,-1,3,4,2,6,4,3,-1,2,4,2,2,1,5,1,4,4,2,1,3,3,1,4,1,-1,1,3,2,4,5,-1,3,2,2,-2,3,1,3,3,-1,1,1,-1,1,4,1,-1,1,1,1,-2,1,1,-1,1,1,-1,1,-5,1,-3,1,-3,1,-70
-26,1,-3,1,-11,1,-1,1,-3,2,-1,1,-1,1,-3,2,-2,1,-2,2,2,-1,2,2,-1,1,1,-1,2,-1,2,-1,1,-2,3,1,2,-1,2,1,3,-1,1,1,1,5,6,2,7,-1,3,3,2,4,2,3,3,2,3,7,-1,4,3,2,4,2,2,5,5,5,4,1,4,3,3,5,2,9,6,8,4,3,7,4,3,4,1,3,6,3,6,7,7,5,11,9,8,3,5,6,4,6,6,4,4,2,6,1,4,7,3,6,7,7,6,7,6,5,5,3,6,6,5,6,3,4,2,3,-1,3,4,3,6,3,3,1,1,4,2,2,1,5,1,5,3,2,1,3,3,1,4,1,-1,1,3,3,3,5,-1,3,2,2,-2,3,1,3,3,-1,1,1,-1,1,4,1,-1,1,1,1,-2,1,1,-1,1,1,-1,1,-5,1,-3,1,-3,1,-76
-26,1,-3,1,-11,1,-2,1,-2,2,-1,1,-1,1,-3,2,-2,1,-2,2,1,1,2,2,-1,1,1,-1,1,1,2,-1,1,-2,3,1,2,-1,2,1,2,1,1,1,1,5,6,2,7,-1,3,2,3,4,1,4,2,3,3,7,-1,4,3,2,4,2,1,6,5,5,2,3,3,4,3,3,3,10,6,7,5,3,6,4,4,4,1,2,6,4,6,7,7,5,11,8,7,4,6,5,4,7,6,4,4,1,7,1,3,8,3,6,6,7,6,7,7,5,4,4,6,6,5,6,3,4,2,3,-1,3,4,2,6,4,3,-1,2,4,2,2,1,5,1,4,4,2,1,3,3,1,4,1,-1,1,3,3,3,5,-1,3,2,2,-2,3,1,3,3,-1,1,1,-1,1,4,1,-1,1,1,1,-2,1,1,-1,1,1,-1,1,-5,1,-3,1,-3,1,-76
-28,1,-3,1,-11,1,-2,1,-2,1,1,1,-1,1,-3,1,1,-1,1,-2,2,1,1,2,2,-1,1,1,-1,1,1,2,-1,1,-2,3,-1,3,-1,2,-1,3,1,1,1,-1,4,7,2,7,1,2,2,4,4,1,3,2,4,3,5,2,4,2,3,4,2,1,6,4,5,3,3,3,4,3,2,3,10,5,8,5,4,5,4,4,3,3,-1,6,5,5,8,7,5,7,10,8,5,7,4,4,7,7,4,3,2,5,3,1,9,3,6,6,8,6,6,7,5,5,4,4,8,5,5,4,4,2,1,2,2,4,3,5,4,2,2,2,3,2,2,1,5,2,3,5,2,1,3,2,2,3,2,-1,1,2,2,5,5,-1,3,2,2,-2,3,1,3,3,-2,2,-1,1,4,1,-2,2,1,-2,1,1,-1,1,1,-1,1,-5,1,-3,1,-3,1,-74
-25,1,-4,1,-10,1,-2,1,-3,2,-1,1,-1,1,-3,2,-1,1,-2,2,1,1,2,-1,2,1,-1,1,1,1,1,1,-1,1,-2,3,2,1,1,1,2,2,1,1,-1,3,6,4,4,4,1,3,3,3,3,2,3,2,5,3,4,2,2,4,5,2,-1,3,6,5,5,3,1,3,4,3,4,7,5,8,6,4,6,5,3,4,2,1,5,5,5,8,5,6,7,10,8,7,7,3,4,5,8,4,3,4,3,4,1,8,4,4,6,8,7,5,9,4,5,4,5,5,6,7,3,6,-1,2,3,1,3,4,5,4,3,2,2,1,3,3,1,4,2,4,4,3,1,3,-1,4,1,4,-2,3,2,3,6,1,-1,4,1,2,-1,1,2,3,3,1,-1,1,1,-1,4,2,-2,1,2,-2,1,1,-1,1,-1,1,-1,1,-5,1,-3,1,-3,1,-76
-26,1,-3,1,-11,1,-2,1,-2,1,1,1,-1,1,-3,2,-2,1,-2,2,1,1,2,2,-1,1,1,-1,1,1,2,-1,1,-2,3,-1,3,-1,2,-1,3,1,1,1,1,4,7,2,6,1,3,2,3,4,1,4,1,4,3,5,2,4,2,3,4,2,1,6,5,5,2,3,3,4,3,2,4,10,5,8,4,4,6,3,5,4,1,1,7,3,7,6,7,6,7,12,5,5,7,4,5,6,7,4,4,1,7,1,3,7,3,7,6,7,6,6,8,4,5,4,4,8,5,6,3,4,2,3,-1,3,4,2,6,3,3,1,2,4,2,1,2,5,1,4,4,2,1,3,2,2,4,1,-1,1,3,2,4,5,-1,3,2,2,-2,3,1,3,3,-1,1,1,-1,1,4,1,-1,1,1,1,-2,1,1,-1,1,1,-1,1,-5,1,-3,1,-3,1,-76
-26,1,-4,1,-10,1,-2,1,-3,2,-1,1,-1,1,-3,2,-1,1,-2,1,2,1,2,-1,2,1,-1,1,1,1,1,1,-1,1,-2,3,2,1,1,1,2,2,1,-1,1,3,5,5,3,5,1,3,3,3,3,2,2,3,4,4,4,2,2,4,4,3,-1,3,6,5,5,3,1,3,3,4,4,6,6,8,6,4,6,5,2,5,2,1,5,5,5,7,6,5,8,10,8,7,6,3,5,5,8,4,3,4,3,4,1,8,4,4,5,9,7,4,8,5,6,4,4,5,7,7,3,5,1,2,3,1,3,4,5,4,3,2,1,2,3,3,1,4,2,3,5,3,1,3,-1,4,1,4,-2,3,2,3,5,2,-1,4,1,2,-1,1,2,2,3,2,-1,1,1,-1,4,2,-2,1,2,-2,1,1,-1,1,-1,1,-1,1,-5,1,-3,1,-3,1,-75
-27,1,-4,1,-10,1,-2,1,-3,2,-1,1,1,-3,1,1,-1,1,-2,2,1,1,2,-1,2,1,-1,1,1,1,1,1,-1,1,-2,3,3,-1,1,1,2,2,1,1,-1,3,6,4,4,4,1,3,3,4,2,2,3,2,5,3,4,2,2,4,5,2,-1,5,4,5,5,3,1,3,5,2,4,8,4,8,6,4,6,5,3,4,2,1,5,6,4,8,5,6,7,10,8,7,7,3,4,5,8,4,3,4,3,4,1,8,4,5,5,8,7,5,9,4,5,4,5,6,5,7,3,6,-1,3,2,2,2,4,5,4,3,2,2,1,3,3,1,5,1,4,4,3,1,3,1,3,1,4,-2,3,2,3,6,1,-1,5,-1,2,-1,2,1,3,3,1,-1,1,1,-1,4,2,-2,1,2,-2,1,1,-1,1,-1,1,-1,1,-5,1,-3,1,-3,1,-74
-28,1,-3,1,-11,1,-2,1,-3,2,-1,1,1,-3,1,1,-1,1,-2,2,1,1,2,-1,2,1,-1,1,1,1,1,1,-1,1,-2,3,3,-1,1,1,2,2,1,1,-1,3,6,4,5,3,1,3,3,4,2,2,3,2,5,3,4,2,3,3,5,2,-1,5,4,5,5,3,1,4,4,2,4,8,4,8,6,4,6,5,3,4,2,1,5,6,4,9,5,5,8,9,8,7,7,3,5,4,9,3,3,4,4,3,1,9,3,6,5,7,7,6,8,4,5,4,5,6,5,7,3,6,-1,3,2,2,2,4,6,3,3,2,2,1,3,3,1,5,1,4,4,3,1,3,1,3,1,4,-2,3,2,3,6,1,-1,5,1,1,-1,2,1,3,3,1,-1,1,1,-1,4,2,-2,1,2,-2,1,1,-1,1,-1,1,-1,1,-5,1,-3,1,-3,1,-73
-28,1,-4,1,-10,1,-2,1,-3,2,-1,1,-1,1,-3,2,-1,1,-2,2,1,1,2,-1,2,1,-1,1,1,1,1,1,-1,1,-2,3,2,1,1,1,2,2,1,1,-1,3,6,4,4,4,1,3,3,3,3,2,3,2,5,3,4,2,2,4,5,2,-1,3,6,5,5,3,1,3,4,3,4,7,5,8,6,4,6,5,3,4,2,1,5,5,5,8,5,6,7,10,8,7,7,3,4,5,8,4,3,4,3,4,1,8,4,4,6,8,7,4,10,4,5,4,4,6,6,7,3,6,-1,2,3,1,3,4,5,4,3,2,2,1,3,3,1,4,2,4,4,3,1,3,-1,4,1,4,-2,3,2,3,6,1,-1,4,1,2,-1,1,2,2,3,2,-1,1,1,-1,4,2,-2,1,2,-2,1,1,-1,1,-1,1,-1,1,-5,1,-3,1,-3,1,-73
-32,1,-3,1,-11,1,-1,1,-3,2,-1,1,-1,1,-3,2,-2,1,-1,1,2,1,1,1,2,1,-1,1,1,1,-1,2,-1,1,-2,3,1,2,1,1,1,3,1,-1,1,2,4,6,3,6,-1,3,3,3,3,3,2,3,4,1,7,1,3,4,4,2,1,3,5,5,6,3,-1,4,3,4,4,4,7,7,8,4,4,5,4,5,2,1,4,6,4,7,4,7,7,11,7,8,6,3,5,5,8,5,2,5,3,4,1,5,7,4,5,7,7,6,7,5,6,5,4,5,6,7,4,3,3,2,3,-1,3,4,5,4,4,2,1,1,4,2,2,2,4,1,6,4,-1,3,1,4,1,3,1,-1,3,1,4,3,4,-1,4,1,2,-1,1,2,1,3,3,-1,1,1,-1,3,3,-2,1,2,-2,1,1,-1,1,-1,1,-1,1,-5,1,-3,1,-3,1,-70
-32,1,-3,1,-11,1,-2,1,-2,1,1,1,-1,1,-3,2,-2,1,-2,2,1,1,2,2,-1,1,1,-1,1,1,2,-1,1,-2,3,-1,3,-1,2,-1,3,1,1,1,-1,5,7,2,6,1,3,2,3,4,1,3,2,4,3,5,2,4,2,3,4,2,1,6,5,5,2,3,3,4,3,2,4,10,5,8,4,4,6,3,5,3,2,1,7,3,7,6,7,6,7,12,5,5,7,4,5,6,7,4,4,1,6,2,3,7,3,6,6,8,6,6,8,4,5,4,4,8,5,6,3,4,2,3,-1,2,5,2,6,3,3,1,2,3,3,1,2,5,1,3,5,2,1,3,2,2,4,1,-1,1,3,2,4,5,-1,3,2,2,-2,3,1,3,3,-2,2,-1,1,4,1,-2,2,1,-2,1,1,-1,1,1,-1,1,-5,1,-3,1,-3,1,-70
-32,1,-3,1,-11,1,-2,1,-3,2,1,-1,1,-3,1,1,-1,1,-2,2,1,1,2,1,1,1,1,-1,1,1,2,-1,1,-2,1,2,3,-1,1,1,3,1,1,1,-1,3,7,3,6,2,1,3,4,4,1,3,2,2,5,5,2,2,3,3,5,2,-1,5,5,4,5,3,3,3,4,1,4,10,4,6,6,5,6,4,3,4,3,-1,5,6,5,8,7,4,7,10,8,6,7,3,5,6,8,3,3,3,4,4,-1,9,3,7,4,10,5,5,8,4,6,5,3,7,7,5,3,5,2,1,2,2,4,2,6,3,3,2,2,2,3,2,1,5,2,3,4,3,1,3,2,2,1,4,-1,1,2,2,4,6,-1,2,3,1,1,-1,3,-1,3,4,-2,2,-2,5,1,-2,1,2,-2,1,1,-1,1,-1,1,1,-5,1,-3,1,-3,1,-70
-27,1,-3,1,-11,1,-1,1,-3,2,-1,1,-1,1,-3,2,-2,1,-1,1,2,1,1,1,2,1,-1,1,1,1,-1,2,-1,1,-2,3,1,2,-1,2,1,3,1,-1,1,2,4,6,3,6,-1,3,3,3,3,2,3,3,4,1,7,1,3,3,5,2,1,3,5,5,6,3,-1,4,3,4,4,4,7,7,8,3,5,5,4,5,2,1,4,6,3,8,4,7,7,11,7,8,5,4,5,5,7,6,2,4,4,4,1,4,8,4,5,7,6,6,7,6,6,5,4,5,6,7,4,3,3,2,3,-1,3,4,5,4,3,3,1,1,4,2,2,2,4,1,6,4,-1,3,1,4,1,3,1,-1,3,1,3,4,4,-1,4,1,2,-1,1,2,1,3,3,-1,1,1,-1,3,2,1,-1,1,2,-2,1,1,-2,1,1,-1,1,-5,1,-3,1,-3,1,-75
-27,1,-3,1,-11,1,-1,1,-3,2,-1,1,-1,1,-3,2,-2,1,-2,3,1,1,1,2,1,-1,1,-1,2,-1,2,-1,1,-2,3,1,2,-1,2,1,3,1,-1,1,2,4,6,3,6,-1,3,3,3,3,2,3,3,4,1,7,1,3,3,2,5,1,2,6,5,5,4,-1,4,3,3,5,3,8,7,8,3,4,6,4,3,4,1,3,6,4,8,4,7,6,10,9,8,4,5,5,5,5,6,4,4,4,4,1,4,8,3,6,6,7,6,7,6,5,6,3,6,5,6,5,4,3,2,3,-1,3,4,4,5,3,3,1,1,4,2,2,1,5,1,5,4,1,3,1,3,2,3,1,-1,2,2,3,3,5,-1,4,1,2,-1,1,2,1,3,3,-1,1,1,-1,3,2,1,-1,1,1,1,-1,1,-1,1,-1,1,1,-1,1,-5,1,-3,1,-3,1,-75
-27,1,-3,1,-11,1,-1,1,-3,2,-1,1,-1,1,-3,2,-2,1,-2,2,2,-1,2,2,-1,1,1,-1,1,1,2,-1,1,-2,3,1,2,-1,2,1,2,1,1,1,1,5,6,2,7,-1,3,3,2,4,2,3,3,2,3,7,-1,4,3,2,4,2,1,6,5,5,2,3,3,4,3,4,2,10,6,7,5,3,6,5,3,4,1,2,6,4,6,7,7,5,11,8,8,3,6,6,3,7,6,4,4,1,7,1,4,7,3,6,7,6,6,7,7,5,5,3,6,6,5,6,3,4,2,3,-1,3,4,2,6,4,3,-1,2,4,2,2,1,5,1,4,4,2,1,3,3,1,4,1,-1,1,3,3,3,5,-1,3,2,2,-2,3,1,3,3,-1,1,1,-1,1,4,1,-1,1,1,1,-2,1,1,-1,1,1,-1,1,-5,1,-3,1,-3,1,-75
