1.8849556,0.000#0.090#0.100#0.110#0.120#0.690#0.700#0.950#0.960#0.040#0.050#0.060#0.070#0.080#0.030#0.650#0.660#0.670#0.680#0.710#0.720#0.730#0.740#0.940#0.010#0.020#0.130#0.360#0.760#0.860#0.870#0.880#0.890#0.900#0.910#0.920#0.140#0.150#0.370#0.410#0.420#0.590#0.600#0.610#0.620#0.630#0.640#0.770#0.780#0.790#0.800#0.820#0.830#0.850#0.160#0.170#0.180#0.340#0.350#0.390#0.400#0.430#0.440#0.450#0.460#0.540#0.550#0.560#0.570#0.580#0.320#0.330#0.380#0.220#0.230#0.290#0.300#0.310#0.520#0.530#0.240#0.250#0.490#0.190#0.200#0.210#0.260#0.270#0.280#0.480#0.500,6.667e-02,-00000010,000000011,0,000000001,000000315,000000000,000000000
-120,1,-12,1,1,1,-3,1,-1,1,2,2,2,1,4,-1,2,4,2,-1,4,-1,2,-1,1,2,1,5,4,4,2,2,1,1,2,5,1,2,-2,2,2,3,2,1,4,2,3,1,-1,1,1,1,2,-4,1,-7,1,-116
-123,1,-12,1,1,-1,1,-3,1,-1,3,-1,4,1,2,2,2,4,2,-1,3,1,1,1,1,-1,2,2,7,5,1,3,-1,1,3,2,3,3,-2,1,2,3,2,1,3,2,2,3,1,1,1,1,1,1,-3,1,-8,1,-112
-129,1,-12,1,1,-1,1,-3,1,-1,3,-1,4,1,2,2,2,4,2,-1,3,1,1,1,1,-1,2,2,7,5,1,3,-1,1,3,2,3,3,-2,1,2,3,2,1,3,2,2,3,1,1,1,1,1,1,-3,1,-8,1,-106
-131,1,-12,1,1,1,-3,1,-1,1,2,2,2,1,4,-1,2,4,2,-1,4,-1,2,-1,1,2,1,6,3,4,2,2,1,1,2,5,1,2,-2,2,2,3,2,1,4,2,3,1,1,-1,2,-1,2,-3,1,-8,1,-105
-131,1,-12,1,1,1,-3,1,-1,1,2,-1,4,1,4,-1,2,4,2,-1,3,1,1,1,1,2,-1,6,4,4,2,2,1,1,2,5,-1,3,-2,2,1,4,2,1,4,2,2,2,-1,1,1,1,2,-4,1,-7,1,-105
-131,1,-12,1,1,1,-3,1,-1,1,2,-1,4,1,3,1,2,4,2,-1,3,1,1,1,1,2,-1,4,6,4,2,2,-1,1,3,2,3,3,-2,1,2,4,1,2,4,1,2,2,1,1,1,1,2,-4,1,-7,1,-105
-131,1,-12,1,1,-1,1,-3,1,-1,3,-1,4,1,3,1,2,4,2,-1,3,1,1,1,1,-1,2,3,7,4,2,2,-1,1,3,2,3,3,-2,1,2,4,1,1,4,1,2,3,1,1,1,1,1,1,-3,1,-7,1,-105
-131,1,-12,1,1,-1,1,-3,1,-1,3,-1,4,1,1,3,2,4,2,-1,3,1,1,1,1,-1,2,2,6,5,2,2,1,1,1,4,3,3,-3,3,2,3,1,3,2,2,3,1,1,-1,2,-1,2,-3,1,-8,1,-104
-131,1,-13,1,1,1,-3,1,-1,1,2,2,3,1,3,2,3,3,-1,2,2,-1,2,-1,1,2,1,7,2,4,2,2,1,1,2,5,2,1,-2,3,2,2,2,2,3,2,3,1,1,-1,2,-1,2,-3,1,-8,1,-104
-131,1,-13,1,1,1,-3,1,-1,1,2,2,2,1,4,1,3,4,-1,1,3,-1,2,-1,1,2,1,6,3,4,2,2,1,1,2,5,1,2,-2,2,2,3,2,1,4,2,3,1,1,-1,2,-1,2,-3,1,-8,1,-104
-120,1,-12,1,1,1,-3,1,-1,1,2,-1,4,1,3,1,2,4,2,-1,3,1,1,1,1,2,-1,6,4,4,2,2,-1,2,2,3,2,3,-2,2,1,4,2,1,4,1,2,2,1,1,1,1,2,-4,1,-7,1,-116
-120,1,-12,1,1,-1,1,-3,1,1,2,-1,4,1,3,1,2,4,2,-1,3,1,1,1,1,2,-1,3,7,4,2,2,-1,1,3,2,3,3,-2,1,2,4,1,2,3,2,2,2,1,1,1,1,2,-4,1,-7,1,-116
-123,1,-13,1,1,1,-3,1,-1,3,-1,4,1,1,3,2,3,3,-1,3,1,1,1,1,-1,2,2,6,4,3,1,2,1,1,2,5,3,-3,3,2,3,1,3,2,2,3,1,1,-1,2,-1,2,-3,1,-8,1,-112
-124,1,-12,1,1,1,-3,1,-1,1,2,-1,4,1,3,1,2,4,2,-1,3,1,1,1,1,2,-1,5,5,4,2,2,-1,2,2,2,3,3,-2,2,1,4,1,2,4,1,2,2,1,1,1,1,2,-4,1,-7,1,-112
-124,1,-12,1,1,-1,1,-3,1,-1,3,-1,4,1,3,1,2,4,2,-1,3,1,1,1,1,1,1,3,7,4,2,2,-1,1,3,2,3,3,-2,1,2,4,1,2,3,1,2,3,1,1,1,1,2,-4,1,-7,1,-112
-127,1,-12,1,1,1,-3,1,-1,1,2,2,2,1,4,-1,2,5,1,-1,4,-1,2,-1,1,2,1,6,3,4,2,2,1,1,2,5,1,2,-2,2,2,3,2,1,4,2,3,1,1,-1,2,-1,2,-3,1,-8,1,-109
-127,1,-12,1,1,1,-3,1,-1,1,2,1,3,1,4,-1,2,4,2,-1,4,-1,2,-1,1,2,1,5,4,4,2,2,1,1,2,5,-1,3,-2,2,2,3,2,1,4,2,2,2,-1,1,1,1,2,-4,1,-7,1,-109
-127,1,-12,1,1,1,-3,1,-1,1,2,-1,4,1,3,1,2,4,2,-1,3,1,1,1,1,2,-1,5,5,4,2,2,-1,2,2,2,3,3,-2,2,1,4,1,2,4,1,2,2,1,1,1,1,2,-4,1,-7,1,-109
-127,1,-12,1,1,-1,1,-3,1,-1,3,-1,4,1,3,1,2,4,2,-1,3,1,1,1,1,1,1,3,7,4,2,2,-1,1,3,2,3,3,-2,1,2,4,1,2,3,1,2,3,1,1,1,1,2,-4,1,-7,1,-109
-127,1,-12,1,1,-1,1,-3,1,-1,3,-1,4,1,2,2,2,4,2,-1,3,1,1,1,1,-1,2,2,7,5,1,3,-1,1,2,3,3,3,-3,3,3,2,1,3,2,2,3,1,1,-1,2,1,1,-3,1,-8,1,-108
-127,1,-13,1,1,1,-3,1,-1,3,-1,2,3,1,3,2,3,3,-1,2,2,1,1,-1,1,2,1,7,3,3,2,2,1,1,2,5,2,1,-2,3,2,2,2,2,3,2,3,1,1,-1,2,-1,2,-3,1,-8,1,-108
-129,1,-13,1,1,1,-3,1,-1,3,-1,4,1,1,3,2,3,3,-1,3,1,1,1,1,-1,2,2,6,4,3,1,2,1,1,2,5,3,-3,3,2,3,1,3,2,2,3,1,1,-1,2,-1,2,-3,1,-8,1,-106
-129,1,-13,1,1,1,-3,1,-1,1,2,2,2,2,3,2,3,3,-1,1,3,-1,2,-1,1,2,1,6,3,4,2,2,1,1,2,5,2,1,-2,3,2,2,2,2,3,2,3,1,1,-1,2,-1,2,-3,1,-8,1,-106
-130,1,-12,1,1,1,-3,1,-1,1,2,2,2,1,4,-1,2,5,1,-1,4,-1,2,-1,1,2,1,6,3,4,2,2,1,1,2,5,1,2,-2,2,2,3,2,1,4,2,3,1,1,-1,2,-1,2,-3,1,-8,1,-106
-130,1,-12,1,1,1,-3,1,-1,1,2,1,3,1,4,-1,2,4,2,-1,4,-1,2,-1,1,2,1,5,4,4,2,2,1,1,2,5,-1,3,-2,2,2,3,2,1,4,2,2,2,-1,1,1,1,2,-4,1,-7,1,-106
-130,1,-12,1,1,-1,1,-3,1,-1,3,-1,4,1,3,1,2,4,2,-1,3,1,1,1,1,1,1,3,7,4,2,2,-1,1,3,2,3,3,-2,1,2,4,1,2,3,1,2,3,1,1,1,1,2,-4,1,-7,1,-106
-130,1,-12,1,1,-1,1,-3,1,-1,3,-1,4,1,2,2,2,4,2,-1,3,1,1,1,1,-1,2,2,7,5,1,3,-1,1,2,3,3,3,-3,3,3,2,1,3,2,2,3,1,1,-1,2,1,1,-3,1,-8,1,-105
-130,1,-13,1,1,1,-3,1,-1,1,2,2,2,2,3,2,2,4,-1,1,3,-1,2,-1,1,2,1,6,3,4,2,2,1,1,2,5,2,1,-2,3,2,2,2,2,3,2,3,1,1,-1,2,-1,2,-3,1,-8,1,-105
-120,1,-12,1,1,-1,1,-3,1,-1,3,-1,4,1,2,2,2,4,2,-1,3,1,1,1,1,-1,2,2,7,5,1,3,-1,1,3,2,3,3,-2,1,2,3,2,1,3,2,2,3,1,1,1,1,1,1,-3,1,-8,1,-115
-120,1,-13,1,1,1,-3,1,-1,3,-1,4,1,1,3,2,3,3,-1,3,1,1,1,1,-1,2,2,6,4,3,1,2,1,1,2,5,3,-3,3,2,3,1,3,2,2,3,1,1,-1,2,-1,2,-3,1,-8,1,-115
-120,1,-13,1,1,1,-3,1,-1,1,2,2,2,2,3,2,3,3,-1,1,3,-1,2,-1,1,2,1,6,3,4,2,2,1,1,2,5,2,1,-2,3,2,2,2,2,3,2,3,1,1,-1,2,-1,2,-3,1,-8,1,-115
-123,1,-12,1,1,1,-3,1,-1,1,2,-1,4,1,3,1,2,4,2,-1,3,1,1,1,1,2,-1,6,4,4,2,2,-1,2,2,3,2,3,-2,2,1,4,2,1,4,1,2,2,1,1,1,1,2,-4,1,-7,1,-113
-123,1,-12,1,1,-1,1,-3,1,1,2,-1,4,1,3,1,2,4,2,-1,3,1,1,1,1,2,-1,3,7,4,2,2,-1,1,3,2,3,3,-2,1,2,4,1,2,3,2,2,2,1,1,1,1,2,-4,1,-7,1,-113
-124,1,-12,1,1,1,-3,1,-1,1,2,2,2,1,4,-1,2,5,1,-1,4,-1,2,-1,1,2,1,6,3,4,2,2,1,1,2,5,1,2,-2,2,2,3,2,1,4,2,3,1,1,-1,2,-1,2,-3,1,-8,1,-112
-124,1,-12,1,1,1,-3,1,-1,1,2,1,3,1,4,-1,2,4,2,-1,4,-1,2,-1,1,2,1,5,4,4,2,2,1,1,2,5,-1,3,-2,2,2,3,2,1,4,2,2,2,-1,1,1,1,2,-4,1,-7,1,-112
-124,1,-12,1,1,-1,1,-3,1,-1,3,-1,4,1,2,2,2,4,2,-1,3,1,1,1,1,-1,2,2,7,5,1,3,-1,1,2,3,3,3,-3,3,3,2,1,3,2,2,3,1,1,-1,2,1,1,-3,1,-8,1,-111
-124,1,-13,1,1,1,-3,1,-1,3,-1,2,3,1,3,2,3,3,-1,2,2,1,1,-1,1,2,1,7,3,3,2,2,1,1,2,5,2,1,-2,3,2,2,2,2,3,2,3,1,1,-1,2,-1,2,-3,1,-8,1,-111
-124,1,-13,1,1,1,-3,1,-1,1,2,2,2,2,3,2,2,4,-1,1,3,-1,2,-1,1,2,1,6,3,4,2,2,1,1,2,5,2,1,-2,3,2,2,2,2,3,2,3,1,1,-1,2,-1,2,-3,1,-8,1,-111
-125,1,-12,1,1,1,-3,1,-1,1,2,2,2,1,4,-1,2,4,2,-1,4,-1,2,-1,1,2,1,6,3,4,2,2,1,1,2,5,1,2,-2,2,2,3,2,1,4,2,3,1,1,-1,2,-1,2,-3,1,-8,1,-111
-126,1,-12,1,1,1,-3,1,-1,1,2,-1,4,1,3,1,2,4,2,-1,3,1,1,1,1,2,-1,6,4,4,2,2,-1,2,2,3,2,3,-2,2,1,4,2,1,4,1,2,2,1,1,1,1,2,-4,1,-7,1,-110
-126,1,-12,1,1,-1,1,-3,1,1,2,-1,4,1,3,1,2,4,2,-1,3,1,1,1,1,2,-1,3,7,4,2,2,-1,1,3,2,3,3,-2,1,2,4,1,2,3,2,2,2,1,1,1,1,2,-4,1,-7,1,-110
-126,1,-12,1,1,-1,1,-3,1,-1,3,-1,4,1,2,2,2,4,2,-1,3,1,1,1,1,-1,2,2,7,5,1,3,-1,1,3,2,3,3,-2,1,2,3,2,1,3,2,2,3,1,1,1,1,1,1,-3,1,-8,1,-109
-126,1,-13,1,1,1,-3,1,-1,3,-1,4,1,1,3,2,3,3,-1,3,1,1,1,1,-1,2,2,6,4,3,1,2,1,1,2,5,3,-3,3,2,3,1,3,2,2,3,1,1,-1,2,-1,2,-3,1,-8,1,-109
-126,1,-13,1,1,1,-3,1,-1,1,2,2,2,2,3,2,3,3,-1,1,3,-1,2,-1,1,2,1,6,3,4,2,2,1,1,2,5,2,1,-2,3,2,2,2,2,3,2,3,1,1,-1,2,-1,2,-3,1,-8,1,-109
-122,1,-13,1,1,1,-3,1,-1,1,2,2,2,1,4,1,3,4,-1,1,3,-1,2,-1,1,2,1,6,3,4,2,2,1,1,2,5,1,2,-2,2,2,3,2,1,4,2,3,1,1,-1,2,-1,2,-3,1,-8,1,-113
-123,1,-12,1,1,1,-3,1,-1,1,2,2,2,1,4,-1,2,4,2,-1,4,-1,2,-1,1,2,1,5,4,4,2,2,1,1,2,5,1,2,-2,2,2,3,2,1,4,2,3,1,-1,1,1,1,2,-4,1,-7,1,-113
-123,1,-13,1,1,1,-3,1,-1,1,2,2,2,2,3,2,3,3,-1,1,3,-1,2,-1,1,2,1,6,3,4,2,2,1,1,2,5,2,1,-2,3,2,2,2,2,3,2,3,1,1,-1,2,-1,2,-3,1,-8,1,-112
-121,1,-12,1,1,-1,1,-3,1,-1,3,-1,4,1,3,1,2,4,2,-1,3,1,1,1,1,1,1,3,7,4,2,2,-1,1,3,2,3,3,-2,1,2,4,1,2,3,1,2,3,1,1,1,1,2,-4,1,-7,1,-115
-121,1,-12,1,1,-1,1,-3,1,-1,3,-1,4,1,2,2,2,4,2,-1,3,1,1,1,1,-1,2,2,7,5,1,3,-1,1,2,3,3,3,-3,3,3,2,1,3,2,2,3,1,1,-1,2,1,1,-3,1,-8,1,-114
-122,1,-12,1,1,-1,1,-3,1,-1,3,-1,4,1,3,1,2,4,2,-1,3,1,1,1,1,-1,2,3,7,4,2,2,-1,1,3,2,3,3,-2,1,2,4,1,1,4,1,2,3,1,1,1,1,1,1,-3,1,-7,1,-114
-122,1,-12,1,1,-1,1,-3,1,-1,3,-1,4,1,1,3,2,4,2,-1,3,1,1,1,1,-1,2,2,6,5,2,2,1,1,1,4,3,3,-3,3,2,3,1,3,2,2,3,1,1,-1,2,-1,2,-3,1,-8,1,-113
-122,1,-13,1,1,1,-3,1,-1,1,2,2,3,1,3,2,3,3,-1,2,2,-1,2,-1,1,2,1,7,2,4,2,2,1,1,2,5,2,1,-2,3,2,2,2,2,3,2,3,1,1,-1,2,-1,2,-3,1,-8,1,-113
-125,1,-13,1,1,1,-3,1,-1,1,2,2,2,1,4,1,3,4,-1,1,3,-1,2,-1,1,2,1,6,3,4,2,2,1,1,2,5,1,2,-2,2,2,3,2,1,4,2,3,1,1,-1,2,-1,2,-3,1,-8,1,-110
-126,1,-12,1,1,1,-3,1,-1,1,2,2,2,1,4,-1,2,4,2,-1,4,-1,2,-1,1,2,1,5,4,4,2,2,1,1,2,5,1,2,-2,2,2,3,2,1,4,2,3,1,-1,1,1,1,2,-4,1,-7,1,-110
-121,1,-13,1,1,1,-3,1,-1,3,-1,2,3,1,3,2,3,3,-1,2,2,1,1,-1,1,2,1,7,3,3,2,2,1,1,2,5,2,1,-2,3,2,2,2,2,3,2,3,1,1,-1,2,-1,2,-3,1,-8,1,-114
-121,1,-13,1,1,1,-3,1,-1,1,2,2,2,2,3,2,2,4,-1,1,3,-1,2,-1,1,2,1,6,3,4,2,2,1,1,2,5,2,1,-2,3,2,2,2,2,3,2,3,1,1,-1,2,-1,2,-3,1,-8,1,-114
-125,1,-12,1,1,-1,1,-3,1,-1,3,-1,4,1,3,1,2,4,2,-1,3,1,1,1,1,-1,2,3,7,4,2,2,-1,1,3,2,3,3,-2,1,2,4,1,1,4,1,2,3,1,1,1,1,1,1,-3,1,-7,1,-111
-121,1,-12,1,1,1,-3,1,-1,1,2,2,2,1,4,-1,2,5,1,-1,4,-1,2,-1,1,2,1,6,3,4,2,2,1,1,2,5,1,2,-2,2,2,3,2,1,4,2,3,1,1,-1,2,-1,2,-3,1,-8,1,-115
-121,1,-12,1,1,1,-3,1,-1,1,2,1,3,1,4,-1,2,4,2,-1,4,-1,2,-1,1,2,1,5,4,4,2,2,1,1,2,5,-1,3,-2,2,2,3,2,1,4,2,2,2,-1,1,1,1,2,-4,1,-7,1,-115
-121,1,-12,1,1,1,-3,1,-1,1,2,-1,4,1,3,1,2,4,2,-1,3,1,1,1,1,2,-1,5,5,4,2,2,-1,2,2,2,3,3,-2,2,1,4,1,2,4,1,2,2,1,1,1,1,2,-4,1,-7,1,-115
-122,1,-12,1,1,1,-3,1,-1,1,2,2,2,1,4,-1,2,4,2,-1,4,-1,2,-1,1,2,1,6,3,4,2,2,1,1,2,5,1,2,-2,2,2,3,2,1,4,2,3,1,1,-1,2,-1,2,-3,1,-8,1,-114
-122,1,-12,1,1,1,-3,1,-1,1,2,-1,4,1,4,-1,2,4,2,-1,3,1,1,1,1,2,-1,6,4,4,2,2,1,1,2,5,-1,3,-2,2,1,4,2,1,4,2,2,2,-1,1,1,1,2,-4,1,-7,1,-114
-122,1,-12,1,1,1,-3,1,-1,1,2,-1,4,1,3,1,2,4,2,-1,3,1,1,1,1,2,-1,4,6,4,2,2,-1,1,3,2,3,3,-2,1,2,4,1,2,4,1,2,2,1,1,1,1,2,-4,1,-7,1,-114
-125,1,-12,1,1,1,-3,1,-1,1,2,-1,4,1,3,1,2,4,2,-1,3,1,1,1,1,2,-1,4,6,4,2,2,-1,1,3,2,3,3,-2,1,2,4,1,2,4,1,2,2,1,1,1,1,2,-4,1,-7,1,-111
-125,1,-12,1,1,-1,1,-3,1,-1,3,-1,4,1,1,3,2,4,2,-1,3,1,1,1,1,-1,2,2,6,5,2,2,1,1,1,4,3,3,-3,3,2,3,1,3,2,2,3,1,1,-1,2,-1,2,-3,1,-8,1,-110
