0.0000000,0.000#0.640#0.630#0.650#0.660#0.690#0.800#0.560#0.610#0.680#0.720#0.190#0.600#0.780#0.830#0.580#0.820#0.850#0.620#0.790#0.810#0.840#0.080#0.150#0.180,1.667e-01,-00000027,000000028,0,000000001,000000330,000000000,000000000
-70,1,-5,1,1,1,-4,1,1,-1,1,-2,1,-3,2,-3,1,3,1,1,3,-1,1,-1,1,3,-1,3,5,1,3,2,5,3,6,6,2,4,2,5,6,3,4,7,4,4,6,6,5,4,2,4,5,5,6,11,2,2,4,7,6,7,7,6,10,11,11,12,8,10,4,6,9,7,6,9,9,5,10,11,6,3,7,11,9,6,11,8,7,7,4,13,6,14,5,10,9,7,12,9,6,8,2,13,6,8,2,8,5,6,6,8,6,9,8,6,7,6,6,7,7,6,3,7,6,2,8,3,8,5,3,6,1,5,4,2,2,3,1,4,5,5,2,2,5,2,1,2,1,3,-1,1,-1,1,2,-4,1,-1,1,1,1,-1,1,-1,1,1,-7,1,-2,1,-1,1,-67
-66,1,-6,1,2,-5,1,1,-1,1,-2,1,-2,1,1,-3,1,3,1,1,3,-1,1,-1,2,2,-1,4,4,1,4,2,6,1,7,5,2,5,1,5,6,3,5,7,3,4,6,6,5,4,3,4,5,6,5,11,1,4,2,9,5,8,6,9,6,12,13,12,9,6,5,6,9,6,8,9,7,7,10,10,6,3,6,15,6,8,11,8,5,7,9,8,7,12,7,10,9,7,13,8,7,6,5,10,9,4,2,11,4,4,6,8,8,8,8,7,5,6,6,7,9,5,5,5,5,3,8,5,5,5,5,4,2,5,3,2,2,3,3,4,3,5,3,4,2,2,1,2,1,3,1,-2,1,2,-4,1,-1,1,1,1,-1,1,-1,2,-8,1,-2,1,1,-71
-69,1,-5,1,1,1,-5,2,-1,1,-2,1,-3,2,-4,3,2,1,2,1,1,-1,1,3,-1,3,5,-1,3,3,4,4,3,9,1,4,3,4,4,6,4,6,4,2,6,6,5,6,3,4,3,7,5,9,5,2,3,5,8,5,9,4,11,9,11,14,8,9,5,6,11,5,5,8,13,5,8,10,5,6,6,8,12,8,9,9,7,6,6,10,9,8,9,11,9,6,10,10,8,7,4,11,7,9,1,7,6,6,3,10,5,8,11,5,7,6,7,4,8,7,5,5,6,3,6,5,6,6,5,5,1,5,4,1,3,3,1,4,4,6,3,1,6,1,2,1,2,2,1,1,-1,1,1,1,-3,1,-1,1,-1,2,-1,1,-2,2,-8,1,-2,1,1,-68
-70,1,-5,1,1,1,-5,2,-2,1,-1,1,-3,2,-4,3,2,1,1,2,1,-2,4,-1,3,4,1,3,3,4,4,2,9,2,3,4,4,4,6,4,4,6,2,6,6,4,7,2,4,4,7,5,6,8,1,4,5,8,5,9,4,11,4,16,14,8,8,5,7,10,5,6,8,11,7,8,10,5,6,6,8,11,9,9,8,8,6,5,10,10,8,9,10,10,6,9,11,8,7,4,9,9,9,1,5,7,5,5,10,3,9,10,7,7,5,6,6,8,7,5,4,7,3,6,5,6,6,5,5,1,3,6,1,2,4,1,4,4,6,3,1,6,1,2,1,2,2,1,1,-1,1,1,1,-3,1,-1,1,-1,1,1,1,-2,2,-8,1,-2,1,1,-67
-70,1,-5,1,-1,2,-5,2,-2,1,-2,1,-2,1,1,-3,2,3,-1,1,3,1,-2,3,1,2,3,3,1,4,2,7,2,6,4,3,4,2,5,7,3,4,7,2,5,5,6,7,3,2,5,5,6,6,9,2,4,3,8,6,7,6,9,5,14,14,10,9,6,5,7,8,6,8,9,8,6,10,9,6,4,8,13,5,8,13,7,6,7,8,8,8,11,7,9,11,7,12,7,10,3,6,12,8,2,4,9,4,5,6,7,8,9,8,8,4,6,7,6,10,3,5,6,4,5,6,5,7,4,4,4,2,6,2,2,3,2,3,4,5,4,2,4,3,1,2,1,2,2,1,-2,2,1,-3,1,-1,1,-1,1,1,1,-2,2,-8,1,-2,1,1,-67
-69,1,-5,1,1,1,-5,2,-1,1,-2,1,-3,2,-3,1,2,2,1,3,-1,1,-1,1,3,-1,3,5,1,2,3,4,4,5,7,1,4,3,4,4,6,4,6,4,4,5,6,6,5,2,4,4,6,6,10,3,2,3,6,7,6,9,4,11,10,9,15,9,8,5,6,10,6,7,9,9,5,8,11,6,5,7,8,11,7,10,9,6,7,5,11,8,10,7,11,9,8,10,9,7,7,4,11,7,9,1,8,5,6,5,9,5,10,9,4,7,7,7,6,6,8,3,6,5,3,7,5,6,6,4,5,2,5,4,-1,3,4,-1,4,6,5,2,2,5,2,1,2,1,3,-1,1,-1,1,2,-4,1,-1,1,1,1,-1,1,-1,1,1,-8,1,-1,1,-1,1,-68
-70,1,-5,1,-1,2,-5,2,-2,1,-2,1,-2,1,1,-3,3,2,-1,1,3,1,-2,4,-1,2,3,3,1,4,2,7,2,6,5,2,4,2,5,7,5,2,7,2,5,6,6,6,3,2,5,6,6,6,9,1,4,4,7,7,6,6,12,2,15,15,8,9,6,5,7,8,7,8,8,8,9,8,8,7,3,8,13,5,9,12,9,4,7,10,7,8,11,8,9,9,9,11,7,9,3,7,11,8,2,4,9,4,5,7,6,8,9,10,6,4,6,8,6,9,3,5,6,4,5,7,5,6,4,6,2,2,6,2,2,3,2,3,4,5,4,2,5,2,1,2,2,1,2,1,-2,2,1,-3,1,-1,1,-1,1,1,1,-2,2,-8,1,-2,1,1,-67
-70,1,-5,1,-1,2,-5,2,-2,1,-2,1,-2,1,1,-3,1,4,-1,1,3,1,-2,2,2,-1,4,4,1,4,2,6,1,8,4,3,4,2,4,6,3,5,7,3,4,6,6,6,3,3,5,4,6,5,11,1,5,1,9,6,7,6,9,6,13,13,11,9,6,6,6,9,5,9,8,7,8,9,10,6,3,8,14,5,8,11,9,4,7,10,7,7,12,7,10,11,5,14,7,8,5,5,10,11,2,2,11,4,4,6,8,8,8,8,7,5,6,6,7,10,4,5,5,5,3,8,5,6,4,5,4,2,5,3,2,3,2,3,4,3,5,3,4,2,2,1,2,1,3,1,-2,1,2,-4,1,-1,1,1,1,-1,1,-1,2,-8,1,-2,1,1,-67
-69,1,-5,1,1,1,-5,2,-2,1,-1,1,-3,2,-4,3,2,1,1,2,1,-2,4,-1,3,3,2,3,2,5,4,2,9,2,3,4,4,4,5,5,3,7,2,6,6,4,6,3,4,4,7,5,6,8,1,4,5,8,5,8,5,11,4,16,14,8,8,5,7,10,4,7,8,10,7,9,10,4,7,6,8,11,8,9,9,8,6,5,10,10,8,9,10,10,6,9,11,8,7,4,8,10,8,2,5,7,5,5,10,2,9,11,7,7,4,6,7,7,8,5,4,7,3,6,5,5,7,5,5,1,3,6,1,2,4,1,4,4,6,3,1,6,1,2,1,2,2,1,1,-1,1,1,1,-3,1,-1,1,-1,1,1,1,-2,2,-8,1,-2,1,1,-68
-70,1,-5,1,1,1,-5,2,-2,1,-1,1,-3,2,-4,3,2,1,1,2,1,-2,4,-1,3,3,2,3,2,4,5,2,8,3,3,4,4,4,5,5,3,7,2,6,6,4,6,3,4,4,7,4,7,8,1,4,5,8,5,8,5,11,3,17,14,8,8,5,7,9,5,7,8,9,8,9,8,6,7,6,8,11,8,8,10,8,6,5,10,10,8,9,10,10,6,9,11,8,7,4,7,11,8,2,5,7,5,5,10,2,9,11,7,6,5,6,7,7,8,5,4,6,4,6,5,5,7,5,4,2,3,6,1,2,3,2,4,3,7,3,1,6,1,2,1,2,2,1,1,-1,1,1,1,-3,1,-1,1,-1,1,1,1,-2,2,-8,1,-2,1,1,-67
-70,1,-5,1,-1,2,-5,2,-2,1,-2,1,-2,1,1,-3,3,2,-1,1,3,1,-2,4,-1,2,3,3,2,3,3,6,2,6,5,2,4,2,6,6,5,2,7,2,6,6,5,6,3,3,4,7,5,7,8,1,4,4,9,5,6,7,11,2,16,15,7,9,6,6,8,7,7,7,8,9,8,9,7,7,4,7,14,6,8,11,9,5,6,10,9,8,10,8,10,7,9,12,6,9,3,7,11,8,3,5,7,4,5,7,6,8,10,9,6,4,7,7,6,9,3,5,7,4,5,6,5,7,4,5,2,2,7,1,2,3,2,3,4,6,3,2,5,2,2,1,2,1,2,1,-1,1,1,1,-3,1,-1,1,-1,1,1,1,-2,2,-8,1,-2,1,1,-67
-70,1,-5,1,-1,2,-5,2,-2,1,-2,1,-2,1,1,-3,2,3,-1,1,3,1,-2,2,2,2,2,4,1,4,2,6,3,6,4,3,4,2,5,6,4,4,6,3,4,6,6,7,3,2,5,5,5,5,11,2,4,1,10,6,6,6,9,6,14,13,10,9,7,5,6,9,6,8,9,6,8,9,10,6,3,8,14,5,8,12,8,5,6,10,7,7,12,8,9,11,6,13,7,9,4,5,12,9,2,3,10,4,4,6,8,8,8,9,7,4,7,5,8,9,4,5,6,4,4,7,5,6,4,5,4,2,6,2,2,3,2,3,4,4,4,3,4,2,2,1,2,2,2,1,-2,1,2,-3,1,-2,1,1,1,-1,1,-1,2,-8,1,-2,1,1,-67
-66,1,-5,1,1,1,-5,2,-1,1,-2,1,-3,2,-3,1,2,2,1,3,-1,1,-1,1,3,-1,3,5,1,2,3,4,4,5,7,1,4,3,4,4,6,4,6,4,4,5,6,6,5,2,4,4,6,6,10,3,2,3,6,7,6,9,4,11,10,9,15,9,8,5,6,10,6,7,9,9,5,8,11,6,5,7,8,11,7,10,9,6,7,5,11,8,10,7,11,9,8,10,9,7,7,4,11,7,9,1,8,5,6,5,9,5,10,9,4,7,7,7,6,6,8,3,6,5,3,7,5,6,6,4,5,2,5,4,-1,3,4,-1,4,6,5,2,2,5,2,1,2,1,3,-1,1,-1,1,2,-4,1,-1,1,1,1,-1,1,-1,1,1,-8,1,-1,1,-1,1,-71
-66,1,-5,1,-1,2,-5,2,-2,1,-2,1,-2,1,1,-3,3,2,-1,1,3,1,-2,4,-1,2,3,3,1,4,2,7,2,6,5,2,4,2,5,7,5,2,7,2,5,6,6,6,3,2,5,6,6,7,8,1,4,4,7,7,6,6,12,2,15,16,7,9,6,5,9,7,7,7,8,8,9,9,7,7,3,8,14,4,9,12,9,5,6,10,8,8,10,8,11,7,9,11,7,9,3,7,11,8,2,5,8,4,5,7,6,8,9,10,6,4,6,8,6,9,3,5,6,4,5,7,5,6,4,6,2,2,6,2,2,3,2,3,4,5,4,2,5,2,2,1,2,1,2,1,-2,2,1,-3,1,-1,1,-1,1,1,1,-2,2,-8,1,-2,1,1,-71
-66,1,-5,1,-1,2,-5,2,-2,1,-2,1,-2,1,1,-3,1,4,-1,1,3,1,-2,2,2,-1,4,4,1,4,2,6,2,7,4,3,4,2,4,7,4,3,7,3,4,6,6,7,2,3,5,5,5,5,11,2,4,1,10,5,7,6,9,6,14,13,10,9,6,6,6,9,5,9,8,7,8,9,10,6,3,8,14,5,8,12,8,4,7,10,7,7,12,7,10,11,6,13,7,9,4,5,10,11,2,2,11,4,4,6,8,8,8,8,8,4,6,6,7,10,4,5,6,4,3,8,5,6,4,5,4,2,5,3,2,3,2,3,4,4,4,3,4,2,2,1,2,1,3,1,-2,1,2,-3,1,-2,1,1,1,-1,1,-1,2,-8,1,-2,1,1,-71
