0.8796459,0.000#0.120#0.110#0.130#0.050#0.060#0.080#0.090#0.100#0.140#0.150#0.070#0.160#0.030#0.040#0.970#0.980#0.990#0.170#0.180#0.010#0.020#0.250#0.270#0.290#0.300#0.350#0.410#0.430#0.950#0.960#0.190#0.260#0.310#0.320#0.330#0.340#0.360#0.370#0.380#0.390#0.420#0.930#0.940#0.200#0.280#0.400#0.440#0.910#0.920#0.210#0.220#0.230#0.240#0.450#0.460#0.470#0.480#0.490#0.900#0.880#0.890#0.500#0.510#0.520#0.530#0.870#0.540#0.860#0.840#0.850#0.550#0.560#0.570#0.830#0.580#0.590#0.600#0.610#0.620#0.630#0.640#0.660#0.670#0.650,1.667e-02,-00000002,000000003,0,000000001,000000300,000000000,000000000
-83,1,-6,1,-12,1,3,-2,1,1,1,1,2,2,1,3,1,-1,1,-2,1,2,2,1,2,1,2,3,1,1,2,1,1,2,2,4,5,2,2,5,2,3,2,2,-1,2,3,1,2,1,2,4,4,2,1,2,4,1,2,1,1,-1,1,2,3,1,-1,2,-1,1,2,1,2,2,-1,1,1,4,1,2,2,2,1,2,-1,2,1,-1,2,2,-1,1,1,-2,2,1,-1,1,-3,1,-2,1,1,2,-1,2,-14,1,-75
-78,1,-7,1,-11,1,3,-3,2,1,1,1,2,1,4,1,-1,1,-2,1,-1,4,1,2,1,2,3,1,1,-1,3,1,2,2,3,3,5,1,6,2,3,2,2,-1,2,3,-1,3,1,2,4,4,1,2,2,3,2,2,1,1,-1,1,2,3,1,-1,1,1,1,1,2,2,2,-1,1,1,4,-1,2,2,3,-1,2,1,2,1,-1,1,3,-1,1,-1,1,-1,2,1,-1,1,-3,1,-2,1,1,2,-1,2,-14,1,-80
-83,1,-7,1,-11,1,1,2,-2,1,2,1,-1,3,1,3,1,1,1,-3,1,2,3,1,2,2,2,1,2,-1,3,1,1,1,4,3,5,2,4,3,3,3,-1,2,1,4,-1,1,2,2,3,3,3,2,2,2,4,-1,3,1,-2,3,2,1,1,-1,2,-1,2,1,2,1,2,-1,1,2,3,2,1,3,1,2,1,2,-1,1,-1,3,1,1,-1,1,-1,1,2,-1,1,-4,1,-2,1,1,2,-1,2,-14,1,-74
-76,1,-6,1,-12,2,2,-2,1,1,2,-1,3,1,1,3,1,-1,1,-2,1,2,2,2,2,-1,3,2,1,1,3,-1,2,1,3,3,6,1,3,4,4,2,1,2,-1,3,2,1,2,1,4,3,3,2,1,2,5,-1,3,-1,1,-1,3,-1,3,1,-1,2,-1,2,1,1,2,2,-1,1,2,3,1,2,2,2,1,2,-1,2,1,-1,3,1,1,-1,1,-1,1,2,-1,1,-4,1,-2,1,1,2,-1,2,-14,1,-82
-76,1,-7,1,-11,1,2,1,-2,2,1,1,-1,3,1,4,1,-1,1,-3,1,2,3,1,2,2,3,-1,2,-1,3,1,1,2,4,3,4,2,6,2,2,3,2,-1,2,3,-1,1,3,2,3,3,3,1,3,3,2,-1,3,1,-1,1,2,2,2,-1,1,1,-1,2,1,3,1,1,-1,2,2,2,2,1,3,1,2,1,2,-1,1,1,2,1,1,-1,1,-1,2,1,-1,1,-3,1,-3,1,1,2,1,1,-14,1,-81
-132,1,-7,1,-11,1,3,-3,2,1,1,1,2,1,4,1,-1,1,-2,1,-1,4,1,2,1,2,3,1,1,-1,3,1,2,2,3,3,5,1,6,2,3,2,2,-1,2,3,-1,3,1,2,4,4,1,2,2,3,2,2,1,1,-1,1,2,3,1,-1,1,1,1,1,2,2,2,-1,1,1,4,-1,2,2,3,-1,2,1,2,1,-1,1,3,-1,1,-1,1,-1,2,1,-1,1,-3,1,-2,1,1,2,-1,2,-14,1,-26
-133,1,-6,1,-12,2,2,-2,1,1,2,-1,3,1,1,3,1,-1,1,-2,1,2,2,2,2,-1,3,2,1,1,3,-1,2,1,3,3,6,1,3,4,4,2,1,2,-1,3,2,1,2,1,4,3,3,2,1,2,5,-1,3,-1,1,-1,3,-1,3,1,-1,2,-1,2,1,1,2,2,-1,1,2,3,1,2,2,2,1,2,-1,2,1,-1,3,1,1,-1,1,-1,1,2,-1,1,-4,1,-2,1,1,2,-1,2,-14,1,-25
-133,1,-7,1,-11,1,2,1,-2,2,1,1,-1,3,1,4,1,-1,1,-3,1,2,3,1,2,2,3,-1,2,-1,3,1,1,2,4,3,4,2,6,2,2,3,2,-1,2,3,-1,1,3,2,3,3,3,1,3,3,2,-1,3,1,-1,1,2,2,2,-1,1,1,-1,2,1,3,1,1,-1,2,2,2,2,1,3,1,2,1,2,-1,1,1,2,1,1,-1,1,-1,2,1,-1,1,-3,1,-3,1,1,2,1,1,-14,1,-24
-84,1,-7,1,-11,1,3,-3,2,1,1,1,2,1,4,1,-1,1,-2,1,-1,4,1,2,1,2,3,1,1,-1,3,1,2,2,3,3,5,1,6,2,3,2,2,-1,2,3,-1,3,1,2,4,4,1,2,2,3,2,2,1,1,-1,1,2,3,1,-1,1,1,1,1,2,2,2,-1,1,1,4,-1,2,2,3,-1,2,1,2,1,-1,1,3,-1,1,-1,1,-1,2,1,-1,1,-3,1,-2,1,1,2,-1,2,-14,1,-74
-85,1,-6,1,-12,2,2,-2,1,1,2,-1,3,1,1,3,1,-1,1,-2,1,2,2,2,2,-1,3,2,1,1,3,-1,2,1,3,3,6,1,3,4,4,2,1,2,-1,3,2,1,2,1,4,3,3,2,1,2,5,-1,3,-1,1,-1,3,-1,3,1,-1,2,-1,2,1,1,2,2,-1,1,2,3,1,2,2,2,1,2,-1,2,1,-1,3,1,1,-1,1,-1,1,2,-1,1,-4,1,-2,1,1,2,-1,2,-14,1,-73
-74,1,-7,1,-11,1,1,2,-2,1,2,1,-1,3,1,3,1,1,1,-3,1,2,3,1,2,2,2,1,2,-1,3,1,1,1,4,3,5,2,4,3,3,3,-1,2,1,4,-1,1,2,2,3,3,3,2,2,2,4,-1,3,1,-2,3,2,1,1,-1,2,-1,2,1,2,1,2,-1,1,2,3,2,1,3,1,2,1,2,-1,1,-1,3,1,1,-1,1,-1,1,2,-1,1,-4,1,-2,1,1,2,-1,2,-14,1,-83
-75,1,-7,1,-11,1,3,-3,2,1,1,1,2,1,4,1,-1,1,-2,1,-1,4,1,2,1,2,3,1,1,-1,3,1,2,2,3,3,5,1,6,2,3,2,2,-1,2,3,-1,3,1,2,4,4,1,2,2,3,2,2,1,1,-1,1,2,3,1,-1,1,1,1,1,2,2,2,-1,1,1,4,-1,2,2,3,-1,2,1,2,1,-1,1,3,-1,1,-1,1,-1,2,1,-1,1,-3,1,-2,1,1,2,-1,2,-14,1,-83
-89,1,-6,1,-12,1,3,-2,1,1,1,1,2,2,1,3,1,-1,1,-2,1,2,2,1,2,1,2,3,1,1,2,1,1,2,2,4,5,2,2,5,2,3,2,2,-1,2,3,1,2,1,2,4,4,2,1,2,4,1,2,1,1,-1,1,2,3,1,-1,2,-1,1,2,1,2,2,-1,1,1,4,1,2,2,2,1,2,-1,2,1,-1,2,2,-1,1,1,-2,2,1,-1,1,-3,1,-2,1,1,2,-1,2,-14,1,-69
-90,1,-7,1,-11,1,3,-3,2,1,1,1,2,1,4,1,-1,1,-2,1,-1,4,1,2,1,2,3,1,1,-1,3,1,2,2,3,3,5,1,6,2,3,2,2,-1,2,3,-1,3,1,2,4,4,1,2,2,3,2,2,1,1,-1,1,2,3,1,-1,1,1,1,1,2,2,2,-1,1,1,4,-1,2,2,3,-1,2,1,2,1,-1,1,3,-1,1,-1,1,-1,2,1,-1,1,-3,1,-2,1,1,2,-1,2,-14,1,-68
-91,1,-7,1,-11,1,2,1,-2,2,1,1,-1,3,1,4,1,-1,1,-3,1,2,3,1,2,2,3,-1,2,-1,3,1,1,2,4,3,4,2,6,2,2,3,2,-1,2,3,-1,1,3,2,3,3,3,1,3,3,2,-1,3,1,-1,1,2,2,2,-1,1,1,-1,2,1,3,1,1,-1,2,2,2,2,1,3,1,2,1,2,-1,1,1,2,1,1,-1,1,-1,2,1,-1,1,-3,1,-3,1,1,2,1,1,-14,1,-66
-92,1,-6,1,-12,1,3,-2,1,1,1,1,2,2,1,3,1,-1,1,-2,1,2,2,1,2,1,2,3,1,1,2,1,1,2,2,4,5,2,2,5,2,3,2,2,-1,2,3,1,2,1,2,4,4,2,1,2,4,1,2,1,1,-1,1,2,3,1,-1,2,-1,1,2,1,2,2,-1,1,1,4,1,2,2,2,1,2,-1,2,1,-1,2,2,-1,1,1,-2,2,1,-1,1,-3,1,-2,1,1,2,-1,2,-14,1,-66
-95,1,-6,1,-12,1,3,-2,1,1,1,1,2,2,1,3,1,-1,1,-2,1,2,2,1,2,1,2,3,1,1,2,1,1,2,2,4,5,2,2,5,2,3,2,2,-1,2,3,1,2,1,2,4,4,2,1,2,4,1,2,1,1,-1,1,2,3,1,-1,2,-1,1,2,1,2,2,-1,1,1,4,1,2,2,2,1,2,-1,2,1,-1,2,2,-1,1,1,-2,2,1,-1,1,-3,1,-2,1,1,2,-1,2,-14,1,-63
-98,1,-7,1,-11,1,1,2,-2,1,2,1,-1,3,1,3,1,1,1,-3,1,2,3,1,2,2,2,1,2,-1,3,1,1,1,4,3,5,2,4,3,3,3,-1,2,1,4,-1,1,2,2,3,3,3,2,2,2,4,-1,3,1,-2,3,2,1,1,-1,2,-1,2,1,2,1,2,-1,1,2,3,2,1,3,1,2,1,2,-1,1,-1,3,1,1,-1,1,-1,1,2,-1,1,-4,1,-2,1,1,2,-1,2,-14,1,-59
-100,1,-6,1,-12,2,2,-2,1,1,2,-1,3,1,1,3,1,-1,1,-2,1,2,2,2,2,-1,3,2,1,1,3,-1,2,1,3,3,6,1,3,4,4,2,1,2,-1,3,2,1,2,1,4,3,3,2,1,2,5,-1,3,-1,1,-1,3,-1,3,1,-1,2,-1,2,1,1,2,2,-1,1,2,3,1,2,2,2,1,2,-1,2,1,-1,3,1,1,-1,1,-1,1,2,-1,1,-4,1,-2,1,1,2,-1,2,-14,1,-58
-131,1,-6,1,-12,1,3,-2,1,1,1,1,2,2,1,3,1,-1,1,-2,1,2,2,1,2,1,2,3,1,1,2,1,1,2,2,4,5,2,2,5,2,3,2,2,-1,2,3,1,2,1,2,4,4,2,1,2,4,1,2,1,1,-1,1,2,3,1,-1,2,-1,1,2,1,2,2,-1,1,1,4,1,2,2,2,1,2,-1,2,1,-1,2,2,-1,1,1,-2,2,1,-1,1,-3,1,-2,1,1,2,-1,2,-14,1,-27
-131,1,-7,1,-11,1,1,2,-2,1,2,1,-1,3,1,3,1,1,1,-3,1,2,3,1,2,2,2,1,2,-1,3,1,1,1,4,3,5,2,4,3,3,3,-1,2,1,4,-1,1,2,2,3,3,3,2,2,2,4,-1,3,1,-2,3,2,1,1,-1,2,-1,2,1,2,1,2,-1,1,2,3,2,1,3,1,2,1,2,-1,1,-1,3,1,1,-1,1,-1,1,2,-1,1,-4,1,-2,1,1,2,-1,2,-14,1,-26
-85,1,-7,1,-11,1,2,1,-2,2,1,1,-1,3,1,4,1,-1,1,-3,1,2,3,1,2,2,3,-1,2,-1,3,1,1,2,4,3,4,2,6,2,2,3,2,-1,2,3,-1,1,3,2,3,3,3,1,3,3,2,-1,3,1,-1,1,2,2,2,-1,1,1,-1,2,1,3,1,1,-1,2,2,2,2,1,3,1,2,1,2,-1,1,1,2,1,1,-1,1,-1,2,1,-1,1,-3,1,-3,1,1,2,1,1,-14,1,-72
-89,1,-7,1,-11,1,1,2,-2,1,2,1,-1,3,1,3,1,1,1,-3,1,2,3,1,2,2,2,1,2,-1,3,1,1,1,4,3,5,2,4,3,3,3,-1,2,1,4,-1,1,2,2,3,3,3,2,2,2,4,-1,3,1,-2,3,2,1,1,-1,2,-1,2,1,2,1,2,-1,1,2,3,2,1,3,1,2,1,2,-1,1,-1,3,1,1,-1,1,-1,1,2,-1,1,-4,1,-2,1,1,2,-1,2,-14,1,-68
-92,1,-7,1,-11,1,1,2,-2,1,2,1,-1,3,1,3,1,1,1,-3,1,2,3,1,2,2,2,1,2,-1,3,1,1,1,4,3,5,2,4,3,3,3,-1,2,1,4,-1,1,2,2,3,3,3,2,2,2,4,-1,3,1,-2,3,2,1,1,-1,2,-1,2,1,2,1,2,-1,1,2,3,2,1,3,1,2,1,2,-1,1,-1,3,1,1,-1,1,-1,1,2,-1,1,-4,1,-2,1,1,2,-1,2,-14,1,-65
-93,1,-7,1,-11,1,3,-3,2,1,1,1,2,1,4,1,-1,1,-2,1,-1,4,1,2,1,2,3,1,1,-1,3,1,2,2,3,3,5,1,6,2,3,2,2,-1,2,3,-1,3,1,2,4,4,1,2,2,3,2,2,1,1,-1,1,2,3,1,-1,1,1,1,1,2,2,2,-1,1,1,4,-1,2,2,3,-1,2,1,2,1,-1,1,3,-1,1,-1,1,-1,2,1,-1,1,-3,1,-2,1,1,2,-1,2,-14,1,-65
-94,1,-6,1,-12,2,2,-2,1,1,2,-1,3,1,1,3,1,-1,1,-2,1,2,2,2,2,-1,3,2,1,1,3,-1,2,1,3,3,6,1,3,4,4,2,1,2,-1,3,2,1,2,1,4,3,3,2,1,2,5,-1,3,-1,1,-1,3,-1,3,1,-1,2,-1,2,1,1,2,2,-1,1,2,3,1,2,2,2,1,2,-1,2,1,-1,3,1,1,-1,1,-1,1,2,-1,1,-4,1,-2,1,1,2,-1,2,-14,1,-64
-94,1,-7,1,-11,1,2,1,-2,2,1,1,-1,3,1,4,1,-1,1,-3,1,2,3,1,2,2,3,-1,2,-1,3,1,1,2,4,3,4,2,6,2,2,3,2,-1,2,3,-1,1,3,2,3,3,3,1,3,3,2,-1,3,1,-1,1,2,2,2,-1,1,1,-1,2,1,3,1,1,-1,2,2,2,2,1,3,1,2,1,2,-1,1,1,2,1,1,-1,1,-1,2,1,-1,1,-3,1,-3,1,1,2,1,1,-14,1,-63
-95,1,-7,1,-11,1,1,2,-2,1,2,1,-1,3,1,3,1,1,1,-3,1,2,3,1,2,2,2,1,2,-1,3,1,1,1,4,3,5,2,4,3,3,3,-1,2,1,4,-1,1,2,2,3,3,3,2,2,2,4,-1,3,1,-2,3,2,1,1,-1,2,-1,2,1,2,1,2,-1,1,2,3,2,1,3,1,2,1,2,-1,1,-1,3,1,1,-1,1,-1,1,2,-1,1,-4,1,-2,1,1,2,-1,2,-14,1,-62
-96,1,-7,1,-11,1,3,-3,2,1,1,1,2,1,4,1,-1,1,-2,1,-1,4,1,2,1,2,3,1,1,-1,3,1,2,2,3,3,5,1,6,2,3,2,2,-1,2,3,-1,3,1,2,4,4,1,2,2,3,2,2,1,1,-1,1,2,3,1,-1,1,1,1,1,2,2,2,-1,1,1,4,-1,2,2,3,-1,2,1,2,1,-1,1,3,-1,1,-1,1,-1,2,1,-1,1,-3,1,-2,1,1,2,-1,2,-14,1,-62
-97,1,-6,1,-12,2,2,-2,1,1,2,-1,3,1,1,3,1,-1,1,-2,1,2,2,2,2,-1,3,2,1,1,3,-1,2,1,3,3,6,1,3,4,4,2,1,2,-1,3,2,1,2,1,4,3,3,2,1,2,5,-1,3,-1,1,-1,3,-1,3,1,-1,2,-1,2,1,1,2,2,-1,1,2,3,1,2,2,2,1,2,-1,2,1,-1,3,1,1,-1,1,-1,1,2,-1,1,-4,1,-2,1,1,2,-1,2,-14,1,-61
-97,1,-7,1,-11,1,2,1,-2,2,1,1,-1,3,1,4,1,-1,1,-3,1,2,3,1,2,2,3,-1,2,-1,3,1,1,2,4,3,4,2,6,2,2,3,2,-1,2,3,-1,1,3,2,3,3,3,1,3,3,2,-1,3,1,-1,1,2,2,2,-1,1,1,-1,2,1,3,1,1,-1,2,2,2,2,1,3,1,2,1,2,-1,1,1,2,1,1,-1,1,-1,2,1,-1,1,-3,1,-3,1,1,2,1,1,-14,1,-60
-99,1,-7,1,-11,1,3,-3,2,1,1,1,2,1,4,1,-1,1,-2,1,-1,4,1,2,1,2,3,1,1,-1,3,1,2,2,3,3,5,1,6,2,3,2,2,-1,2,3,-1,3,1,2,4,4,1,2,2,3,2,2,1,1,-1,1,2,3,1,-1,1,1,1,1,2,2,2,-1,1,1,4,-1,2,2,3,-1,2,1,2,1,-1,1,3,-1,1,-1,1,-1,2,1,-1,1,-3,1,-2,1,1,2,-1,2,-14,1,-59
-130,1,-6,1,-12,2,2,-2,1,1,2,-1,3,1,1,3,1,-1,1,-2,1,2,2,2,2,-1,3,2,1,1,3,-1,2,1,3,3,6,1,3,4,4,2,1,2,-1,3,2,1,2,1,4,3,3,2,1,2,5,-1,3,-1,1,-1,3,-1,3,1,-1,2,-1,2,1,1,2,2,-1,1,2,3,1,2,2,2,1,2,-1,2,1,-1,3,1,1,-1,1,-1,1,2,-1,1,-4,1,-2,1,1,2,-1,2,-14,1,-28
-130,1,-7,1,-11,1,2,1,-2,2,1,1,-1,3,1,4,1,-1,1,-3,1,2,3,1,2,2,3,-1,2,-1,3,1,1,2,4,3,4,2,6,2,2,3,2,-1,2,3,-1,1,3,2,3,3,3,1,3,3,2,-1,3,1,-1,1,2,2,2,-1,1,1,-1,2,1,3,1,1,-1,2,2,2,2,1,3,1,2,1,2,-1,1,1,2,1,1,-1,1,-1,2,1,-1,1,-3,1,-3,1,1,2,1,1,-14,1,-27
-86,1,-6,1,-12,1,3,-2,1,1,1,1,2,2,1,3,1,-1,1,-2,1,2,2,1,2,1,2,3,1,1,2,1,1,2,2,4,5,2,2,5,2,3,2,2,-1,2,3,1,2,1,2,4,4,2,1,2,4,1,2,1,1,-1,1,2,3,1,-1,2,-1,1,2,1,2,2,-1,1,1,4,1,2,2,2,1,2,-1,2,1,-1,2,2,-1,1,1,-2,2,1,-1,1,-3,1,-2,1,1,2,-1,2,-14,1,-72
-91,1,-6,1,-12,2,2,-2,1,1,2,-1,3,1,1,3,1,-1,1,-2,1,2,2,2,2,-1,3,2,1,1,3,-1,2,1,3,3,6,1,3,4,4,2,1,2,-1,3,2,1,2,1,4,3,3,2,1,2,5,-1,3,-1,1,-1,3,-1,3,1,-1,2,-1,2,1,1,2,2,-1,1,2,3,1,2,2,2,1,2,-1,2,1,-1,3,1,1,-1,1,-1,1,2,-1,1,-4,1,-2,1,1,2,-1,2,-14,1,-67
-98,1,-6,1,-12,1,3,-2,1,1,1,1,2,2,1,3,1,-1,1,-2,1,2,2,1,2,1,2,3,1,1,2,1,1,2,2,4,5,2,2,5,2,3,2,2,-1,2,3,1,2,1,2,4,4,2,1,2,4,1,2,1,1,-1,1,2,3,1,-1,2,-1,1,2,1,2,2,-1,1,1,4,1,2,2,2,1,2,-1,2,1,-1,2,2,-1,1,1,-2,2,1,-1,1,-3,1,-2,1,1,2,-1,2,-14,1,-60
-100,1,-7,1,-11,1,2,1,-2,2,1,1,-1,3,1,4,1,-1,1,-3,1,2,3,1,2,2,3,-1,2,-1,3,1,1,2,4,3,4,2,6,2,2,3,2,-1,2,3,-1,1,3,2,3,3,3,1,3,3,2,-1,3,1,-1,1,2,2,2,-1,1,1,-1,2,1,3,1,1,-1,2,2,2,2,1,3,1,2,1,2,-1,1,1,2,1,1,-1,1,-1,2,1,-1,1,-3,1,-3,1,1,2,1,1,-14,1,-57
-128,1,-7,1,-11,1,1,2,-2,1,2,1,-1,3,1,3,1,1,1,-3,1,2,3,1,2,2,2,1,2,-1,3,1,1,1,4,3,5,2,4,3,3,3,-1,2,1,4,-1,1,2,2,3,3,3,2,2,2,4,-1,3,1,-2,3,2,1,1,-1,2,-1,2,1,2,1,2,-1,1,2,3,2,1,3,1,2,1,2,-1,1,-1,3,1,1,-1,1,-1,1,2,-1,1,-4,1,-2,1,1,2,-1,2,-14,1,-29
-129,1,-7,1,-11,1,3,-3,2,1,1,1,2,1,4,1,-1,1,-2,1,-1,4,1,2,1,2,3,1,1,-1,3,1,2,2,3,3,5,1,6,2,3,2,2,-1,2,3,-1,3,1,2,4,4,1,2,2,3,2,2,1,1,-1,1,2,3,1,-1,1,1,1,1,2,2,2,-1,1,1,4,-1,2,2,3,-1,2,1,2,1,-1,1,3,-1,1,-1,1,-1,2,1,-1,1,-3,1,-2,1,1,2,-1,2,-14,1,-29
-86,1,-7,1,-11,1,1,2,-2,1,2,1,-1,3,1,3,1,1,1,-3,1,2,3,1,2,2,2,1,2,-1,3,1,1,1,4,3,5,2,4,3,3,3,-1,2,1,4,-1,1,2,2,3,3,3,2,2,2,4,-1,3,1,-2,3,2,1,1,-1,2,-1,2,1,2,1,2,-1,1,2,3,2,1,3,1,2,1,2,-1,1,-1,3,1,1,-1,1,-1,1,2,-1,1,-4,1,-2,1,1,2,-1,2,-14,1,-71
-87,1,-7,1,-11,1,3,-3,2,1,1,1,2,1,4,1,-1,1,-2,1,-1,4,1,2,1,2,3,1,1,-1,3,1,2,2,3,3,5,1,6,2,3,2,2,-1,2,3,-1,3,1,2,4,4,1,2,2,3,2,2,1,1,-1,1,2,3,1,-1,1,1,1,1,2,2,2,-1,1,1,4,-1,2,2,3,-1,2,1,2,1,-1,1,3,-1,1,-1,1,-1,2,1,-1,1,-3,1,-2,1,1,2,-1,2,-14,1,-71
-88,1,-6,1,-12,2,2,-2,1,1,2,-1,3,1,1,3,1,-1,1,-2,1,2,2,2,2,-1,3,2,1,1,3,-1,2,1,3,3,6,1,3,4,4,2,1,2,-1,3,2,1,2,1,4,3,3,2,1,2,5,-1,3,-1,1,-1,3,-1,3,1,-1,2,-1,2,1,1,2,2,-1,1,2,3,1,2,2,2,1,2,-1,2,1,-1,3,1,1,-1,1,-1,1,2,-1,1,-4,1,-2,1,1,2,-1,2,-14,1,-70
-88,1,-7,1,-11,1,2,1,-2,2,1,1,-1,3,1,4,1,-1,1,-3,1,2,3,1,2,2,3,-1,2,-1,3,1,1,2,4,3,4,2,6,2,2,3,2,-1,2,3,-1,1,3,2,3,3,3,1,3,3,2,-1,3,1,-1,1,2,2,2,-1,1,1,-1,2,1,3,1,1,-1,2,2,2,2,1,3,1,2,1,2,-1,1,1,2,1,1,-1,1,-1,2,1,-1,1,-3,1,-3,1,1,2,1,1,-14,1,-69
