0.8796459,0.000#0.210#0.220#0.230#0.150#0.160#0.170#0.200#0.240#0.250#0.260#0.270#0.280#0.290#0.300#0.320#0.330#0.340#0.350#0.130#0.140#0.180#0.190#0.310#0.360#0.120#0.100#0.110#0.370#0.400#0.070#0.080#0.380#0.390#0.410#0.420#0.060#0.090#0.050#0.430#0.030#0.040#0.440#0.010#0.020#0.960#0.950#0.450#0.470#0.460#0.480#0.930#0.940#0.490#0.500#0.510#0.530#0.520#0.550#0.560#0.910#0.920#0.540#0.570#0.580#0.590#0.600#0.900#0.610#0.890#0.620#0.660#0.880#0.630#0.640#0.650#0.670#0.850#0.700#0.810#0.820#0.830#0.840#0.680#0.710#0.720,2.000e-02,-00000003,000000003,0,000000001,000000300,000000000,000000000
-110,1,-14,1,-1,1,-2,1,1,1,-2,1,-1,1,2,2,-2,2,2,1,2,1,1,-2,2,-1,2,2,3,1,1,1,3,2,4,3,-1,1,1,5,2,3,2,2,2,-1,1,3,3,-1,2,6,-1,3,1,3,3,1,2,-1,2,2,3,2,5,3,3,1,4,3,1,1,-2,2,2,-1,1,4,-3,2,1,1,2,-1,1,1,1,-3,1,1,-1,1,-1,1,-1,2,-1,1,-1,1,1,-4,1,-63
-110,1,-14,1,-2,1,-1,1,1,1,-3,1,-1,3,1,1,-1,1,3,1,-1,3,1,-2,1,1,-1,3,3,1,1,2,2,2,4,2,2,-1,1,4,2,2,4,3,1,1,-1,4,2,1,2,2,4,2,2,2,3,1,2,1,2,1,3,3,1,5,3,3,2,3,3,-1,1,-1,1,2,1,-1,4,1,-3,3,1,1,1,1,-1,2,-3,1,1,-2,1,-1,1,1,1,1,-1,1,1,-5,1,-62
-111,1,-14,1,-1,1,-2,1,1,1,-2,1,-1,1,2,2,-2,2,2,1,2,1,1,-2,2,-1,2,2,3,1,1,1,3,2,4,3,-1,1,1,5,2,3,2,2,2,-1,1,3,3,-1,2,6,-1,3,1,3,3,1,2,-1,2,2,3,2,5,3,3,1,4,3,1,1,-2,2,2,-1,1,4,-3,2,1,1,2,-1,1,1,1,-3,1,1,-1,1,-1,1,-1,2,-1,1,-1,1,1,-4,1,-62
-111,1,-14,1,-2,1,-1,1,1,1,-3,1,-1,3,1,1,-1,1,3,1,-1,3,1,-2,1,1,-1,3,3,1,1,2,2,2,4,2,2,-1,1,4,2,2,4,3,1,1,-1,4,2,1,2,2,4,2,2,2,3,1,2,1,2,1,3,3,1,5,3,3,2,3,3,-1,1,-1,1,2,1,-1,4,1,-3,3,1,1,1,1,-1,2,-3,1,1,-2,1,-1,1,1,1,1,-1,1,1,-5,1,-61
-112,1,-14,1,-1,1,-2,1,1,1,-2,1,-1,1,2,2,-2,2,2,1,2,1,1,-2,2,-1,2,2,3,1,1,1,3,2,4,3,-1,1,1,5,2,3,2,2,2,-1,1,3,3,-1,2,6,-1,3,1,3,3,1,2,-1,2,2,3,2,5,3,3,1,4,3,1,1,-2,2,2,-1,1,4,-3,2,1,1,2,-1,1,1,1,-3,1,1,-1,1,-1,1,-1,2,-1,1,-1,1,1,-4,1,-61
-113,1,-14,1,-1,1,-2,1,1,1,-2,1,-1,1,2,2,-2,2,2,1,2,1,1,-2,2,-1,2,2,3,1,1,1,3,2,4,3,-1,1,1,5,2,3,2,2,2,-1,1,3,3,-1,2,6,-1,3,1,3,3,1,2,-1,2,2,3,2,5,3,3,1,4,3,1,1,-2,2,2,-1,1,4,-3,2,1,1,2,-1,1,1,1,-3,1,1,-1,1,-1,1,-1,2,-1,1,-1,1,1,-4,1,-60
-113,1,-14,1,-2,1,-1,1,1,1,-3,1,-1,3,1,1,-1,1,3,1,-1,3,1,-2,1,1,-1,3,3,1,1,2,2,2,4,2,2,-1,1,4,2,2,4,3,1,1,-1,4,2,1,2,2,4,2,2,2,3,1,2,1,2,1,3,3,1,5,3,3,2,3,3,-1,1,-1,1,2,1,-1,4,1,-3,3,1,1,1,1,-1,2,-3,1,1,-2,1,-1,1,1,1,1,-1,1,1,-5,1,-59
-114,1,-14,1,-1,1,-2,1,1,1,-2,1,-1,1,2,2,-2,2,2,1,2,1,1,-2,2,-1,2,2,3,1,1,1,3,2,4,3,-1,1,1,5,2,3,2,2,2,-1,1,3,3,-1,2,6,-1,3,1,3,3,1,2,-1,2,2,3,2,5,3,3,1,4,3,1,1,-2,2,2,-1,1,4,-3,2,1,1,2,-1,1,1,1,-3,1,1,-1,1,-1,1,-1,2,-1,1,-1,1,1,-4,1,-59
-114,1,-14,1,-2,1,-1,1,1,1,-3,1,-1,3,1,1,-1,1,3,1,-1,3,1,-2,1,1,-1,3,3,1,1,2,2,2,4,2,2,-1,1,4,2,2,4,3,1,1,-1,4,2,1,2,2,4,2,2,2,3,1,2,1,2,1,3,3,1,5,3,3,2,3,3,-1,1,-1,1,2,1,-1,4,1,-3,3,1,1,1,1,-1,2,-3,1,1,-2,1,-1,1,1,1,1,-1,1,1,-5,1,-58
-103,1,-14,1,-2,1,-1,1,1,1,-3,1,-1,3,1,1,-1,1,3,1,-1,3,1,-2,1,1,-1,3,3,1,1,2,2,2,4,2,2,-1,1,4,2,2,4,3,1,1,-1,4,2,1,2,2,4,2,2,2,3,1,2,1,2,1,3,3,1,5,3,3,2,3,3,-1,1,-1,1,2,1,-1,4,1,-3,3,1,1,1,1,-1,2,-3,1,1,-2,1,-1,1,1,1,1,-1,1,1,-5,1,-69
-104,1,-14,1,-1,1,-2,1,1,1,-2,1,-1,1,2,2,-2,2,2,1,2,1,1,-2,2,-1,2,2,3,1,1,1,3,2,4,3,-1,1,1,5,2,3,2,2,2,-1,1,3,3,-1,2,6,-1,3,1,3,3,1,2,-1,2,2,3,2,5,3,3,1,4,3,1,1,-2,2,2,-1,1,4,-3,2,1,1,2,-1,1,1,1,-3,1,1,-1,1,-1,1,-1,2,-1,1,-1,1,1,-4,1,-69
-106,1,-14,1,-1,1,-2,1,1,1,-2,1,-1,1,2,2,-2,2,2,1,2,1,1,-2,2,-1,2,2,3,1,1,1,3,2,4,3,-1,1,1,5,2,3,2,2,2,-1,1,3,3,-1,2,6,-1,3,1,3,3,1,2,-1,2,2,3,2,5,3,3,1,4,3,1,1,-2,2,2,-1,1,4,-3,2,1,1,2,-1,1,1,1,-3,1,1,-1,1,-1,1,-1,2,-1,1,-1,1,1,-4,1,-67
-106,1,-14,1,-2,1,-1,1,1,1,-3,1,-1,3,1,1,-1,1,3,1,-1,3,1,-2,1,1,-1,3,3,1,1,2,2,2,4,2,2,-1,1,4,2,2,4,3,1,1,-1,4,2,1,2,2,4,2,2,2,3,1,2,1,2,1,3,3,1,5,3,3,2,3,3,-1,1,-1,1,2,1,-1,4,1,-3,3,1,1,1,1,-1,2,-3,1,1,-2,1,-1,1,1,1,1,-1,1,1,-5,1,-66
-112,1,-14,1,-2,1,-1,1,1,1,-3,1,-1,3,1,1,-1,1,3,1,-1,3,1,-2,1,1,-1,3,3,1,1,2,2,2,4,2,2,-1,1,4,2,2,4,3,1,1,-1,4,2,1,2,2,4,2,2,2,3,1,2,1,2,1,3,3,1,5,3,3,2,3,3,-1,1,-1,1,2,1,-1,4,1,-3,3,1,1,1,1,-1,2,-3,1,1,-2,1,-1,1,1,1,1,-1,1,1,-5,1,-60
-115,1,-14,1,-1,1,-2,1,1,1,-2,1,-1,1,2,2,-2,2,2,1,2,1,1,-2,2,-1,2,2,3,1,1,1,3,2,4,3,-1,1,1,5,2,3,2,2,2,-1,1,3,3,-1,2,6,-1,3,1,3,3,1,2,-1,2,2,3,2,5,3,3,1,4,3,1,1,-2,2,2,-1,1,4,-3,2,1,1,2,-1,1,1,1,-3,1,1,-1,1,-1,1,-1,2,-1,1,-1,1,1,-4,1,-58
-103,1,-14,1,-1,1,-2,1,1,1,-2,1,-1,1,2,2,-2,2,2,1,2,1,1,-2,2,-1,2,2,3,1,1,1,3,2,4,3,-1,1,1,5,2,3,2,2,2,-1,1,3,3,-1,2,6,-1,3,1,3,3,1,2,-1,2,2,3,2,5,3,3,1,4,3,1,1,-2,2,2,-1,1,4,-3,2,1,1,2,-1,1,1,1,-3,1,1,-1,1,-1,1,-1,2,-1,1,-1,1,1,-4,1,-70
-102,1,-14,1,-1,1,-2,1,1,1,-2,1,-1,1,2,2,-2,2,2,1,2,1,1,-2,2,-1,2,2,3,1,1,1,3,2,4,3,-1,1,1,5,2,3,2,2,2,-1,1,3,3,-1,2,6,-1,3,1,3,3,1,2,-1,2,2,3,2,5,3,3,1,4,3,1,1,-2,2,2,-1,1,4,-3,2,1,1,2,-1,1,1,1,-3,1,1,-1,1,-1,1,-1,2,-1,1,-1,1,1,-4,1,-71
-102,1,-14,1,-2,1,-1,1,1,1,-3,1,-1,3,1,1,-1,1,3,1,-1,3,1,-2,1,1,-1,3,3,1,1,2,2,2,4,2,2,-1,1,4,2,2,4,3,1,1,-1,4,2,1,2,2,4,2,2,2,3,1,2,1,2,1,3,3,1,5,3,3,2,3,3,-1,1,-1,1,2,1,-1,4,1,-3,3,1,1,1,1,-1,2,-3,1,1,-2,1,-1,1,1,1,1,-1,1,1,-5,1,-70
-115,1,-14,1,-2,1,-1,1,1,1,-3,1,-1,3,1,1,-1,1,3,1,-1,3,1,-2,1,1,-1,3,3,1,1,2,2,2,4,2,2,-1,1,4,2,2,4,3,1,1,-1,4,2,1,2,2,4,2,2,2,3,1,2,1,2,1,3,3,1,5,3,3,2,3,3,-1,1,-1,1,2,1,-1,4,1,-3,3,1,1,1,1,-1,2,-3,1,1,-2,1,-1,1,1,1,1,-1,1,1,-5,1,-57
-117,1,-14,1,-1,1,-2,1,1,1,-2,1,-1,1,2,2,-2,2,2,1,2,1,1,-2,2,-1,2,2,3,1,1,1,3,2,4,3,-1,1,1,5,2,3,2,2,2,-1,1,3,3,-1,2,6,-1,3,1,3,3,1,2,-1,2,2,3,2,5,3,3,1,4,3,1,1,-2,2,2,-1,1,4,-3,2,1,1,2,-1,1,1,1,-3,1,1,-1,1,-1,1,-1,2,-1,1,-1,1,1,-4,1,-56
-100,1,-14,1,-2,1,-1,1,1,1,-3,1,-1,3,1,1,-1,1,3,1,-1,3,1,-2,1,1,-1,3,3,1,1,2,2,2,4,2,2,-1,1,4,2,2,4,3,1,1,-1,4,2,1,2,2,4,2,2,2,3,1,2,1,2,1,3,3,1,5,3,3,2,3,3,-1,1,-1,1,2,1,-1,4,1,-3,3,1,1,1,1,-1,2,-3,1,1,-2,1,-1,1,1,1,1,-1,1,1,-5,1,-72
-101,1,-14,1,-1,1,-2,1,1,1,-2,1,-1,1,2,2,-2,2,2,1,2,1,1,-2,2,-1,2,2,3,1,1,1,3,2,4,3,-1,1,1,5,2,3,2,2,2,-1,1,3,3,-1,2,6,-1,3,1,3,3,1,2,-1,2,2,3,2,5,3,3,1,4,3,1,1,-2,2,2,-1,1,4,-3,2,1,1,2,-1,1,1,1,-3,1,1,-1,1,-1,1,-1,2,-1,1,-1,1,1,-4,1,-72
-116,1,-14,1,-1,1,-2,1,1,1,-2,1,-1,1,2,2,-2,2,2,1,2,1,1,-2,2,-1,2,2,3,1,1,1,3,2,4,3,-1,1,1,5,2,3,2,2,2,-1,1,3,3,-1,2,6,-1,3,1,3,3,1,2,-1,2,2,3,2,5,3,3,1,4,3,1,1,-2,2,2,-1,1,4,-3,2,1,1,2,-1,1,1,1,-3,1,1,-1,1,-1,1,-1,2,-1,1,-1,1,1,-4,1,-57
-116,1,-14,1,-2,1,-1,1,1,1,-3,1,-1,3,1,1,-1,1,3,1,-1,3,1,-2,1,1,-1,3,3,1,1,2,2,2,4,2,2,-1,1,4,2,2,4,3,1,1,-1,4,2,1,2,2,4,2,2,2,3,1,2,1,2,1,3,3,1,5,3,3,2,3,3,-1,1,-1,1,2,1,-1,4,1,-3,3,1,1,1,1,-1,2,-3,1,1,-2,1,-1,1,1,1,1,-1,1,1,-5,1,-56
-117,1,-14,1,-2,1,-1,1,1,1,-3,1,-1,3,1,1,-1,1,3,1,-1,3,1,-2,1,1,-1,3,3,1,1,2,2,2,4,2,2,-1,1,4,2,2,4,3,1,1,-1,4,2,1,2,2,4,2,2,2,3,1,2,1,2,1,3,3,1,5,3,3,2,3,3,-1,1,-1,1,2,1,-1,4,1,-3,3,1,1,1,1,-1,2,-3,1,1,-2,1,-1,1,1,1,1,-1,1,1,-5,1,-55
-118,1,-14,1,-1,1,-2,1,1,1,-2,1,-1,1,2,2,-2,2,2,1,2,1,1,-2,2,-1,2,2,3,1,1,1,3,2,4,3,-1,1,1,5,2,3,2,2,2,-1,1,3,3,-1,2,6,-1,3,1,3,3,1,2,-1,2,2,3,2,5,3,3,1,4,3,1,1,-2,2,2,-1,1,4,-3,2,1,1,2,-1,1,1,1,-3,1,1,-1,1,-1,1,-1,2,-1,1,-1,1,1,-4,1,-55
-100,1,-14,1,-1,1,-2,1,1,1,-2,1,-1,1,2,2,-2,2,2,1,2,1,1,-2,2,-1,2,2,3,1,1,1,3,2,4,3,-1,1,1,5,2,3,2,2,2,-1,1,3,3,-1,2,6,-1,3,1,3,3,1,2,-1,2,2,3,2,5,3,3,1,4,3,1,1,-2,2,2,-1,1,4,-3,2,1,1,2,-1,1,1,1,-3,1,1,-1,1,-1,1,-1,2,-1,1,-1,1,1,-4,1,-73
-101,1,-14,1,-2,1,-1,1,1,1,-3,1,-1,3,1,1,-1,1,3,1,-1,3,1,-2,1,1,-1,3,3,1,1,2,2,2,4,2,2,-1,1,4,2,2,4,3,1,1,-1,4,2,1,2,2,4,2,2,2,3,1,2,1,2,1,3,3,1,5,3,3,2,3,3,-1,1,-1,1,2,1,-1,4,1,-3,3,1,1,1,1,-1,2,-3,1,1,-2,1,-1,1,1,1,1,-1,1,1,-5,1,-71
-99,1,-14,1,-2,1,-1,1,1,1,-3,1,-1,3,1,1,-1,1,3,1,-1,3,1,-2,1,1,-1,3,3,1,1,2,2,2,4,2,2,-1,1,4,2,2,4,3,1,1,-1,4,2,1,2,2,4,2,2,2,3,1,2,1,2,1,3,3,1,5,3,3,2,3,3,-1,1,-1,1,2,1,-1,4,1,-3,3,1,1,1,1,-1,2,-3,1,1,-2,1,-1,1,1,1,1,-1,1,1,-5,1,-73
-118,1,-14,1,-2,1,-1,1,1,1,-3,1,-1,3,1,1,-1,1,3,1,-1,3,1,-2,1,1,-1,3,3,1,1,2,2,2,4,2,2,-1,1,4,2,2,4,3,1,1,-1,4,2,1,2,2,4,2,2,2,3,1,2,1,2,1,3,3,1,5,3,3,2,3,3,-1,1,-1,1,2,1,-1,4,1,-3,3,1,1,1,1,-1,2,-3,1,1,-2,1,-1,1,1,1,1,-1,1,1,-5,1,-54
-98,1,-14,1,-2,1,-1,1,1,1,-3,1,-1,3,1,1,-1,1,3,1,-1,3,1,-2,1,1,-1,3,3,1,1,2,2,2,4,2,2,-1,1,4,2,2,4,3,1,1,-1,4,2,1,2,2,4,2,2,2,3,1,2,1,2,1,3,3,1,5,3,3,2,3,3,-1,1,-1,1,2,1,-1,4,1,-3,3,1,1,1,1,-1,2,-3,1,1,-2,1,-1,1,1,1,1,-1,1,1,-5,1,-74
-99,1,-14,1,-1,1,-2,1,1,1,-2,1,-1,1,2,2,-2,2,2,1,2,1,1,-2,2,-1,2,2,3,1,1,1,3,2,4,3,-1,1,1,5,2,3,2,2,2,-1,1,3,3,-1,2,6,-1,3,1,3,3,1,2,-1,2,2,3,2,5,3,3,1,4,3,1,1,-2,2,2,-1,1,4,-3,2,1,1,2,-1,1,1,1,-3,1,1,-1,1,-1,1,-1,2,-1,1,-1,1,1,-4,1,-74
-119,1,-14,1,-1,1,-2,1,1,1,-2,1,-1,1,2,2,-2,2,2,1,2,1,1,-2,2,-1,2,2,3,1,1,1,3,2,4,3,-1,1,1,5,2,3,2,2,2,-1,1,3,3,-1,2,6,-1,3,1,3,3,1,2,-1,2,2,3,2,5,3,3,1,4,3,1,1,-2,2,2,-1,1,4,-3,2,1,1,2,-1,1,1,1,-3,1,1,-1,1,-1,1,-1,2,-1,1,-1,1,1,-4,1,-54
-97,1,-14,1,-2,1,-1,1,1,1,-3,1,-1,3,1,1,-1,1,3,1,-1,3,1,-2,1,1,-1,3,3,1,1,2,2,2,4,2,2,-1,1,4,2,2,4,3,1,1,-1,4,2,1,2,2,4,2,2,2,3,1,2,1,2,1,3,3,1,5,3,3,2,3,3,-1,1,-1,1,2,1,-1,4,1,-3,3,1,1,1,1,-1,2,-3,1,1,-2,1,-1,1,1,1,1,-1,1,1,-5,1,-75
-98,1,-14,1,-1,1,-2,1,1,1,-2,1,-1,1,2,2,-2,2,2,1,2,1,1,-2,2,-1,2,2,3,1,1,1,3,2,4,3,-1,1,1,5,2,3,2,2,2,-1,1,3,3,-1,2,6,-1,3,1,3,3,1,2,-1,2,2,3,2,5,3,3,1,4,3,1,1,-2,2,2,-1,1,4,-3,2,1,1,2,-1,1,1,1,-3,1,1,-1,1,-1,1,-1,2,-1,1,-1,1,1,-4,1,-75
-145,1,-14,1,-1,1,-2,1,1,1,-2,1,-1,1,2,2,-2,2,2,1,2,1,1,-2,2,-1,2,2,3,1,1,1,3,2,4,3,-1,1,1,5,2,3,2,2,2,-1,1,3,3,-1,2,6,-1,3,1,3,3,1,2,-1,2,2,3,2,5,3,3,1,4,3,1,1,-2,2,2,-1,1,4,-3,2,1,1,2,-1,1,1,1,-3,1,1,-1,1,-1,1,-1,2,-1,1,-1,1,1,-4,1,-28
-144,1,-14,1,-2,1,-1,1,1,1,-3,1,-1,3,1,1,-1,1,3,1,-1,3,1,-2,1,1,-1,3,3,1,1,2,2,2,4,2,2,-1,1,4,2,2,4,3,1,1,-1,4,2,1,2,2,4,2,2,2,3,1,2,1,2,1,3,3,1,5,3,3,2,3,3,-1,1,-1,1,2,1,-1,4,1,-3,3,1,1,1,1,-1,2,-3,1,1,-2,1,-1,1,1,1,1,-1,1,1,-5,1,-28
-119,1,-14,1,-2,1,-1,1,1,1,-3,1,-1,3,1,1,-1,1,3,1,-1,3,1,-2,1,1,-1,3,3,1,1,2,2,2,4,2,2,-1,1,4,2,2,4,3,1,1,-1,4,2,1,2,2,4,2,2,2,3,1,2,1,2,1,3,3,1,5,3,3,2,3,3,-1,1,-1,1,2,1,-1,4,1,-3,3,1,1,1,1,-1,2,-3,1,1,-2,1,-1,1,1,1,1,-1,1,1,-5,1,-53
-120,1,-14,1,-2,1,-1,1,1,1,-3,1,-1,3,1,1,-1,1,3,1,-1,3,1,-2,1,1,-1,3,3,1,1,2,2,2,4,2,2,-1,1,4,2,2,4,3,1,1,-1,4,2,1,2,2,4,2,2,2,3,1,2,1,2,1,3,3,1,5,3,3,2,3,3,-1,1,-1,1,2,1,-1,4,1,-3,3,1,1,1,1,-1,2,-3,1,1,-2,1,-1,1,1,1,1,-1,1,1,-5,1,-52
-120,1,-14,1,-1,1,-2,1,1,1,-2,1,-1,1,2,2,-2,2,2,1,2,1,1,-2,2,-1,2,2,3,1,1,1,3,2,4,3,-1,1,1,5,2,3,2,2,2,-1,1,3,3,-1,2,6,-1,3,1,3,3,1,2,-1,2,2,3,2,5,3,3,1,4,3,1,1,-2,2,2,-1,1,4,-3,2,1,1,2,-1,1,1,1,-3,1,1,-1,1,-1,1,-1,2,-1,1,-1,1,1,-4,1,-53
-121,1,-14,1,-1,1,-2,1,1,1,-2,1,-1,1,2,2,-2,2,2,1,2,1,1,-2,2,-1,2,2,3,1,1,1,3,2,4,3,-1,1,1,5,2,3,2,2,2,-1,1,3,3,-1,2,6,-1,3,1,3,3,1,2,-1,2,2,3,2,5,3,3,1,4,3,1,1,-2,2,2,-1,1,4,-3,2,1,1,2,-1,1,1,1,-3,1,1,-1,1,-1,1,-1,2,-1,1,-1,1,1,-4,1,-52
-143,1,-14,1,-2,1,-1,1,1,1,-3,1,-1,3,1,1,-1,1,3,1,-1,3,1,-2,1,1,-1,3,3,1,1,2,2,2,4,2,2,-1,1,4,2,2,4,3,1,1,-1,4,2,1,2,2,4,2,2,2,3,1,2,1,2,1,3,3,1,5,3,3,2,3,3,-1,1,-1,1,2,1,-1,4,1,-3,3,1,1,1,1,-1,2,-3,1,1,-2,1,-1,1,1,1,1,-1,1,1,-5,1,-29
-144,1,-14,1,-1,1,-2,1,1,1,-2,1,-1,1,2,2,-2,2,2,1,2,1,1,-2,2,-1,2,2,3,1,1,1,3,2,4,3,-1,1,1,5,2,3,2,2,2,-1,1,3,3,-1,2,6,-1,3,1,3,3,1,2,-1,2,2,3,2,5,3,3,1,4,3,1,1,-2,2,2,-1,1,4,-3,2,1,1,2,-1,1,1,1,-3,1,1,-1,1,-1,1,-1,2,-1,1,-1,1,1,-4,1,-29
-121,1,-14,1,-2,1,-1,1,1,1,-3,1,-1,3,1,1,-1,1,3,1,-1,3,1,-2,1,1,-1,3,3,1,1,2,2,2,4,2,2,-1,1,4,2,2,4,3,1,1,-1,4,2,1,2,2,4,2,2,2,3,1,2,1,2,1,3,3,1,5,3,3,2,3,3,-1,1,-1,1,2,1,-1,4,1,-3,3,1,1,1,1,-1,2,-3,1,1,-2,1,-1,1,1,1,1,-1,1,1,-5,1,-51
-122,1,-14,1,-1,1,-2,1,1,1,-2,1,-1,1,2,2,-2,2,2,1,2,1,1,-2,2,-1,2,2,3,1,1,1,3,2,4,3,-1,1,1,5,2,3,2,2,2,-1,1,3,3,-1,2,6,-1,3,1,3,3,1,2,-1,2,2,3,2,5,3,3,1,4,3,1,1,-2,2,2,-1,1,4,-3,2,1,1,2,-1,1,1,1,-3,1,1,-1,1,-1,1,-1,2,-1,1,-1,1,1,-4,1,-51
-122,1,-14,1,-2,1,-1,1,1,1,-3,1,-1,3,1,1,-1,1,3,1,-1,3,1,-2,1,1,-1,3,3,1,1,2,2,2,4,2,2,-1,1,4,2,2,4,3,1,1,-1,4,2,1,2,2,4,2,2,2,3,1,2,1,2,1,3,3,1,5,3,3,2,3,3,-1,1,-1,1,2,1,-1,4,1,-3,3,1,1,1,1,-1,2,-3,1,1,-2,1,-1,1,1,1,1,-1,1,1,-5,1,-50
