0.0000000,0.000#0.410#0.400#0.430#0.420#0.380#0.440#0.360#0.370#0.390#0.710#0.350#0.020#0.090#0.100#0.660#0.670#0.720#0.030#0.050#0.060#0.070#0.010,3.333e-01,-00000057,000000058,0,000000001,000000345,000000000,000000000
-80,1,-1,1,1,-6,1,1,-1,2,1,1,1,1,1,-4,3,1,4,1,3,1,-1,6,1,3,1,3,1,2,3,3,1,4,4,6,2,1,4,3,2,4,4,9,4,2,5,5,5,5,3,8,6,4,2,8,6,4,6,3,6,7,3,7,10,7,8,5,6,5,10,10,9,10,5,8,5,7,10,8,7,9,12,9,14,4,10,7,8,7,7,9,15,13,8,9,5,8,7,6,12,7,6,6,8,11,9,8,9,3,12,8,6,4,6,3,7,10,5,10,5,4,7,3,3,6,4,6,5,2,7,6,3,3,1,1,2,3,2,2,3,3,3,1,1,1,2,1,3,6,2,1,3,1,1,-2,3,2,1,1,2,-3,1,3,1,1,-1,3,-1,2,-1,2,-1,1,-1,1,-1,1,1,-45,1,-30
-79,1,-1,1,1,-6,1,1,-1,2,1,1,1,2,-5,3,2,3,1,3,1,-1,6,1,3,1,3,1,2,3,3,1,4,4,6,2,2,4,2,2,4,5,8,4,2,5,5,5,5,3,10,4,4,2,8,7,3,6,3,7,7,2,8,10,7,9,4,6,5,10,10,10,8,6,7,6,7,9,8,8,9,13,7,15,5,8,7,8,8,6,11,13,15,7,8,6,7,9,5,11,7,7,5,10,9,9,9,8,4,11,8,7,3,6,5,5,11,6,10,3,4,7,3,3,7,4,6,4,3,7,6,2,3,1,1,2,3,2,2,3,3,3,1,1,1,2,1,4,5,2,1,3,1,1,-2,3,2,1,1,2,-3,2,3,-1,1,-1,3,-1,2,-1,2,-1,1,-1,1,1,-1,1,-45,1,-31
-78,1,-1,1,1,-6,1,1,-1,2,1,1,1,2,-5,3,2,3,1,3,1,-1,6,1,3,1,3,1,2,3,3,1,4,4,6,2,2,3,3,2,4,4,9,4,2,5,5,5,5,3,10,4,4,2,8,7,3,6,3,7,7,2,8,10,6,10,4,5,5,11,10,10,8,6,7,6,6,10,8,8,9,13,7,15,4,9,7,8,8,6,11,13,15,7,8,6,7,9,5,11,7,7,5,10,9,9,9,8,4,11,8,7,3,6,5,5,11,6,9,4,4,7,3,3,7,4,6,4,3,7,5,3,3,1,1,2,3,2,2,3,3,3,1,1,1,2,1,4,5,2,1,3,1,1,-2,3,2,1,1,2,-3,2,3,-1,1,-1,3,-1,2,-1,2,-1,1,-1,1,-1,1,1,-45,1,-32
-78,1,-1,1,1,-6,1,-1,1,1,2,1,1,1,1,-4,2,2,3,2,3,-1,1,6,1,2,2,3,1,1,3,4,-1,5,4,4,4,1,4,2,3,3,5,8,3,4,4,6,4,5,4,7,7,4,-1,9,6,4,7,1,8,5,5,6,10,8,7,5,7,4,11,8,11,8,7,8,4,8,8,10,7,9,12,6,16,4,11,5,8,7,7,7,15,16,9,8,5,8,8,5,10,9,6,6,8,11,9,9,9,3,9,9,7,4,6,3,7,9,7,9,6,4,6,4,2,6,5,5,6,-1,9,5,4,3,1,1,2,3,2,2,1,5,1,2,2,-1,3,1,2,5,4,1,3,1,1,-2,3,2,1,1,2,-3,1,3,1,-1,1,3,-1,2,-1,2,-1,1,-1,1,-1,1,1,-45,1,-32
-78,1,-1,1,1,-6,1,-1,1,1,2,1,-1,2,1,-4,2,2,3,2,3,-1,1,5,2,2,2,3,1,1,3,4,-1,5,4,3,5,1,4,2,3,3,5,7,3,5,4,5,5,5,4,7,7,4,-1,9,6,4,7,1,8,5,5,5,11,8,7,5,7,4,9,10,11,8,7,8,4,8,8,9,7,10,12,6,16,4,11,5,8,7,7,7,15,16,9,7,6,7,9,4,11,9,4,8,8,10,10,9,9,3,9,8,8,3,7,3,7,9,7,9,6,4,6,4,2,6,5,5,6,-1,8,6,4,3,1,1,2,2,3,2,1,5,1,2,2,-1,3,1,2,5,4,1,3,1,1,-2,3,2,1,1,2,-3,1,3,1,-1,1,3,-1,2,-1,2,-1,1,-1,1,-1,1,1,-45,1,-32
-80,1,-1,1,1,-6,1,1,-1,2,1,1,1,2,-5,3,2,4,-1,3,1,-1,6,2,2,2,2,2,1,3,3,1,4,4,6,2,3,4,1,2,4,5,9,4,1,5,6,4,5,5,9,3,4,2,9,6,3,7,2,8,6,4,7,12,4,9,4,6,5,13,8,9,8,6,7,6,8,8,8,8,12,11,7,14,5,8,8,8,7,6,13,14,12,7,8,6,7,9,6,10,8,6,5,10,10,10,7,8,5,10,8,7,3,6,5,5,11,6,10,4,5,5,3,3,8,3,6,4,3,7,6,2,3,1,1,3,2,2,2,4,2,3,1,1,1,3,-1,4,6,1,1,3,1,1,-2,3,2,1,1,2,-3,2,3,-1,1,1,2,-1,2,-1,2,-1,1,-1,1,1,-1,1,-45,1,-30
-80,1,-1,1,1,-6,1,1,-1,2,1,1,1,2,-5,3,2,4,-1,3,1,-1,6,1,3,2,2,2,1,3,3,1,4,4,6,2,3,4,1,2,4,5,8,5,1,5,6,4,5,4,10,3,4,2,9,6,3,7,2,7,7,4,6,11,6,9,4,6,5,11,9,10,8,6,7,6,7,9,8,8,11,11,8,14,5,8,8,8,7,6,13,13,13,7,8,6,7,9,6,10,7,7,5,10,10,9,8,8,5,10,8,7,3,6,5,5,11,6,10,3,5,6,3,3,8,3,6,4,3,7,6,2,3,1,1,3,2,2,2,4,2,3,1,1,1,2,1,4,6,1,1,3,1,1,-2,3,2,1,1,2,-3,2,3,-1,1,1,2,-1,2,-1,2,-1,1,-1,1,1,-1,1,-45,1,-30
-80,1,-1,1,1,-6,1,-1,1,1,2,1,1,1,1,-4,3,1,3,2,3,1,-1,6,1,3,1,3,1,2,3,3,1,4,4,6,2,1,4,3,2,4,4,9,4,2,4,6,5,5,3,7,7,4,2,8,6,4,6,3,6,7,3,7,10,7,8,5,6,5,10,10,9,10,5,8,5,7,9,9,7,9,12,8,15,4,10,6,9,7,7,8,15,14,8,8,6,8,7,6,12,6,6,6,9,10,10,8,9,3,11,9,5,5,6,3,7,10,5,9,6,4,7,3,3,6,4,5,6,-1,9,6,3,3,1,1,2,3,2,2,3,3,2,1,2,1,2,1,3,6,2,1,3,1,1,-2,3,2,1,1,2,-3,1,3,1,1,-1,3,-1,2,-1,2,-1,1,-1,1,-1,1,1,-45,1,-30
-78,1,-1,1,1,-6,1,1,-1,2,1,1,1,1,1,-4,3,2,3,1,3,1,-1,6,1,3,1,3,1,2,3,3,1,4,4,6,2,2,3,3,2,4,4,9,4,2,5,5,5,5,3,9,5,4,2,8,6,4,6,3,6,7,3,7,11,6,10,4,5,5,11,9,10,9,5,8,5,7,10,8,8,9,13,7,14,5,9,7,8,8,6,10,14,15,7,8,6,7,9,4,12,7,6,6,9,10,9,8,9,4,11,8,7,3,6,4,6,10,6,9,5,4,7,3,3,6,5,6,4,2,8,5,3,3,1,1,2,3,2,2,3,3,3,1,1,1,2,1,3,6,2,1,3,1,1,-2,3,2,1,1,2,-3,1,3,1,1,-1,3,-1,2,-1,2,-1,1,-1,1,-1,1,1,-45,1,-32
-78,1,-1,1,1,-6,1,1,-1,1,2,1,1,1,1,-4,3,1,3,2,3,1,-1,6,1,3,1,3,1,2,3,3,1,4,4,6,2,1,4,3,2,4,4,9,4,2,5,5,5,5,3,8,6,4,2,8,6,4,6,3,6,7,3,7,10,7,8,5,6,5,10,10,9,10,5,8,5,7,9,9,7,9,12,8,15,4,10,6,9,7,7,9,14,14,8,8,6,8,7,6,12,6,6,6,9,10,10,8,9,3,11,9,5,5,6,3,7,10,5,9,6,4,7,3,3,6,4,5,6,1,8,6,3,3,1,1,2,3,2,2,3,3,3,1,1,1,2,1,3,6,2,1,3,1,1,-2,3,2,1,1,2,-3,1,3,1,1,-1,3,-1,2,-1,2,-1,1,-1,1,-1,1,1,-45,1,-32
-78,1,-1,1,1,-6,1,-1,1,1,2,1,1,1,1,-4,3,1,3,2,3,1,-1,6,1,3,1,3,1,2,3,3,1,4,4,6,2,1,4,3,2,3,5,9,4,2,4,6,4,6,3,7,7,4,2,7,7,4,6,2,7,6,4,7,10,7,8,5,6,4,11,10,9,10,5,8,5,7,9,9,7,9,12,6,17,4,10,6,9,6,8,7,15,15,8,8,6,8,7,6,11,7,6,6,9,10,10,8,9,3,10,10,5,5,5,4,7,10,5,9,6,4,7,3,3,6,4,5,6,-1,9,6,3,3,1,1,2,3,2,2,2,4,2,1,2,1,2,1,3,5,3,1,3,1,1,-2,3,2,1,1,2,-3,1,3,1,1,-1,3,-1,2,-1,2,-1,1,-1,1,-1,1,1,-45,1,-32
-78,1,-1,1,1,-6,1,-1,1,1,2,1,1,1,1,-4,2,2,3,2,3,1,-1,6,1,2,2,3,1,2,3,3,-1,5,4,6,2,1,4,2,3,3,5,9,3,3,4,6,4,6,3,7,7,4,2,7,7,4,6,2,7,6,4,7,10,7,8,5,6,4,11,9,10,10,5,8,5,7,9,9,7,9,12,6,17,3,11,6,8,7,8,7,15,14,9,8,6,7,8,6,11,7,6,6,9,10,9,9,9,3,10,8,7,4,6,3,8,8,7,9,6,4,6,4,3,5,5,5,6,-1,9,6,3,3,1,1,2,3,2,2,2,4,2,1,2,1,2,1,2,6,3,1,3,1,1,-2,3,2,1,1,2,-3,1,3,1,1,-1,3,-1,2,-1,2,-1,1,-1,1,-1,1,1,-45,1,-32
-78,1,-1,1,1,-6,1,1,-1,2,1,1,1,2,-5,3,2,3,1,3,1,-1,6,1,3,1,3,2,1,3,3,1,4,4,6,2,2,5,1,2,4,5,8,5,1,5,6,4,5,3,11,3,4,2,9,6,3,6,3,7,7,4,6,10,7,9,4,6,5,10,10,10,8,6,7,6,7,9,8,8,11,11,7,15,5,8,8,7,8,6,11,13,15,7,8,6,7,9,6,10,7,7,5,10,10,8,9,8,4,11,8,7,3,6,5,5,11,6,10,3,5,6,3,3,8,3,6,4,3,7,6,2,3,1,1,2,3,2,2,4,2,3,1,1,1,2,1,4,5,2,1,3,1,1,-2,3,2,1,1,2,-3,2,3,-1,1,1,2,-1,2,-1,2,-1,1,-1,1,1,-1,1,-45,1,-32
