0.0000000,0.000#0.640#0.650#0.100#0.620#0.630#0.660#0.110#0.580#0.590#0.600#0.670#0.120#0.550#0.570#0.610#0.130#0.540#0.070#0.080#0.090#0.140#0.490#0.560#0.680#0.690#0.700#0.710#0.150#0.480#0.750#0.780#0.790#0.060#0.360#0.470#0.500#0.510#0.520#0.720#0.760#0.770#0.210#0.310#0.320#0.460#0.530#0.740#0.800#0.810#0.040#0.050#0.220#0.730#0.820#0.030#0.170#0.200#0.450#0.010#0.020#0.280#0.840#0.290#0.910#0.920,2.000e-01,-00000030,000000030,0,000000001,000000300,000000000,000000000
-78,2,1,1,-2,1,1,-8,3,-1,2,-1,2,-2,2,1,1,1,-1,1,-1,1,1,1,2,2,-2,2,1,3,-1,3,3,3,3,4,1,3,3,2,2,6,3,4,4,2,2,4,2,4,4,2,5,2,2,6,-1,6,7,2,6,9,6,2,2,5,3,1,11,9,5,4,2,7,7,4,6,4,9,3,3,5,6,3,3,2,3,6,4,1,1,5,5,4,4,1,6,1,5,1,6,2,4,1,3,3,2,1,1,2,-1,1,1,1,2,1,2,2,-2,1,-3,1,-1,1,-5,1,-2,1,2,1,-1,1,-73
-79,3,1,-3,1,1,-7,1,2,1,1,2,-2,2,-1,2,1,-1,1,-1,1,-1,1,2,2,1,-1,1,1,3,1,3,2,3,1,5,3,1,3,2,3,7,3,4,2,3,3,2,4,3,2,4,3,4,2,5,2,6,4,4,5,7,9,2,2,6,2,2,7,8,6,6,4,4,7,7,5,3,8,4,3,3,8,3,3,3,2,7,2,4,1,3,6,3,6,-1,6,1,3,4,4,3,5,1,1,4,2,2,-1,3,-1,1,-1,1,2,2,1,3,-2,1,-4,1,-1,1,-4,1,-2,1,1,2,-1,1,-73
-76,3,1,-3,1,1,-7,1,2,1,1,-1,2,-2,2,2,1,-1,1,-1,1,-1,1,2,2,1,-1,1,1,3,1,3,1,4,1,4,3,1,4,2,3,5,4,4,1,5,3,-1,5,2,3,4,3,4,2,4,4,5,4,5,2,9,7,4,2,4,4,3,3,12,6,6,3,3,8,7,5,3,7,5,4,3,7,3,4,2,2,7,3,4,-1,3,6,3,6,1,4,3,1,6,2,5,3,2,2,4,2,2,-1,2,1,-1,1,1,2,2,-1,4,-3,1,-3,1,-1,1,-4,1,-2,1,1,2,-1,1,-76
-78,2,1,1,-2,1,1,-8,3,1,1,-1,2,-2,2,2,1,-2,1,1,-1,1,2,1,2,-1,1,1,3,1,2,2,3,2,3,4,1,3,3,3,4,3,4,3,5,3,-1,5,2,3,4,3,4,2,3,5,3,4,7,2,8,8,4,2,3,5,3,2,11,7,6,4,2,8,7,4,5,4,8,4,3,7,3,3,3,2,5,4,5,-1,2,6,4,4,3,3,4,1,5,2,6,2,3,2,4,2,1,1,2,1,-1,1,1,1,3,-1,4,-3,1,-3,1,-1,1,-4,1,-3,2,1,1,-1,1,-73
-78,2,1,1,-2,1,1,-8,3,1,1,-1,2,-2,2,1,1,1,-1,1,1,-1,1,2,1,2,-2,2,2,2,1,3,3,2,3,4,1,3,3,2,3,5,3,4,4,3,1,5,2,3,4,3,4,2,2,6,2,4,7,2,8,8,5,2,3,5,3,2,9,9,5,4,3,8,6,3,7,3,9,4,3,6,4,3,3,2,4,5,5,-1,2,5,4,4,4,2,5,1,5,2,5,3,3,2,3,2,2,1,1,2,-1,1,1,1,2,1,3,1,-2,1,-3,1,-1,1,-5,1,-2,2,1,1,-1,1,-73
-78,1,2,1,-2,1,1,-8,1,2,2,-1,2,-2,2,1,1,1,-1,1,-1,1,1,1,2,2,-2,2,1,3,-1,3,3,2,3,5,1,3,2,3,2,6,3,4,3,3,2,4,2,4,4,2,5,2,2,6,-1,6,7,2,6,9,6,2,2,5,3,1,11,7,7,4,2,7,7,4,6,4,8,2,5,4,6,4,3,2,3,6,4,1,1,4,6,4,4,1,6,-1,5,2,6,2,4,1,3,3,2,1,1,2,-1,1,-1,2,2,1,2,2,-2,1,-3,1,-2,1,-4,1,-2,1,2,1,-1,1,-73
-76,3,1,-3,1,1,-7,1,2,1,1,-1,2,-2,2,2,1,-1,1,-1,1,-1,1,2,2,1,-1,1,1,3,1,2,2,4,1,4,3,1,3,3,3,5,2,4,3,5,3,-1,5,2,3,4,3,4,2,4,4,5,4,5,2,9,7,4,2,4,4,3,3,12,6,5,4,2,8,7,6,3,6,6,4,3,7,3,4,2,2,6,4,4,-1,2,7,3,5,2,3,4,1,5,2,6,2,3,2,4,2,2,-1,2,1,-1,1,1,2,2,-1,4,-3,1,-3,1,-1,1,-4,1,-3,2,2,-1,1,-76
-78,3,1,-3,1,1,-7,1,2,1,1,-1,2,-2,2,2,1,-1,1,-1,1,-1,1,2,1,2,-1,1,1,3,1,2,2,4,1,4,3,1,3,3,3,5,2,4,3,5,3,-1,5,2,3,4,3,4,2,4,4,4,4,6,2,9,7,4,2,3,5,3,3,11,7,5,4,2,8,7,5,4,4,8,4,3,7,3,3,3,2,6,3,5,-1,2,6,4,4,3,3,4,1,5,2,6,2,3,2,4,2,2,-1,2,1,-1,1,1,1,3,-1,4,-3,1,-3,1,-1,1,-4,1,-3,2,1,1,-1,1,-73
-76,3,1,-3,1,1,-7,1,2,1,1,2,-2,2,-1,2,1,-1,1,-1,1,-1,1,2,2,1,-1,1,1,3,1,3,2,3,1,5,3,1,3,2,3,7,3,4,2,3,3,2,4,3,2,4,3,4,2,5,2,6,4,4,5,7,9,2,2,6,2,2,7,8,6,6,4,4,7,7,5,3,8,4,3,3,8,3,3,3,2,7,2,4,1,3,6,3,6,-1,6,1,3,4,4,3,5,1,1,4,2,2,-1,3,-1,1,-1,1,2,2,1,3,-2,1,-4,1,-1,1,-4,1,-2,1,1,2,-1,1,-76
-76,3,1,-3,1,1,-7,1,2,1,1,2,-2,2,-1,2,1,-1,1,-1,1,-1,1,2,2,1,-1,1,1,3,1,3,1,4,1,5,2,2,3,2,3,7,3,3,3,3,3,2,4,1,4,4,3,4,2,5,2,6,4,4,5,6,9,3,1,7,2,2,5,10,6,6,4,4,7,7,5,2,8,5,3,3,8,3,3,3,1,8,2,4,1,3,5,3,7,-1,6,1,3,4,4,3,4,2,1,4,2,2,-1,3,-2,1,1,2,2,1,3,-2,1,-4,1,-1,1,-4,1,-2,1,1,2,-1,1,-76
-76,3,1,-3,1,1,-7,1,2,1,1,2,-2,1,1,2,1,-1,1,-1,1,-1,1,2,2,1,-1,1,1,3,1,3,1,4,1,5,2,2,3,2,3,7,3,3,3,3,3,2,4,1,4,3,4,4,2,5,2,6,4,4,5,6,9,3,1,7,2,2,4,11,6,6,3,5,7,7,5,2,8,5,3,3,8,3,3,3,1,7,3,4,1,2,6,3,7,-1,6,1,2,5,4,3,4,2,1,4,2,2,-1,2,1,-1,1,1,2,2,1,3,-2,1,-4,1,-1,1,-4,1,-2,1,1,2,-1,1,-76
-76,3,1,-3,1,1,-7,1,2,1,1,-1,2,-2,2,2,1,-1,1,-1,1,-1,1,2,1,2,-1,1,1,3,1,2,2,4,1,4,3,1,3,3,3,5,2,4,3,5,3,-1,5,2,3,4,3,4,2,4,4,4,4,6,2,9,7,4,2,3,5,3,3,11,7,5,4,2,8,7,5,4,4,8,4,3,7,3,3,3,2,6,3,5,-1,2,6,4,4,3,3,4,1,5,2,6,2,3,2,4,2,2,-1,2,1,-1,1,1,1,3,-1,4,-3,1,-3,1,-1,1,-4,1,-3,2,1,1,-1,1,-75
-78,3,1,-3,1,1,-7,1,2,1,1,2,-2,1,1,2,1,-1,1,-1,1,-1,1,2,2,1,-1,1,1,3,1,3,1,4,1,5,2,2,3,2,3,7,3,3,3,3,3,2,4,1,4,3,4,4,2,5,2,6,4,4,5,6,9,3,1,7,2,2,4,11,6,6,3,5,7,7,5,2,8,5,3,3,8,3,3,3,1,7,3,4,1,2,6,3,7,-1,6,1,2,5,4,3,4,2,1,4,2,2,-1,2,1,-1,1,1,2,2,1,3,-2,1,-4,1,-1,1,-4,1,-2,1,1,2,-1,1,-74
-78,2,1,1,-2,1,1,-8,3,1,1,-1,2,-2,2,1,2,-2,1,1,-1,1,2,1,2,-1,1,1,2,2,2,2,3,2,3,4,1,3,3,3,3,4,3,4,4,3,1,5,2,3,4,3,4,2,3,5,3,4,7,2,8,8,4,2,3,5,3,2,10,8,5,5,2,8,6,4,6,4,8,4,3,6,4,3,3,2,5,4,5,-1,2,6,3,4,4,3,4,1,5,2,5,3,3,2,4,2,1,1,2,1,-1,1,1,1,3,-1,4,-3,1,-3,1,-1,1,-4,1,-3,2,1,1,-1,1,-73
-79,3,1,-3,1,1,-7,1,2,1,1,2,-2,2,-1,2,1,-1,1,-1,1,-1,1,2,2,1,-1,1,1,3,1,3,1,4,1,5,2,2,3,2,3,7,3,3,3,3,3,2,4,1,4,4,3,4,2,5,2,6,4,4,5,6,9,3,1,7,2,2,5,10,6,6,4,4,7,7,5,2,8,5,3,3,8,3,3,3,1,8,2,4,1,3,5,3,7,-1,6,1,3,4,4,3,4,2,1,4,2,2,-1,3,-2,1,1,2,2,1,3,-2,1,-4,1,-1,1,-4,1,-2,1,1,2,-1,1,-73
-79,3,1,-3,1,1,-7,1,2,1,1,2,-2,1,1,2,1,-1,1,-1,1,-1,1,2,2,1,-1,1,1,3,1,3,1,4,1,5,2,2,3,2,3,7,3,3,3,3,3,2,4,1,4,3,4,4,2,5,2,6,4,4,5,6,9,3,1,7,2,2,4,11,6,6,3,5,7,7,5,2,8,5,3,3,8,3,3,3,1,7,3,4,1,2,6,3,7,-1,6,1,2,5,4,3,4,2,1,4,2,2,-1,2,1,-1,1,1,2,2,1,3,-2,1,-4,1,-1,1,-4,1,-2,1,1,2,-1,1,-73
-79,3,1,-3,1,1,-7,1,2,1,1,-1,2,-1,1,1,2,1,-1,1,-1,1,-1,1,2,2,1,-1,1,1,3,1,3,1,4,1,5,2,2,3,2,3,7,3,3,2,4,3,-1,6,1,3,4,4,4,1,6,2,6,4,4,4,7,9,2,2,7,1,3,3,12,6,6,3,4,8,7,5,2,7,6,3,3,7,3,4,3,1,7,3,4,-1,3,6,3,7,-1,6,1,2,5,4,3,3,2,2,4,2,2,-1,2,1,-1,1,1,2,2,1,3,-2,1,-4,1,-1,1,-4,1,-2,1,1,2,-1,1,-73
-79,3,1,-3,1,1,-7,1,2,1,1,-1,2,-2,2,2,1,-1,1,-1,1,-1,1,2,2,1,-1,1,1,3,1,3,1,4,1,5,2,1,4,2,3,7,3,3,1,5,3,-1,5,2,3,4,4,3,2,5,3,6,4,4,2,9,8,3,2,7,1,3,3,12,6,6,3,4,7,7,6,2,7,5,4,3,7,3,4,2,2,7,3,4,-1,3,6,3,6,1,5,2,1,6,4,3,3,2,2,4,2,2,-1,2,1,-1,1,1,2,2,-1,4,-2,1,-4,1,-1,1,-4,1,-2,1,1,2,-1,1,-73
-76,2,1,1,-2,1,1,-8,3,1,1,-1,2,-2,2,2,1,-2,1,1,-1,1,2,1,2,-1,1,1,3,1,2,2,3,2,3,4,1,3,3,3,4,3,4,3,5,3,-1,5,2,3,4,3,4,2,3,5,3,4,7,2,8,8,4,2,3,5,3,2,11,7,6,4,2,8,7,4,5,4,8,4,3,7,3,3,3,2,5,4,5,-1,2,6,4,4,3,3,4,1,5,2,6,2,3,2,4,2,1,1,2,1,-1,1,1,1,3,-1,4,-3,1,-3,1,-1,1,-4,1,-3,2,1,1,-1,1,-75
-78,3,1,-3,1,1,-7,1,2,1,1,2,-2,2,-1,2,1,-1,1,-1,1,-1,1,2,2,1,-1,1,1,3,1,3,1,4,1,5,2,2,3,2,3,7,3,3,3,3,3,2,4,1,4,4,3,4,2,5,2,6,4,4,5,6,9,3,1,7,2,2,5,10,6,6,4,4,7,7,5,2,8,5,3,3,8,3,3,3,1,8,2,4,1,3,5,3,7,-1,6,1,3,4,4,3,4,2,1,4,2,2,-1,3,-2,1,1,2,2,1,3,-2,1,-4,1,-1,1,-4,1,-2,1,1,2,-1,1,-74
-79,2,1,1,-2,1,1,-8,3,1,1,-1,2,-2,2,2,1,-2,1,1,-1,1,2,1,2,-1,1,1,3,1,2,2,3,2,3,4,1,3,3,3,4,3,4,3,5,3,-1,5,2,3,4,3,4,2,3,5,3,4,7,2,8,8,4,2,3,5,3,2,11,7,6,4,2,8,7,4,5,4,8,4,3,7,3,3,3,2,5,4,5,-1,2,6,4,4,3,3,4,1,5,2,6,2,3,2,4,2,1,1,2,1,-1,1,1,1,3,-1,4,-3,1,-3,1,-1,1,-4,1,-3,2,1,1,-1,1,-72
-79,2,1,1,-2,1,1,-8,3,-1,2,-1,2,-2,2,1,1,1,-1,1,1,-1,1,1,2,2,-2,2,2,2,1,3,3,2,3,4,1,3,3,2,2,6,3,4,4,2,2,5,2,3,4,3,4,2,2,6,1,5,7,2,6,10,5,2,3,5,3,1,10,9,5,4,3,7,7,3,7,3,9,4,2,7,4,3,3,2,4,5,5,-1,2,5,4,4,4,2,5,1,5,1,6,3,3,2,2,3,2,1,1,2,-1,1,1,1,2,1,3,1,-2,1,-3,1,-1,1,-5,1,-2,1,2,1,-1,1,-72
-79,2,1,1,-2,1,1,-8,3,-1,2,-1,2,-2,2,1,1,1,-1,1,1,-1,1,1,2,2,-2,2,1,3,1,3,3,2,3,4,1,3,3,2,2,6,3,4,4,2,2,5,1,4,4,3,4,2,2,6,-1,6,7,2,6,10,5,2,3,5,3,1,10,9,5,4,3,7,6,4,7,3,9,4,2,5,6,3,3,2,3,6,5,-1,2,4,5,4,4,2,5,1,5,1,6,3,3,1,3,3,2,1,1,2,-1,1,1,1,2,1,2,2,-2,1,-3,1,-1,1,-5,1,-2,1,2,1,-1,1,-72
-76,3,1,-3,1,1,-7,1,2,1,1,2,-2,2,-1,2,1,-1,1,-1,1,-1,1,2,2,1,-1,1,1,3,1,3,3,2,1,5,3,1,3,2,3,7,3,4,2,3,3,2,4,3,5,1,4,3,2,6,1,6,5,4,5,7,8,2,2,6,2,2,7,8,6,7,3,4,8,6,5,3,8,4,3,4,7,3,4,2,3,6,2,4,1,3,6,3,6,-1,7,-1,3,4,4,3,5,1,1,5,1,2,-1,3,-1,1,-1,1,2,2,1,3,-2,1,-3,1,-2,1,-4,1,-2,1,2,1,-1,1,-76
-77,2,1,1,-2,1,1,-8,3,1,1,-1,2,-2,2,1,2,-2,1,1,-1,1,2,1,2,-1,1,1,2,2,2,2,3,2,3,4,1,3,3,3,3,4,3,4,4,3,1,5,2,3,4,3,4,2,3,5,3,4,7,2,8,8,4,2,3,5,3,2,10,8,5,5,2,8,6,4,6,4,8,4,3,6,4,3,3,2,5,4,5,-1,2,6,3,4,4,3,4,1,5,2,5,3,3,2,4,2,1,1,2,1,-1,1,1,1,3,-1,4,-3,1,-3,1,-1,1,-4,1,-3,2,1,1,-1,1,-74
-78,3,1,-3,1,1,-7,1,2,1,1,2,-2,2,-1,2,1,-1,1,-1,1,-1,1,2,2,1,-1,1,1,3,1,3,2,3,1,5,3,1,3,2,3,7,3,4,2,3,3,2,4,3,2,4,3,4,2,5,2,6,4,4,5,7,9,2,2,6,2,2,7,8,6,6,4,4,7,7,5,3,8,4,3,3,8,3,3,3,2,7,2,4,1,3,6,3,6,-1,6,1,3,4,4,3,5,1,1,4,2,2,-1,3,-1,1,-1,1,2,2,1,3,-2,1,-4,1,-1,1,-4,1,-2,1,1,2,-1,1,-74
-78,3,1,-3,1,1,-7,1,2,1,1,-1,2,-1,1,1,2,1,-1,1,-1,1,-1,1,2,2,1,-1,1,1,3,1,3,1,4,1,5,2,2,3,2,3,7,3,3,2,4,3,-1,6,1,3,4,4,4,1,6,2,6,4,4,4,7,9,2,2,7,1,3,3,12,6,6,3,4,8,7,5,2,7,6,3,3,7,3,4,3,1,7,3,4,-1,3,6,3,7,-1,6,1,2,5,4,3,3,2,2,4,2,2,-1,2,1,-1,1,1,2,2,1,3,-2,1,-4,1,-1,1,-4,1,-2,1,1,2,-1,1,-74
-78,3,1,-3,1,1,-7,1,2,1,1,-1,2,-2,2,2,1,-1,1,-1,1,-1,1,2,2,1,-1,1,1,3,1,3,1,4,1,5,2,1,4,2,3,7,3,3,1,5,3,-1,5,2,3,4,4,3,2,5,3,6,4,4,2,9,8,3,2,7,1,3,3,12,6,6,3,4,7,7,6,2,7,5,4,3,7,3,4,2,2,7,3,4,-1,3,6,3,6,1,5,2,1,6,4,3,3,2,2,4,2,2,-1,2,1,-1,1,1,2,2,-1,4,-2,1,-4,1,-1,1,-4,1,-2,1,1,2,-1,1,-74
-78,3,1,-3,1,1,-7,1,2,1,1,-1,2,-2,2,2,1,-1,1,-1,1,-1,1,2,2,1,-1,1,1,3,1,3,1,4,1,4,3,1,4,2,3,5,4,4,1,5,3,-1,5,2,3,4,3,4,2,4,4,5,4,5,2,9,7,4,2,4,4,3,3,12,6,6,3,3,8,7,5,3,7,5,4,3,7,3,4,2,2,7,3,4,-1,3,6,3,6,1,4,3,1,6,2,5,3,2,2,4,2,2,-1,2,1,-1,1,1,2,2,-1,4,-3,1,-3,1,-1,1,-4,1,-2,1,1,2,-1,1,-74
-79,3,1,-3,1,1,-7,1,2,1,1,-1,2,-2,2,2,1,-1,1,-1,1,-1,1,2,2,1,-1,1,1,3,1,3,1,4,1,4,3,1,4,2,3,5,4,4,1,5,3,-1,5,2,3,4,3,4,2,4,4,5,4,5,2,9,7,4,2,4,4,3,3,12,6,6,3,3,8,7,5,3,7,5,4,3,7,3,4,2,2,7,3,4,-1,3,6,3,6,1,4,3,1,6,2,5,3,2,2,4,2,2,-1,2,1,-1,1,1,2,2,-1,4,-3,1,-3,1,-1,1,-4,1,-2,1,1,2,-1,1,-73
-79,2,1,1,-2,1,1,-8,3,1,1,-1,2,-2,2,1,2,-2,1,1,-1,1,2,1,2,-1,1,1,2,2,2,2,3,2,3,4,1,3,3,3,3,4,3,4,4,3,1,5,2,3,4,3,4,2,3,5,3,4,7,2,8,8,4,2,3,5,3,2,10,8,5,5,2,8,6,4,6,4,8,4,3,6,4,3,3,2,5,4,5,-1,2,6,3,4,4,3,4,1,5,2,5,3,3,2,4,2,1,1,2,1,-1,1,1,1,3,-1,4,-3,1,-3,1,-1,1,-4,1,-3,2,1,1,-1,1,-72
-79,2,1,1,-2,1,1,-8,3,1,1,-1,2,-2,2,1,1,1,-1,1,1,-1,1,2,1,2,-2,2,2,2,1,3,3,2,3,4,1,3,3,2,3,5,3,4,4,3,1,5,2,3,4,3,4,2,2,6,2,4,7,2,8,8,5,2,3,5,3,2,9,9,5,4,3,8,6,3,7,3,9,4,3,6,4,3,3,2,4,5,5,-1,2,5,4,4,4,2,5,1,5,2,5,3,3,2,3,2,2,1,1,2,-1,1,1,1,2,1,3,1,-2,1,-3,1,-1,1,-5,1,-2,2,1,1,-1,1,-72
-76,1,2,1,-2,1,1,-8,1,2,2,-1,2,-2,2,1,1,1,-1,1,-1,1,1,1,2,2,-2,2,1,3,-1,3,3,2,3,5,1,3,2,3,2,6,3,4,3,3,2,4,2,4,4,2,5,2,2,6,-1,6,7,2,6,9,6,2,2,5,3,1,11,7,7,4,2,7,7,4,6,4,8,2,5,4,6,4,3,2,3,6,4,1,1,4,6,4,4,1,6,-1,5,2,6,2,4,1,3,3,2,1,1,2,-1,1,-1,2,2,1,2,2,-2,1,-3,1,-2,1,-4,1,-2,1,2,1,-1,1,-75
-77,3,1,-3,1,1,-7,1,2,1,1,-1,2,-2,2,2,1,-1,1,-1,1,-1,1,2,2,1,-1,1,1,3,1,3,1,4,1,5,2,1,4,2,3,7,3,3,1,5,3,-1,5,2,3,4,4,3,2,5,3,6,4,4,2,9,8,3,2,7,1,3,3,12,6,6,3,4,7,7,6,2,7,5,4,3,7,3,4,2,2,7,3,4,-1,3,6,3,6,1,5,2,1,6,4,3,3,2,2,4,2,2,-1,2,1,-1,1,1,2,2,-1,4,-2,1,-4,1,-1,1,-4,1,-2,1,1,2,-1,1,-75
-77,3,1,-3,1,1,-7,1,2,1,1,-1,2,-2,2,2,1,-1,1,-1,1,-1,1,2,2,1,-1,1,1,3,1,3,1,4,1,4,3,1,4,2,3,5,4,4,1,5,3,-1,5,2,3,4,3,4,2,4,4,5,4,5,2,9,7,4,2,4,4,3,3,12,6,6,3,3,8,7,5,3,7,5,4,3,7,3,4,2,2,7,3,4,-1,3,6,3,6,1,4,3,1,6,2,5,3,2,2,4,2,2,-1,2,1,-1,1,1,2,2,-1,4,-3,1,-3,1,-1,1,-4,1,-2,1,1,2,-1,1,-75
-78,3,1,-3,1,1,-7,1,2,1,1,2,-2,2,-1,2,1,-1,1,-1,1,-1,1,2,2,1,-1,1,1,3,1,3,3,2,1,5,3,1,3,2,3,7,3,4,2,3,3,2,4,3,5,1,4,3,2,6,1,6,5,4,5,7,8,2,2,6,2,2,7,8,6,7,3,4,8,6,5,3,8,4,3,4,7,3,4,2,3,6,2,4,1,3,6,3,6,-1,7,-1,3,4,4,3,5,1,1,5,1,2,-1,3,-1,1,-1,1,2,2,1,3,-2,1,-3,1,-2,1,-4,1,-2,1,2,1,-1,1,-74
