0.0000000,0.000#0.300#0.660#0.690#0.290#0.670#0.680#0.710#0.280#0.500#0.270#0.310#0.320#0.330#0.700#0.720#0.240#0.460#0.740#0.220#0.230#0.260#0.350#0.450#0.490#0.210#0.250#0.340#0.360#0.420#0.470#0.620#0.770#0.870#0.050#0.370#0.380#0.440#0.940#0.390#0.480#0.520#0.980#0.410#0.510#0.570#0.580#0.080#0.400#0.590#0.610,3.000e+00,-00000519,000000537,1,000000003,000000352,000000000,000000000
-73,1,-8,1,-1,1,-3,2,1,1,2,-1,1,3,1,3,2,1,1,3,2,1,-2,2,1,2,2,6,2,-1,3,4,1,1,4,6,4,5,2,4,5,-1,1,4,6,4,3,6,5,2,3,5,2,3,5,4,3,2,5,4,4,4,4,4,2,2,4,2,3,1,6,4,2,5,6,1,2,-1,2,3,3,1,2,1,2,4,1,3,4,1,8,2,-1,1,6,3,2,5,3,4,4,3,2,8,3,-1,4,3,3,2,2,4,4,3,1,1,5,7,1,2,3,7,2,5,3,4,4,4,2,3,4,6,5,3,5,5,8,3,5,5,8,8,6,1,4,4,2,4,4,4,4,-1,2,3,3,1,6,2,2,1,1,-1,1,-3,1,1,1,2,-1,2,1,-7,1,1,-4,1,-83
-73,1,-8,1,-1,1,-3,2,1,1,2,-1,1,3,1,4,1,1,1,3,2,1,-2,2,1,2,2,6,2,-1,2,5,1,1,3,7,3,6,2,4,5,-1,1,4,5,5,3,6,5,2,3,4,3,3,5,4,3,2,5,3,6,3,4,4,2,2,4,2,3,1,6,4,2,5,6,1,2,-1,2,3,3,1,2,1,2,4,2,2,4,1,8,2,-1,1,6,3,2,5,3,4,4,3,3,7,3,-1,4,3,3,2,2,4,4,3,1,1,4,8,1,2,4,6,2,5,3,4,3,5,2,3,4,6,5,3,4,6,8,3,5,5,9,7,5,2,4,4,2,4,5,3,3,1,2,3,3,1,6,2,2,1,1,-1,1,-3,1,1,1,2,-1,2,1,-7,1,1,-4,1,-83
-73,1,-8,1,-1,1,-3,2,1,1,2,-1,1,3,1,4,1,1,1,3,2,1,-2,2,1,2,2,6,2,-1,2,5,1,1,2,8,3,6,2,4,5,-1,1,4,5,5,3,6,5,2,3,4,3,3,5,4,3,2,5,3,6,3,4,4,2,2,4,2,3,-1,7,4,2,5,6,1,2,-1,2,3,2,2,2,1,2,4,2,2,4,1,8,2,-1,1,6,3,2,5,3,4,4,3,3,7,3,-1,4,3,3,2,2,3,5,3,1,1,4,8,1,2,4,6,2,5,3,4,3,5,2,3,4,6,5,3,4,6,8,3,5,5,9,7,5,2,4,4,2,4,5,3,3,1,2,3,3,1,6,2,2,1,1,-1,1,-3,1,1,1,2,-1,2,1,-7,1,1,-4,1,-83
-73,1,-8,1,-1,1,-3,2,1,1,2,-1,1,3,1,4,1,1,1,3,2,1,-2,2,1,2,2,6,2,-1,2,5,1,1,2,8,3,6,2,4,5,-1,1,4,5,5,3,6,5,2,3,4,3,3,5,4,3,2,5,3,6,3,4,4,2,2,4,2,3,-1,7,4,2,5,6,1,2,-1,2,3,2,2,2,1,2,4,2,2,4,1,8,2,-1,1,6,3,2,5,3,4,4,3,3,7,3,-1,4,3,3,2,2,3,5,3,1,1,4,8,1,2,5,5,2,5,3,4,3,5,2,3,4,6,5,3,4,6,8,3,5,5,8,8,5,2,4,4,2,4,5,3,3,1,2,3,3,1,5,3,2,1,1,-1,1,-3,1,1,1,2,-1,2,1,-7,2,-5,1,-83
-74,1,-7,1,-2,1,-2,1,2,2,-1,1,1,3,1,3,2,1,-1,3,3,1,-2,2,-1,3,3,4,2,1,2,4,2,1,2,5,6,3,4,5,3,2,1,3,4,7,4,4,5,3,4,2,4,3,6,3,2,3,4,4,6,3,3,3,5,-1,5,2,1,2,4,5,3,6,4,3,-1,2,2,3,-1,4,1,2,3,2,3,2,-1,4,6,5,-1,1,3,5,2,6,5,2,1,5,5,4,5,-1,3,3,4,2,1,3,5,3,1,2,7,5,2,-1,7,3,2,6,4,2,5,3,4,2,3,6,6,2,5,6,7,3,6,5,12,3,3,5,3,5,2,4,4,3,3,2,3,2,1,3,4,4,-1,3,1,-1,1,-3,1,1,1,2,1,1,1,-7,2,-6,1,-82
-74,1,-7,1,-2,1,-3,3,2,-1,1,1,3,1,3,2,1,-1,3,3,1,-2,2,-1,3,3,4,2,1,2,4,2,1,2,5,6,3,4,5,3,2,1,3,4,7,4,4,5,3,4,2,4,3,6,3,2,3,4,4,6,3,3,3,5,-1,5,2,1,2,4,5,4,5,4,3,-1,2,2,3,-1,4,2,1,3,2,3,2,-1,4,5,6,-1,1,3,5,2,6,5,2,-1,6,5,4,5,-1,3,3,4,2,1,3,5,3,1,2,7,5,2,-1,6,4,2,6,4,2,6,2,4,2,3,6,6,2,5,6,7,3,6,5,12,3,3,5,3,5,2,4,5,2,3,2,3,2,1,3,4,4,-1,3,1,-1,1,-3,1,1,1,2,1,1,1,-7,2,-6,1,-82
-73,1,-8,1,-1,1,-3,2,1,1,2,-1,1,3,1,3,2,1,1,3,2,1,-2,2,1,2,2,6,2,-1,3,4,1,1,4,6,4,5,2,4,5,-1,1,4,6,4,3,6,5,2,3,5,2,3,5,4,3,2,6,3,4,4,4,4,1,3,4,2,3,1,6,4,2,6,5,1,2,-1,2,3,3,1,2,2,1,4,1,3,4,1,8,2,-1,1,6,3,2,5,3,4,4,3,2,8,3,-1,4,3,3,2,2,4,4,3,1,1,6,6,1,2,3,7,2,5,3,4,4,4,2,3,4,6,5,3,5,5,8,3,5,5,8,8,6,1,4,4,2,4,4,4,4,-1,2,3,3,1,6,2,2,1,1,-1,1,-3,1,1,1,2,-1,2,1,-7,1,1,-4,1,-83
-74,1,-7,1,-1,1,-3,1,2,1,2,-1,1,4,-1,4,1,1,-1,4,2,1,-2,2,1,2,2,6,1,1,2,4,2,1,2,8,3,4,3,5,5,-1,1,4,3,7,5,4,5,2,3,3,5,2,5,4,3,2,5,3,7,2,3,5,3,-1,5,2,3,-1,7,3,3,5,6,1,1,1,3,2,1,3,2,1,2,4,2,2,2,2,7,4,-1,1,4,5,3,4,4,3,3,4,4,6,3,-1,4,3,4,1,2,3,5,2,2,1,5,7,1,2,5,5,2,5,2,5,3,5,3,2,2,7,6,3,4,6,8,3,3,7,8,7,4,4,3,5,1,5,5,3,3,1,3,2,2,2,5,3,-1,3,1,-1,1,-3,1,1,1,2,-1,2,1,-7,2,-5,1,-83
-74,1,-7,1,-2,1,-3,3,2,-1,1,1,3,1,2,3,1,-1,3,3,1,-2,2,-1,3,3,4,2,1,2,4,2,1,2,4,7,3,4,5,3,2,1,3,4,7,4,4,5,3,3,3,4,3,6,3,2,3,4,4,6,3,3,3,5,-1,4,3,1,2,4,5,4,5,4,3,-1,2,2,3,-1,4,2,1,4,1,2,3,-1,4,5,6,-1,1,3,5,2,6,5,2,1,5,5,4,5,-1,3,3,4,2,2,2,5,3,1,2,7,5,2,-1,6,4,2,6,4,2,6,2,4,2,3,6,6,2,5,6,7,3,6,5,11,4,3,5,3,5,2,4,5,2,3,2,3,2,1,3,4,4,-1,3,1,-1,1,-3,1,1,1,2,1,1,1,-7,2,-6,1,-82
-73,1,-8,1,-1,1,-3,2,1,1,2,-1,1,3,1,3,2,1,1,3,2,1,-2,2,1,2,2,6,2,-1,3,4,1,1,4,6,4,5,2,4,5,-1,1,4,6,4,3,6,5,2,3,5,2,3,5,4,3,2,6,3,4,4,5,3,1,3,4,2,3,1,6,4,2,6,5,1,2,-1,2,3,3,1,2,2,1,4,1,3,4,2,7,2,-1,1,5,4,2,5,3,4,4,3,2,8,3,-1,4,3,3,2,2,4,4,3,1,1,6,6,1,2,3,7,2,6,2,4,4,4,2,3,5,5,5,3,5,5,8,3,5,5,8,8,6,1,4,4,2,4,4,4,4,-1,2,3,3,1,6,2,2,1,1,-1,1,-3,1,1,1,2,-1,2,1,-7,1,1,-4,1,-83
-73,1,-8,1,-1,1,-3,2,1,1,2,-1,1,3,1,3,2,1,1,3,2,1,-2,2,1,2,2,6,2,-1,3,4,1,1,4,6,4,5,2,4,5,-1,1,4,6,4,3,6,5,2,3,5,2,3,5,4,3,2,6,3,4,4,4,4,1,3,4,2,3,1,6,4,2,6,5,1,2,-1,2,3,3,1,2,2,1,4,1,3,4,2,7,2,-1,1,5,4,2,5,3,4,4,3,2,8,3,-1,4,3,3,2,2,4,4,3,1,1,6,6,1,2,3,7,2,5,3,4,4,4,2,3,5,5,5,3,5,5,8,3,5,5,8,8,6,1,4,4,2,4,4,4,4,-1,2,3,3,1,6,2,2,1,1,-1,1,-3,1,1,1,2,-1,2,1,-7,1,1,-4,1,-83
-73,1,-8,1,-1,1,-3,2,1,1,2,-1,1,3,1,3,2,1,1,3,2,1,-2,2,1,2,2,6,2,-1,3,4,1,1,4,6,4,5,2,4,5,-1,1,4,5,5,3,6,5,2,3,5,2,3,5,4,3,2,5,4,4,4,4,4,1,3,4,2,3,1,6,4,2,5,6,1,2,-1,2,3,3,1,2,1,2,4,1,3,4,1,8,2,-1,1,6,3,2,5,3,4,4,3,2,8,3,-1,4,3,3,2,2,4,4,3,1,1,5,7,1,2,3,7,2,5,3,4,4,4,2,3,4,6,5,3,5,5,8,3,5,5,8,8,6,1,4,4,2,4,4,4,4,-1,2,3,3,1,6,2,2,1,1,-1,1,-3,1,1,1,2,-1,2,1,-7,1,1,-4,1,-83
-73,1,-8,1,-1,1,-3,2,1,1,2,-1,1,3,1,4,1,1,1,3,2,1,-2,2,1,2,2,6,2,-1,2,5,1,1,2,8,3,5,2,5,5,-1,1,4,5,5,3,6,6,1,3,4,4,2,5,4,3,2,5,3,6,3,4,4,2,2,4,2,3,-1,7,4,2,5,6,1,1,1,2,3,2,2,2,1,2,4,2,2,3,2,8,2,-1,1,5,4,2,5,3,4,3,4,4,6,3,-1,4,3,3,2,2,3,5,2,2,1,4,8,1,2,5,5,2,5,3,4,3,5,2,3,4,6,5,3,4,6,9,2,4,6,8,8,5,2,3,5,1,5,5,3,3,1,2,3,3,1,5,3,2,1,1,-1,1,-3,1,1,1,2,-1,2,1,-7,2,-5,1,-83
-74,1,-7,1,-1,1,-3,1,2,1,2,-1,1,4,-1,4,1,1,-1,4,2,1,-2,2,1,2,2,6,1,1,2,4,2,1,2,8,3,4,3,5,5,-1,1,4,3,7,5,4,6,1,3,3,5,2,5,4,3,2,5,3,6,3,3,5,2,2,4,2,3,-1,7,3,3,5,6,1,1,1,3,2,1,3,2,1,2,4,2,2,2,2,7,4,-1,1,5,4,3,4,4,3,3,4,4,6,3,-1,4,3,4,1,2,3,5,2,2,1,5,7,1,2,5,5,2,5,2,5,3,5,3,2,2,7,6,3,4,6,8,3,3,7,8,7,4,4,3,5,1,5,5,3,3,1,3,2,2,2,5,3,-1,3,1,-1,1,-3,1,1,1,2,-1,2,1,-7,2,-5,1,-83
-74,1,-7,1,-1,1,-3,1,2,1,1,1,1,4,-1,4,1,1,-1,4,2,1,-2,2,1,2,2,6,1,1,2,4,2,1,2,8,3,4,3,5,5,-1,1,4,3,7,5,4,5,2,3,3,5,2,6,3,3,2,5,3,7,2,3,5,3,-1,5,2,2,1,7,3,3,5,6,1,1,1,3,2,1,3,1,2,2,4,2,2,2,2,7,4,-1,1,4,5,3,4,4,3,3,4,4,5,4,-1,4,3,4,1,1,4,5,2,1,2,5,7,1,2,5,5,2,5,2,4,4,5,2,3,2,7,6,3,4,6,8,3,3,7,9,6,4,4,3,5,1,5,5,2,4,1,3,2,2,2,4,4,-1,3,1,-1,1,-3,1,1,1,2,-1,2,1,-7,2,-6,1,-82
-73,1,-8,1,-1,1,-3,2,1,1,2,-1,1,3,1,3,2,1,2,2,2,1,-2,2,1,2,2,6,2,-1,3,4,2,-1,4,6,4,5,2,4,5,1,-1,4,6,4,3,6,5,2,3,5,2,3,5,4,3,2,6,3,3,5,5,3,1,3,4,2,3,1,6,4,2,6,5,1,2,-1,2,3,3,1,2,2,1,4,1,3,4,2,7,2,-1,1,5,4,2,5,3,4,4,3,2,8,3,-1,4,3,3,2,2,4,4,3,1,1,6,6,1,2,4,6,2,6,2,4,4,4,2,3,5,5,5,3,5,5,8,3,5,5,8,8,6,1,4,4,2,4,4,4,4,-1,2,3,3,1,6,2,2,1,1,-1,1,-3,1,1,1,2,-1,2,1,-7,1,1,-4,1,-83
-73,1,-8,1,-1,1,-3,2,1,1,2,-1,1,3,1,3,2,1,1,3,2,1,-2,2,1,2,2,6,2,-1,3,4,1,1,4,6,4,5,2,4,5,-1,1,4,5,5,3,6,5,2,3,5,2,3,5,4,3,2,6,3,4,4,4,4,1,3,4,2,3,1,6,4,2,6,5,1,2,-1,2,3,3,1,2,2,1,4,1,3,4,1,8,2,-1,1,6,3,2,5,3,4,4,3,2,8,3,-1,4,3,3,2,2,4,4,3,1,1,5,7,1,2,3,7,2,5,3,4,4,4,2,3,4,6,5,3,5,5,8,3,5,5,8,8,6,1,4,4,2,4,4,4,4,-1,2,3,3,1,6,2,2,1,1,-1,1,-3,1,1,1,2,-1,2,1,-7,1,1,-4,1,-83
-73,1,-8,1,-1,1,-3,2,1,1,2,-1,1,3,1,4,1,1,1,3,2,1,-2,2,1,2,2,6,2,-1,2,5,1,1,2,8,3,6,1,5,5,-1,1,4,5,5,3,6,6,1,3,4,3,3,5,4,3,2,5,3,6,3,4,4,2,2,4,2,3,-1,7,4,2,5,6,1,2,-1,2,3,2,2,2,1,2,4,2,2,3,2,8,2,-1,1,5,4,2,5,3,4,4,3,3,7,3,-1,4,3,3,2,2,3,5,3,1,1,4,8,1,2,5,5,2,5,3,4,3,5,2,3,4,6,5,3,4,6,9,2,4,6,8,8,5,2,4,4,1,5,5,3,3,1,2,3,3,1,5,3,2,1,1,-1,1,-3,1,1,1,2,-1,2,1,-7,2,-5,1,-83
-73,1,-8,1,-1,1,-3,1,2,1,2,-1,1,3,1,4,1,1,1,3,2,1,-2,2,1,2,2,6,2,-1,2,5,1,1,2,8,3,5,2,5,5,-1,1,4,5,5,3,6,6,1,3,4,4,2,5,4,3,2,5,3,6,3,4,4,2,2,4,2,3,-1,7,4,2,5,6,1,1,1,2,3,2,2,2,1,2,4,2,2,3,2,8,2,-1,1,5,4,3,4,3,4,3,4,4,6,3,-1,4,3,3,2,2,3,5,2,2,1,5,7,1,2,5,5,2,5,3,4,3,5,2,3,4,6,5,3,4,6,8,3,4,6,8,8,5,2,3,5,1,5,5,3,3,1,2,3,2,2,5,3,2,1,1,-1,1,-3,1,1,1,2,-1,2,1,-7,2,-5,1,-83
-74,1,-7,1,-1,1,-3,1,2,1,2,-1,1,3,1,4,1,1,1,3,2,1,-2,2,1,2,2,6,2,-1,2,4,2,1,2,8,3,4,3,5,5,-1,1,4,4,6,4,5,6,1,3,3,5,2,5,4,3,2,5,3,6,3,3,5,2,2,4,2,3,-1,7,4,2,5,6,1,1,1,3,2,1,3,2,1,2,4,2,2,2,2,7,4,-1,1,5,4,3,4,4,3,3,4,4,6,3,-1,4,3,3,2,2,3,5,2,2,1,5,7,1,2,5,5,2,5,3,4,3,5,3,2,2,7,6,3,4,6,8,3,4,6,7,8,4,4,3,5,1,5,5,3,3,1,3,2,2,2,6,2,-1,3,1,-1,1,-3,1,1,1,2,-1,2,1,-7,2,-5,1,-83
-74,1,-7,1,-1,1,-3,1,2,1,1,1,1,4,-1,4,1,1,-1,4,2,1,-2,2,1,2,2,6,1,1,2,4,2,1,2,8,3,4,3,5,5,-1,1,4,3,7,5,4,5,2,3,3,5,2,5,4,3,2,5,3,7,2,3,5,3,-1,5,2,2,1,7,3,3,5,6,1,1,1,3,2,1,3,2,1,2,4,2,2,2,2,7,4,-1,1,4,5,3,4,4,3,3,4,4,6,3,-1,4,3,3,2,2,3,5,2,1,2,5,7,1,2,5,5,2,5,2,5,3,5,3,2,2,7,6,3,4,6,8,3,3,7,9,6,4,4,3,5,1,5,5,3,3,1,3,2,2,2,4,4,-1,3,1,-1,1,-3,1,1,1,2,-1,2,1,-7,2,-5,1,-83
-74,1,-7,1,-2,1,-2,1,2,2,-1,1,1,4,-1,4,1,1,-1,4,2,1,-2,2,1,2,3,5,1,1,2,4,2,1,2,5,6,3,4,5,3,2,1,4,3,7,4,5,5,2,4,2,4,3,7,2,2,3,4,4,7,2,3,3,5,-1,5,2,1,2,6,4,3,5,5,2,-1,2,2,3,-1,4,1,2,3,3,2,2,-1,4,6,5,-1,1,4,4,3,5,5,2,2,5,4,5,4,-1,3,3,5,1,1,4,4,3,1,2,6,6,1,2,6,4,1,6,3,3,5,3,4,2,2,7,6,3,3,7,7,4,4,6,11,4,4,4,4,4,1,5,4,3,4,1,3,2,1,3,4,4,-1,3,1,-1,1,-3,1,1,1,2,-1,2,1,-7,2,-6,1,-82
-74,1,-7,1,-2,1,-3,3,2,-1,1,1,3,1,2,3,1,-1,3,3,1,-2,2,-1,3,3,4,2,1,2,4,2,1,2,4,7,3,4,5,3,2,1,3,4,7,4,4,5,3,3,3,4,3,6,3,2,3,4,4,6,3,3,3,5,-1,4,3,1,2,4,5,4,5,4,3,-1,2,2,3,-1,4,2,1,4,1,2,3,-1,4,5,6,-1,1,2,6,2,6,4,3,1,5,5,4,5,-1,3,3,4,2,2,2,5,3,1,2,7,5,2,-1,6,4,2,6,4,2,5,3,4,2,3,6,6,2,5,6,7,3,6,5,9,6,3,5,3,5,4,2,5,2,3,2,4,1,1,3,4,4,-1,3,1,-1,1,-3,1,1,1,2,1,1,1,-7,2,-6,1,-82
-74,1,-7,1,-2,1,-3,3,1,1,1,1,2,2,2,3,1,-1,3,3,1,-2,2,-1,2,3,3,3,2,2,4,2,1,2,4,8,2,4,4,2,4,1,2,5,6,6,3,4,4,4,2,4,3,6,3,2,3,3,4,7,3,1,5,5,-1,3,3,2,2,3,6,4,4,4,4,-1,2,2,3,-1,4,2,1,4,1,2,3,-1,4,4,7,-1,1,2,6,3,5,3,4,1,4,7,3,5,-1,3,3,4,2,2,2,5,3,2,1,6,6,2,-1,7,3,2,5,5,2,5,3,4,1,4,5,6,3,6,5,6,4,4,7,9,6,2,6,3,5,5,1,5,2,2,3,3,2,1,3,3,5,1,2,1,-1,1,-3,1,1,2,1,2,-1,1,-7,1,1,-5,1,-82
-73,1,-9,1,1,-3,3,-1,1,2,-1,1,3,1,4,1,-1,3,2,3,-3,2,1,2,3,5,2,-1,2,5,1,2,3,6,3,6,1,5,5,1,1,3,6,4,4,6,4,2,3,5,3,2,3,7,1,4,5,3,3,5,4,4,1,3,5,1,3,1,7,3,3,5,5,1,2,-1,3,2,3,1,2,2,1,4,3,1,4,3,6,2,-1,1,6,3,4,3,3,4,4,3,3,7,2,1,4,3,2,3,2,5,3,3,1,2,5,6,1,2,4,7,2,5,3,3,4,5,1,4,5,4,3,5,5,5,6,5,7,3,8,9,5,1,5,3,1,5,3,5,4,-1,1,4,3,1,6,2,2,1,-1,2,-4,1,1,1,2,-1,2,-1,1,-6,1,1,-4,1,-83
-73,1,-8,1,-1,1,-3,1,2,1,2,-1,1,3,1,4,1,1,1,3,2,1,-2,2,1,2,2,6,2,-1,2,5,1,1,2,8,3,5,2,5,5,-1,1,4,5,5,3,6,6,1,3,4,4,2,5,4,3,2,5,3,6,3,4,4,2,2,4,2,3,-1,7,4,2,5,6,1,1,1,2,3,2,2,2,1,2,4,2,2,3,2,7,3,-1,1,5,4,3,4,4,3,3,4,4,6,3,-1,4,3,3,2,2,3,5,2,2,1,5,7,1,2,5,5,2,5,3,4,3,5,2,3,3,7,6,2,4,6,8,3,4,6,8,8,4,3,3,5,1,5,5,3,3,1,2,3,2,2,5,3,2,1,1,-1,1,-3,1,1,1,2,-1,2,1,-7,2,-5,1,-83
