-8,1,-53,1,-2,1,-10,1,1,-2,1,2,1,-5,1,2,-1,2,1,1,1,3,-3,3,1,-3,2,-1,2,-2,2,1,-1,1,2,3,-2,3,2,-2,4,2,-1,2,2,1,2,3,2,2,1,2,4,4,2,3,1,-1,2,1,2,1,3,2,3,-1,2,4,1,3,1,1,3,-3,2,1,2,2,1,1,-1,1,-1,1,3,1,1,-1,2,2,-1,2,2,-3,1,3,-1,1,-1,1,3,1,-3,1,-21,1,-14,1,-19,1,-52
-8,1,-53,1,-3,1,-10,2,-2,1,2,-1,1,-5,3,-1,1,2,1,-1,3,1,-2,2,2,-3,1,1,2,-2,2,-1,1,1,1,3,1,-1,2,3,-2,2,3,1,1,2,1,2,3,2,2,1,1,5,2,3,4,1,1,1,2,-1,3,2,3,1,2,1,1,5,2,1,2,3,-4,2,3,-1,3,1,-2,1,-1,3,1,1,1,1,2,1,-1,3,1,-3,3,1,1,-1,1,2,1,1,-3,1,-20,1,-14,1,-19,1,-52
-8,1,-54,1,-2,1,-10,1,1,-2,2,1,1,-5,3,-1,1,1,1,1,1,3,-3,4,-4,2,1,1,-1,1,1,1,-1,2,1,3,-2,3,2,-1,1,4,1,-1,2,2,1,2,3,2,2,1,3,3,4,3,2,1,-1,2,1,2,2,2,2,3,-1,2,4,1,3,1,1,3,-3,2,2,1,2,1,1,-1,1,-1,1,3,1,1,-1,2,2,-1,3,1,-3,1,3,1,-1,1,-1,3,1,-3,1,-21,1,-14,1,-18,1,-52
-9,1,-53,1,-3,1,-10,2,-2,1,2,1,-6,3,-1,1,2,1,-1,3,1,-2,2,2,-3,1,1,2,-2,2,1,-1,1,1,3,1,-1,2,3,-2,2,3,1,1,3,-1,2,3,3,1,1,1,5,3,4,2,1,1,1,2,2,1,2,3,2,1,1,1,5,2,1,2,3,-4,2,3,1,2,1,-2,1,-1,4,-1,1,1,1,2,1,-1,3,1,-3,3,1,1,-1,1,2,1,1,-3,1,-20,1,-14,1,-19,1,-51
-9,1,-53,1,-3,1,-10,2,-2,1,2,-1,1,-5,3,-1,1,2,1,-1,3,1,-2,2,2,-3,1,1,2,-2,2,-1,1,1,1,3,1,-1,2,3,-2,2,3,1,1,2,1,2,3,3,1,1,1,5,2,4,3,1,1,1,2,-1,3,2,3,1,2,1,1,5,2,1,2,3,-4,2,3,-1,3,1,-2,1,-1,4,-1,1,1,1,2,1,-1,3,1,-3,3,1,1,-1,1,2,1,1,-3,1,-20,1,-14,1,-19,1,-51
-9,1,-53,1,-3,1,-10,2,-2,1,2,-1,1,-5,3,-1,1,2,-1,1,3,1,-2,2,2,-3,1,1,2,-2,2,-1,1,1,1,3,1,-1,2,3,-2,1,4,1,1,2,1,2,3,2,2,1,1,5,2,3,4,1,1,1,2,-1,3,2,3,1,2,1,1,5,2,1,2,3,-4,2,2,1,3,1,-2,1,-1,3,1,1,1,1,2,1,-1,3,1,-3,2,2,1,-1,1,2,1,1,-3,1,-21,1,-13,1,-19,1,-51
-9,1,-53,1,-3,1,-10,2,-2,1,2,1,-5,1,2,-1,2,1,1,-1,4,-3,3,1,-3,2,-1,2,-2,2,1,-1,1,1,4,-2,2,3,-2,3,3,-1,2,2,-1,2,3,3,2,-1,2,4,3,4,2,2,-1,2,1,2,1,3,2,2,1,2,-1,5,3,1,1,3,-3,2,-1,3,2,1,1,-2,1,-1,4,1,-1,1,1,2,1,-1,3,1,-2,1,2,1,1,-1,1,2,1,1,-2,1,-21,1,-14,1,-19,1,-51
-9,1,-54,1,-2,1,-10,2,-2,1,2,-1,1,-5,3,-1,1,2,-1,1,1,3,-2,1,3,-3,1,1,1,1,-1,1,1,1,1,1,3,1,-1,2,2,1,-1,1,4,1,-1,3,1,1,3,3,2,1,1,4,3,3,4,1,1,-1,3,-1,3,1,4,1,2,1,1,4,2,2,1,4,-4,2,2,1,3,-1,1,-1,1,-1,2,2,1,1,1,2,1,-1,3,1,-3,2,2,1,-1,1,2,1,1,-3,1,-21,1,-13,1,-19,1,-51
-3,1,-54,1,-2,1,-10,1,1,-2,2,1,1,-5,3,-2,2,1,1,1,3,-3,4,-4,2,1,1,-2,2,1,-1,2,1,3,-2,3,2,-1,1,4,1,-1,2,2,1,2,3,2,2,1,3,3,4,3,2,1,-1,2,1,2,2,2,2,3,-1,2,4,1,3,1,1,3,-3,2,2,1,2,1,1,-1,1,-1,1,3,1,1,-1,2,2,-1,3,1,-3,1,3,1,-1,1,-1,3,1,-3,1,-21,1,-14,1,-18,1,-57
-4,1,-54,1,-2,1,-10,1,1,-2,2,1,1,-5,3,-2,2,1,1,1,3,-3,4,-4,2,1,1,-2,2,1,-1,2,1,3,-2,3,2,-1,1,4,1,-1,2,2,1,2,3,2,2,1,3,3,4,3,2,1,-1,2,1,2,1,3,2,3,-1,2,4,1,3,1,1,3,-3,2,2,1,2,1,1,-1,1,-1,1,3,1,1,-1,2,2,-1,3,1,-3,1,3,1,-1,1,-1,3,1,-3,1,-21,1,-14,1,-18,1,-56
-5,1,-53,1,-2,1,-10,1,1,-2,1,2,1,-5,1,2,-1,2,1,1,1,3,-3,3,1,-3,2,-1,2,-2,2,1,-1,1,2,3,-2,3,2,-2,4,2,-1,2,2,1,2,3,2,2,1,2,4,4,2,3,1,-1,2,1,2,1,3,2,3,-1,2,4,1,3,1,1,3,-3,2,1,2,2,1,1,-1,1,-1,1,3,1,1,-1,2,2,-1,2,2,-3,1,3,-1,1,-1,1,3,1,-3,1,-21,1,-14,1,-19,1,-55
-5,1,-53,1,-3,1,-10,2,-2,1,2,1,-5,1,2,-1,2,1,1,-1,4,-3,3,1,-3,2,-1,2,-2,2,1,-1,1,1,4,-2,2,3,-2,4,2,-1,2,2,1,2,2,3,2,1,2,4,3,3,2,2,-1,2,1,2,1,3,2,3,-1,2,1,4,3,1,1,3,-3,2,-1,3,2,1,1,-2,1,-1,4,1,-1,1,1,3,-2,3,1,-2,1,2,1,1,-1,1,2,1,1,-2,1,-21,1,-14,1,-19,1,-55
-6,1,-53,1,-3,1,-10,2,-2,1,2,1,-5,1,2,-1,2,1,1,-1,4,-3,3,1,-3,2,-1,2,-2,2,1,-1,1,1,4,-2,2,3,-2,3,3,-1,2,2,-1,2,3,3,2,-1,2,4,3,4,2,2,-1,2,1,2,1,3,2,2,1,2,-1,5,3,1,1,3,-3,2,-1,3,2,1,1,-2,1,-1,4,1,-1,1,1,2,1,-1,3,1,-2,1,2,1,1,-1,1,2,1,1,-2,1,-21,1,-14,1,-19,1,-54
-6,1,-53,1,-3,1,-10,2,-2,1,2,1,-6,3,-1,1,2,1,-1,3,1,-2,2,2,-3,1,1,2,-2,2,1,-1,1,1,3,1,-1,2,3,-2,2,3,1,1,3,-1,2,3,3,1,1,1,5,3,4,2,1,1,1,2,2,1,2,3,2,1,1,1,5,2,1,2,3,-4,2,3,1,2,1,-2,1,-1,4,-1,1,1,1,2,1,-1,3,1,-3,3,1,1,-1,1,2,1,1,-3,1,-20,1,-14,1,-19,1,-54
-7,1,-54,1,-2,1,-10,1,1,-2,3,-1,1,-5,3,-1,1,1,1,1,1,3,-3,4,-4,2,1,1,-1,1,1,1,-1,2,1,3,-2,3,2,-1,1,4,1,-1,2,2,1,2,4,1,2,1,4,2,4,3,2,1,-1,2,1,2,2,3,1,3,-1,2,4,1,3,1,1,3,-3,2,2,1,2,1,1,-1,1,-1,1,3,1,1,-1,2,2,-1,3,1,-3,1,3,1,-1,1,-1,3,1,-3,1,-21,1,-14,1,-18,1,-53
-8,1,-53,1,-3,1,-10,2,-2,1,2,1,-6,3,-1,1,2,1,-1,3,1,-2,2,2,-3,1,1,2,-2,2,1,-1,1,1,3,1,-1,2,3,-2,2,3,1,1,3,-1,2,3,3,1,1,1,5,3,4,2,1,1,1,2,2,1,2,3,2,1,1,1,5,2,1,2,3,-4,2,3,1,2,1,-2,1,-1,4,-1,1,1,1,2,1,-1,3,1,-2,1,2,1,1,-1,1,2,1,1,-3,1,-20,1,-14,1,-19,1,-52
-8,1,-53,1,-3,1,-10,2,-2,1,2,-1,1,-5,3,-1,1,2,1,-1,3,1,-2,2,2,-3,1,1,2,-2,2,-1,1,1,1,3,1,-1,2,3,-2,2,3,1,1,2,1,2,3,3,1,1,1,5,2,4,3,1,1,1,2,-1,3,2,3,2,1,1,1,5,2,1,2,3,-4,2,3,1,2,1,-2,1,-1,4,-1,1,1,1,2,1,-1,3,1,-3,3,1,1,-1,1,2,1,1,-3,1,-20,1,-14,1,-19,1,-52
-8,1,-53,1,-3,1,-10,2,-2,1,2,-1,1,-5,3,-1,1,2,-1,1,3,1,-2,1,3,-3,1,1,2,-2,2,-1,1,1,1,3,1,-1,2,3,-2,1,4,1,1,2,1,2,3,2,2,1,1,5,2,3,4,1,1,-1,3,-1,3,2,3,1,2,1,1,4,3,1,1,4,-4,2,2,1,3,1,-2,1,-1,3,1,1,1,1,2,1,-1,3,1,-3,2,2,1,-1,1,2,1,1,-3,1,-21,1,-13,1,-19,1,-52
-4,1,-54,1,-2,1,-10,1,1,-2,1,2,1,-5,2,1,-1,2,1,1,1,3,-3,4,-4,2,-1,2,-2,2,1,-1,2,1,3,-2,3,2,-1,1,4,1,-1,2,2,1,2,3,2,2,1,3,3,4,2,3,1,-1,2,1,2,1,3,2,3,-1,2,4,1,3,1,1,3,-3,2,2,1,2,1,1,-1,1,-1,1,3,1,1,-1,2,2,-1,3,1,-3,1,3,-1,1,-1,1,3,1,-3,1,-21,1,-14,1,-19,1,-55
-5,1,-54,1,-2,1,-10,1,1,-2,3,-1,1,-5,3,-1,1,2,-1,1,1,3,-3,4,-4,2,1,1,-1,1,1,1,1,1,3,1,-1,2,1,2,-1,1,4,1,-1,3,1,1,3,3,2,1,1,4,3,3,4,1,1,-1,3,-1,2,2,4,1,2,1,1,4,2,2,1,3,1,-3,2,2,1,3,-1,1,-1,1,-1,2,2,1,1,-1,3,1,-1,3,1,-3,1,3,1,-1,1,1,2,1,-3,1,-21,1,-13,1,-19,1,-55
-6,1,-53,1,-3,1,-10,2,-2,1,2,1,-6,3,-1,1,2,1,-1,4,-3,3,1,-3,2,-1,2,-2,2,1,-1,1,1,3,1,-1,2,3,-2,2,3,1,1,3,-1,2,3,3,2,-1,2,4,3,4,2,1,1,1,2,2,1,3,2,2,1,1,1,5,2,1,2,3,-3,1,1,3,1,2,1,-2,1,-1,4,-1,1,1,1,2,1,-1,3,1,-2,1,2,1,1,-1,1,2,1,1,-3,1,-20,1,-14,1,-19,1,-54
-8,1,-53,1,-2,1,-11,2,-2,1,2,1,-5,1,2,-1,2,1,1,1,3,-3,3,1,-3,2,-1,2,-2,2,1,-1,1,1,4,-2,3,2,-2,4,2,-1,2,2,1,2,2,3,2,1,2,4,4,2,3,1,-1,2,1,2,1,3,2,3,-1,2,1,4,3,1,1,3,-3,2,1,2,2,1,1,-2,1,1,3,1,1,-1,1,3,-1,1,2,1,-2,1,2,1,1,-1,1,2,1,1,-2,1,-21,1,-14,1,-19,1,-52
-8,1,-53,1,-3,1,-10,2,-2,1,2,1,-5,1,2,-1,2,1,1,-1,4,-3,3,1,-3,2,-1,2,-2,2,1,-1,1,1,4,-2,2,3,-2,3,3,-1,2,2,-1,2,3,3,2,-1,2,4,3,4,2,2,-1,2,1,2,1,3,2,2,1,2,-1,5,3,1,1,3,-3,2,-1,3,2,1,1,-2,1,-1,4,1,-1,1,1,2,1,-1,3,1,-2,1,2,1,1,-1,1,2,1,1,-2,1,-21,1,-14,1,-19,1,-52
-8,1,-53,1,-3,1,-10,2,-2,1,2,1,-5,1,2,-1,2,1,1,-1,4,-3,3,1,-3,2,-1,2,-2,2,1,-1,1,1,4,-2,2,3,-2,3,3,-1,2,2,-1,2,3,3,2,-1,2,4,3,4,2,2,-1,1,2,2,1,3,2,2,1,2,-1,5,3,-1,2,3,-3,2,-1,3,2,1,1,-2,1,-1,4,1,-1,1,1,2,1,-1,3,1,-2,1,2,1,1,-1,1,2,1,1,-3,1,-20,1,-14,1,-19,1,-52
-9,1,-53,1,-2,1,-11,2,-2,1,2,1,-5,1,2,-1,2,1,1,1,3,-3,3,1,-3,2,-1,2,-2,2,1,-1,1,1,4,-2,2,3,-2,4,2,-1,2,2,1,2,2,3,2,1,2,4,3,3,3,1,-1,2,1,2,1,3,2,3,-1,2,1,4,3,1,1,3,-3,2,1,2,2,1,1,-2,1,1,3,1,-1,1,1,3,-1,1,2,1,-2,1,2,1,1,-1,1,2,1,1,-2,1,-21,1,-14,1,-19,1,-51
-9,1,-53,1,-3,1,-10,2,-2,1,2,1,-5,1,2,-1,1,2,1,-1,4,-3,3,1,-3,2,-1,2,-2,2,1,-1,1,1,4,-2,2,3,-2,3,3,-1,2,2,-1,2,3,3,2,-1,2,4,3,4,2,1,1,1,2,2,1,3,2,2,1,1,1,5,3,-1,2,3,-3,2,-1,3,2,1,1,-2,1,-1,4,-1,1,1,1,2,1,-1,3,1,-2,1,2,1,1,-1,1,2,1,1,-3,1,-20,1,-14,1,-19,1,-51
-5,1,-53,1,-2,1,-11,2,-2,1,2,1,-5,1,2,-1,2,1,1,1,3,-3,3,1,-3,2,-1,2,-2,2,1,-1,1,1,4,-2,3,2,-2,4,2,-1,2,2,1,2,2,3,2,1,2,4,4,2,3,1,-1,2,1,2,1,3,2,3,-1,2,1,4,3,1,1,3,-3,2,1,2,2,1,1,-2,1,1,3,1,1,-1,1,3,-1,1,2,1,-2,1,2,1,1,-1,1,2,1,1,-2,1,-21,1,-14,1,-19,1,-55
-8,1,-53,1,-3,1,-10,2,-2,1,2,1,-5,1,2,-1,2,1,1,-1,4,-3,3,1,-3,2,-1,2,-2,2,1,-1,1,1,4,-2,2,3,-2,4,2,-1,2,2,1,2,2,3,2,1,2,4,3,3,2,2,-1,2,1,2,1,3,2,3,-1,2,1,4,3,1,1,3,-3,2,-1,3,2,1,1,-2,1,-1,4,1,-1,1,1,3,-2,3,1,-2,1,2,1,1,-1,1,2,1,1,-2,1,-21,1,-14,1,-19,1,-52
-8,1,-53,1,-3,1,-10,2,-2,1,2,1,-6,3,-1,1,2,1,-1,4,-3,3,1,-3,2,-1,2,-2,2,1,-1,1,1,3,1,-1,2,3,-2,2,3,1,1,3,-1,2,3,3,2,-1,2,4,3,4,2,1,1,1,2,2,1,3,2,2,1,1,1,5,2,1,2,3,-3,1,1,3,2,1,1,-2,1,-1,4,-1,1,1,1,2,1,-1,3,1,-2,1,2,1,1,-1,1,2,1,1,-3,1,-20,1,-14,1,-19,1,-52
-5,1,-54,1,-2,1,-10,1,1,-2,3,-1,1,-5,3,-1,1,1,1,1,1,3,-3,4,-4,2,1,1,-1,1,1,1,-1,2,2,2,-1,1,2,2,-1,1,4,1,-1,3,1,1,2,4,1,2,1,4,2,4,3,2,1,-1,2,1,2,2,3,1,3,-1,2,4,2,2,1,2,2,-3,2,2,1,3,-1,1,-1,1,-1,1,3,1,1,-1,3,1,-1,3,1,-3,1,3,1,-1,1,-1,3,1,-3,1,-21,1,-13,1,-19,1,-55
-5,1,-54,1,-2,1,-10,1,1,-2,2,1,1,-5,3,-1,1,1,1,1,1,3,-3,4,-4,2,1,1,-1,1,1,1,-1,2,1,3,-2,3,2,-1,1,4,1,-1,2,2,1,2,3,2,2,1,3,3,4,3,2,1,-1,2,1,2,2,2,2,3,-1,2,4,1,3,1,1,3,-3,2,2,1,2,1,1,-1,1,-1,1,3,1,1,-1,2,2,-1,3,1,-3,1,3,1,-1,1,-1,3,1,-3,1,-21,1,-14,1,-18,1,-55
-6,1,-53,1,-3,1,-10,2,-2,1,2,1,-5,1,2,-1,1,2,1,-1,4,-3,3,1,-3,2,-1,2,-2,2,1,-1,1,1,4,-2,2,3,-2,3,3,-1,2,2,-1,2,3,3,2,-1,2,4,3,4,2,1,1,1,2,2,1,3,2,2,1,1,1,5,3,-1,2,3,-3,2,-1,3,2,1,1,-2,1,-1,4,-1,1,1,1,2,1,-1,3,1,-2,1,2,1,1,-1,1,2,1,1,-3,1,-20,1,-14,1,-19,1,-54
-9,1,-54,1,-2,1,-10,1,1,-2,3,-1,1,-5,3,-1,1,2,-1,1,1,3,-3,4,-4,2,1,1,-1,1,1,1,1,1,3,1,-1,1,2,2,-1,1,4,1,-1,3,1,1,3,3,1,2,1,4,3,3,4,1,1,-1,3,-1,2,2,4,1,2,1,1,4,2,2,1,3,1,-3,2,2,1,3,-1,1,-1,1,-1,1,3,1,1,-1,3,1,-1,3,1,-3,1,3,1,-1,1,1,2,1,-3,1,-21,1,-13,1,-19,1,-51
