0.0000000,0.000#0.390#0.820#0.400#0.410#0.810#0.880#0.890#0.380#0.440#0.450#0.840#0.370#0.430#0.850#0.510#0.540#0.350#0.920#0.930#0.130#0.240#0.250#0.270#0.090,1.000e-01,-00000015,000000017,0,000000001,000000320,000000000,000000000
-62,1,-6,1,-4,2,1,-1,1,1,-2,1,1,-1,1,1,4,2,-2,2,-1,1,1,-1,2,2,4,-1,2,4,1,2,5,1,2,3,4,8,4,1,2,4,5,7,4,5,5,1,5,8,6,5,7,12,9,6,11,2,7,9,9,10,8,13,8,9,4,11,7,9,14,7,9,8,7,14,6,12,10,4,10,9,10,12,15,5,11,12,8,11,10,9,8,12,9,17,5,11,6,8,10,10,6,6,14,7,9,9,9,8,2,4,6,7,2,5,3,1,5,2,5,8,4,7,4,3,1,2,2,1,4,1,2,1,1,2,2,3,-1,1,2,1,-4,1,-3,1,1,-4,1,-1,2,-5,1,-10,1,-73
-71,1,-5,1,-5,2,1,-1,1,1,-1,1,-1,1,1,-1,2,4,1,-1,1,1,1,-1,1,1,1,4,2,-1,4,2,2,5,2,2,3,4,4,6,3,1,3,5,5,6,3,7,3,5,5,6,5,8,8,12,5,10,7,4,10,7,9,10,12,9,6,7,9,8,10,13,9,7,9,4,18,4,12,11,6,5,9,12,15,13,6,10,11,7,12,8,10,12,5,12,15,9,10,9,5,10,8,9,6,10,13,5,12,8,9,4,3,6,3,6,3,5,1,4,4,2,10,3,7,4,4,1,2,2,1,4,1,3,-1,2,1,3,1,2,1,-1,3,-5,1,-3,1,1,-3,1,-1,2,-5,1,-10,1,-65
-66,1,-5,1,-5,2,1,-1,1,1,-2,1,1,1,-1,2,3,2,-1,1,1,-1,1,1,1,1,3,3,-1,2,4,1,5,2,1,3,5,2,7,4,2,2,4,4,9,3,5,4,5,3,8,4,6,7,13,9,5,10,5,7,7,8,13,9,10,7,10,5,11,9,10,13,6,9,5,11,10,10,15,4,6,8,10,13,15,10,3,14,11,7,13,8,12,7,9,11,15,8,11,4,8,8,11,5,9,14,7,9,11,6,7,3,4,5,7,2,5,2,1,7,1,8,4,6,7,3,2,1,3,1,4,1,1,2,1,2,3,1,2,1,-1,3,-5,1,-3,1,1,-3,1,-1,1,1,-4,1,-11,1,-69
-67,1,-5,1,-5,2,1,-1,1,1,-1,1,-1,1,1,1,2,3,1,-1,2,-1,1,-1,1,1,1,5,1,1,5,-1,2,5,2,2,3,4,4,6,3,1,3,6,4,6,5,6,2,5,5,6,6,8,7,13,4,11,6,5,10,7,8,11,12,9,7,6,10,6,11,13,9,7,8,6,17,5,11,10,6,6,9,12,14,13,6,11,10,9,11,9,8,12,6,12,17,6,10,9,8,8,8,8,7,10,12,9,9,8,9,3,3,6,5,4,3,6,-1,4,4,3,9,3,8,4,3,1,2,2,1,5,-1,3,-1,2,1,3,1,2,1,-1,3,-4,1,-4,2,-4,1,-1,2,-5,1,-10,1,-69
-71,1,-5,1,-5,2,1,-1,1,1,-1,1,-1,1,1,-1,2,4,1,-1,1,1,1,-1,1,1,1,3,3,-1,4,2,2,4,3,1,3,5,2,7,4,1,3,5,5,6,3,7,3,4,5,7,5,6,7,14,6,7,8,6,10,6,8,12,11,7,7,9,6,10,11,10,11,8,9,4,16,6,11,12,5,6,9,11,12,17,6,8,11,9,12,8,9,13,5,10,13,13,8,11,4,11,6,11,4,11,12,7,11,9,9,4,3,5,4,6,2,6,1,3,5,2,9,4,6,5,4,1,2,2,1,4,1,3,-1,2,1,3,1,2,1,-1,3,-5,1,-3,1,1,-3,1,-1,2,-5,1,-11,1,-64
-68,1,-5,1,-4,2,-1,1,1,1,-2,1,1,-1,1,1,4,1,1,-1,2,-1,1,1,-1,2,1,5,-1,2,4,1,1,6,1,2,3,4,6,6,1,1,4,5,8,3,4,7,1,5,8,5,6,7,9,11,6,10,4,6,9,7,12,8,14,8,9,4,10,6,10,14,7,9,7,7,16,6,10,11,5,8,10,10,13,14,4,13,8,11,12,9,10,8,8,13,16,6,9,7,9,8,8,8,7,14,8,9,9,9,8,2,4,5,8,2,4,4,1,4,3,5,8,3,8,4,3,1,1,3,1,4,1,2,-1,2,2,2,3,-1,1,1,2,-4,1,-3,1,1,-4,1,-1,2,-5,1,-10,1,-68
-68,1,-5,1,-5,2,1,-1,1,1,-1,1,-1,1,1,-1,2,4,1,-1,1,1,1,-1,1,1,1,4,2,-1,4,2,2,5,2,2,3,4,4,6,3,1,3,5,5,6,3,7,3,5,5,6,5,8,8,12,5,10,7,4,10,7,9,10,12,9,6,7,9,8,10,13,9,7,9,4,18,4,12,11,6,5,9,12,15,13,6,10,11,7,12,8,10,12,5,12,15,9,10,9,5,10,8,9,6,10,13,5,12,8,9,4,3,6,3,6,3,5,1,4,4,2,10,3,7,4,4,1,2,2,1,4,1,3,-1,2,1,3,1,2,1,-1,3,-5,1,-3,1,1,-3,1,-1,2,-5,1,-10,1,-68
-66,1,-5,1,-5,2,1,-1,1,1,-1,1,-1,1,1,-1,2,4,1,-1,1,1,1,-1,1,1,1,3,3,-1,4,2,2,4,3,1,3,5,2,7,4,1,3,5,5,6,3,7,3,4,5,7,5,6,7,14,6,7,8,6,10,6,8,12,11,7,7,9,6,10,11,10,11,8,9,4,16,6,11,12,5,6,9,11,12,17,6,8,11,9,12,8,9,13,5,10,13,13,8,11,4,11,6,11,4,11,12,7,11,9,9,4,3,5,4,6,2,6,1,3,5,2,9,4,6,5,4,1,2,2,1,4,1,3,-1,2,1,3,1,2,1,-1,3,-5,1,-3,1,1,-3,1,-1,2,-5,1,-11,1,-69
-72,1,-5,1,-4,1,1,1,-1,1,1,-1,1,-1,1,1,1,4,1,1,-1,2,-1,1,1,-1,2,1,4,1,1,5,-1,2,6,1,2,3,4,5,7,1,1,3,6,6,5,4,7,1,5,6,7,4,8,8,13,5,9,6,5,10,7,11,8,15,6,8,5,11,6,10,15,7,8,7,8,16,4,12,10,6,7,8,13,13,13,5,13,8,10,12,10,8,9,8,13,16,6,9,8,8,8,8,8,7,12,10,10,8,9,9,2,3,6,7,3,4,4,-1,5,3,3,9,3,8,5,2,1,2,3,-1,5,1,2,-1,2,2,2,1,2,1,1,2,-4,1,-4,2,-4,1,-1,2,-5,1,-10,1,-64
-72,1,-5,1,-5,2,1,-1,1,1,-1,1,-1,1,1,1,2,3,1,-1,2,-1,1,-1,1,1,1,5,1,1,5,-1,2,5,2,2,3,4,4,6,3,1,3,6,4,6,5,6,2,5,5,6,6,8,7,13,4,11,6,5,10,7,8,11,12,9,7,6,10,6,11,13,9,7,8,6,17,5,11,10,6,6,9,12,14,13,6,11,10,9,11,9,8,12,6,12,17,6,10,9,8,8,8,8,7,10,12,9,9,8,9,3,3,6,5,4,3,6,-1,4,4,3,9,3,8,4,3,1,2,2,1,5,-1,3,-1,2,1,3,1,2,1,-1,3,-4,1,-4,2,-4,1,-1,2,-5,1,-10,1,-64
-64,1,-5,1,-5,2,1,-1,1,1,-1,1,-1,1,1,1,2,3,1,-1,2,-1,1,-1,1,1,1,5,1,1,5,-1,2,5,2,2,3,4,4,6,3,1,3,6,4,6,5,6,2,5,5,6,6,8,7,13,4,11,6,5,10,7,8,11,12,9,7,6,10,6,11,13,9,7,8,6,17,5,11,10,6,6,9,12,14,13,6,11,10,9,11,9,8,12,6,12,17,6,10,9,8,8,8,8,7,10,12,9,9,8,9,3,3,6,5,4,3,6,-1,4,4,3,9,3,8,4,3,1,2,2,1,5,-1,3,-1,2,1,3,1,2,1,-1,3,-4,1,-4,2,-4,1,-1,2,-5,1,-10,1,-72
-65,1,-5,1,-5,2,1,-1,1,1,-1,1,-1,1,1,-1,2,4,1,-1,1,1,1,-1,1,1,1,4,2,-1,4,2,2,5,2,2,3,4,4,6,3,1,3,5,5,6,3,7,3,5,5,6,5,8,8,12,5,10,7,4,10,7,9,10,12,9,6,7,9,8,10,13,9,7,9,4,18,4,12,11,6,5,9,12,15,13,6,10,11,7,12,8,10,12,5,12,15,9,10,9,5,10,8,9,6,10,13,5,12,8,9,4,3,6,3,6,3,5,1,4,4,2,10,3,7,4,4,1,2,2,1,4,1,3,-1,2,1,3,1,2,1,-1,3,-5,1,-3,1,1,-3,1,-1,2,-5,1,-10,1,-71
-65,1,-5,1,-5,2,1,-1,1,1,-1,1,-1,1,1,-1,2,4,1,-1,1,1,1,-1,1,1,1,3,3,-1,4,2,2,4,3,1,3,5,2,7,4,1,3,5,5,6,3,7,3,4,5,7,5,6,7,14,6,7,8,6,10,6,8,12,11,7,7,9,6,10,11,10,11,8,9,4,16,6,11,12,5,6,9,11,12,17,6,8,11,9,12,8,9,13,5,10,13,13,8,11,4,11,6,11,4,11,12,7,11,9,9,4,3,5,4,6,2,6,1,3,5,2,9,4,6,5,4,1,2,2,1,4,1,3,-1,2,1,3,1,2,1,-1,3,-5,1,-3,1,1,-3,1,-1,2,-5,1,-11,1,-70
-65,1,-5,1,-5,2,1,-1,1,1,-2,1,1,1,-1,2,3,2,-1,1,1,-1,1,1,1,1,3,3,-1,2,4,1,5,2,1,3,5,2,7,4,2,2,4,4,9,3,5,4,5,3,8,4,6,7,13,9,5,10,5,7,7,8,13,9,10,7,10,5,11,9,10,13,6,9,5,11,10,10,15,4,6,8,10,13,15,10,3,14,11,7,13,8,12,7,9,11,15,8,11,4,8,8,11,5,9,14,7,9,11,6,7,3,4,5,7,2,5,2,1,7,1,8,4,6,7,3,2,1,3,1,4,1,1,2,1,2,3,1,2,1,-1,3,-5,1,-3,1,1,-3,1,-1,1,1,-4,1,-11,1,-70
-63,1,-6,1,-4,2,1,-1,1,1,-2,1,1,-1,1,1,4,2,-2,2,-1,1,1,-1,2,3,3,-1,2,4,1,2,5,1,3,4,3,7,4,2,2,3,5,8,4,4,5,2,4,9,5,6,7,11,9,6,11,4,5,9,9,12,6,14,7,9,5,10,9,9,13,7,9,7,7,14,6,15,7,4,10,9,13,13,12,4,13,11,7,13,10,9,7,11,9,18,4,12,6,8,9,10,6,6,15,7,9,10,9,7,2,3,7,6,3,4,3,1,6,1,7,6,6,7,2,3,1,2,2,3,2,1,2,1,1,2,2,3,-1,1,2,1,-4,1,-3,1,1,-4,1,-1,2,-4,1,-11,1,-72
