0.0000000,0.000#0.850#0.860#0.800#0.820#0.840#0.430#0.830#0.420#0.880#0.890#0.300#0.310#0.400#0.410#0.440#0.320#0.390#0.460#0.780#0.790#0.290#0.380#0.450#0.340#0.770#0.330#0.350#0.760#0.270#0.280#0.500#0.750#0.950#0.370#0.490#0.010#0.020#0.060#0.260#0.740#0.050#0.360#0.980#0.040#0.250#0.730,1.667e-01,-00000028,000000026,0,000000001,000000324,000000000,000000000
-55,1,-16,1,-15,1,-1,1,1,-1,1,-4,2,-2,1,-1,2,1,-3,1,2,-1,2,3,1,3,1,-1,1,2,1,1,1,2,1,1,2,4,3,3,3,8,6,2,-1,3,1,3,2,3,1,3,5,4,6,3,8,4,3,5,4,6,5,3,6,4,10,5,3,6,6,4,3,6,7,4,8,8,5,6,8,9,6,6,4,9,7,6,9,6,5,6,7,4,7,2,5,2,3,7,5,5,5,3,2,9,3,3,11,9,6,3,3,5,2,4,7,5,1,3,4,9,4,3,1,5,4,9,1,3,4,1,3,1,2,1,3,-1,2,2,2,1,2,3,-1,1,1,-1,2,1,4,1,-1,1,-1,2,-1,4,1,1,-16,1,-58
-51,1,-17,1,-15,1,-1,1,1,1,-4,1,1,-1,1,-1,1,2,-4,2,1,1,3,2,1,2,1,1,-1,2,1,2,1,1,1,3,1,5,2,2,9,4,4,2,2,2,2,2,2,3,1,4,4,6,5,7,4,4,4,4,4,8,3,3,5,9,6,3,6,7,6,1,7,7,2,7,10,3,10,6,8,8,6,3,5,11,4,7,10,5,6,5,5,8,3,4,3,2,5,8,3,4,6,2,4,7,3,8,12,6,4,3,6,2,3,3,9,2,1,4,3,10,3,3,2,5,8,4,2,4,2,3,1,1,2,1,2,2,1,2,2,1,3,1,-1,2,-1,1,1,3,2,1,1,-1,2,-1,1,4,1,-16,1,-62
-51,1,-17,1,-15,1,-1,1,1,1,-5,2,-1,1,-1,1,2,-4,2,1,1,3,2,1,2,1,1,-1,2,1,2,1,1,1,3,-1,5,3,2,9,4,4,2,2,1,3,2,2,3,1,4,4,6,5,7,4,4,4,4,4,8,3,3,5,9,6,3,6,7,5,2,7,7,2,6,9,5,10,6,8,8,5,4,5,11,3,7,11,4,6,6,5,8,3,4,3,2,4,9,3,4,6,2,4,7,3,7,11,8,4,3,6,2,3,3,9,2,1,3,3,11,3,3,2,4,7,6,1,4,2,2,3,1,1,2,2,2,1,1,3,1,3,1,-1,2,-1,1,1,3,2,1,1,-1,2,-1,1,4,1,-16,1,-62
-52,1,-16,1,-16,1,1,1,-1,1,-4,2,-2,1,-1,2,1,-3,1,2,-1,1,4,1,2,2,-1,1,2,-1,2,1,2,1,1,2,4,3,3,3,8,6,1,1,3,1,3,2,3,1,2,6,4,6,3,8,4,2,5,5,6,5,3,5,5,10,5,3,6,6,4,2,7,7,4,8,8,5,6,8,9,6,5,3,11,7,6,7,8,5,6,7,3,8,2,4,2,4,5,7,5,4,4,2,8,3,3,11,10,6,2,3,6,2,4,6,6,1,3,4,7,6,3,1,4,5,9,1,3,3,2,3,1,2,1,3,-1,2,1,3,1,2,3,-1,1,1,-1,1,2,4,1,-1,1,-1,2,-1,3,2,1,-16,1,-61
-52,1,-17,1,-15,1,1,1,-1,1,-4,2,-2,1,-1,2,1,-3,1,2,-1,1,4,1,1,3,-1,1,2,-1,2,1,2,1,1,2,4,2,3,1,11,5,2,1,2,2,3,2,2,2,1,6,4,7,3,8,4,2,5,4,7,5,3,5,4,11,5,3,6,4,6,2,7,6,5,8,8,4,7,8,9,6,5,3,10,8,6,7,8,4,6,6,5,7,3,4,2,4,5,7,5,4,4,2,6,4,4,8,13,6,2,3,6,2,4,6,6,1,3,4,6,7,2,2,4,4,10,1,3,3,2,3,1,2,1,2,1,2,1,3,1,2,3,-1,1,1,-1,1,1,5,1,-1,1,-1,2,-1,2,3,1,-16,1,-61
-52,1,-17,1,-15,1,1,1,-1,1,-4,2,-2,1,-1,1,2,-4,2,1,1,4,1,1,3,-1,1,1,1,2,1,1,2,-1,3,3,3,2,2,9,4,4,2,2,2,3,2,2,2,1,5,5,6,4,7,5,2,5,4,6,5,3,5,4,9,6,4,6,5,6,2,6,7,4,7,8,6,7,7,8,7,6,3,7,11,2,9,9,4,6,6,4,8,3,4,3,4,4,8,4,4,4,3,5,5,4,7,12,7,3,3,6,2,3,6,7,1,2,4,4,9,3,2,3,5,8,3,2,4,2,3,1,2,1,1,2,2,1,2,2,2,2,1,-1,2,-1,1,1,4,2,-1,1,-1,2,-1,1,4,1,-16,1,-61
-51,1,-17,1,-15,1,-1,1,1,1,-5,2,-2,1,-1,3,-4,2,1,1,2,3,1,2,1,1,-1,2,1,1,2,1,1,3,-1,5,3,2,8,4,5,2,2,1,3,2,2,3,-1,4,5,4,7,6,5,4,2,4,6,8,3,3,5,8,7,3,5,6,6,3,6,8,1,7,9,5,10,6,6,8,7,2,7,11,3,6,11,5,5,6,6,8,2,5,3,2,4,9,3,4,5,3,3,8,3,6,12,7,5,3,5,3,3,3,9,2,1,3,3,11,3,3,2,4,7,6,1,4,2,2,3,1,1,2,2,2,1,1,3,1,2,2,-1,1,1,1,1,3,2,1,1,-1,2,-1,1,4,1,-16,1,-62
-52,1,-16,1,-15,1,-1,1,1,-1,1,-4,2,-2,1,-1,2,1,-3,1,2,-1,2,3,1,3,1,-1,1,2,1,1,1,2,1,1,2,4,3,3,3,8,6,2,-1,3,1,3,2,3,1,3,5,4,6,3,8,4,3,5,4,6,5,3,6,4,10,5,3,6,6,4,3,6,7,4,8,8,5,6,8,9,6,6,4,9,7,6,9,6,5,6,7,4,7,2,5,2,3,7,5,5,5,3,2,9,3,3,11,9,6,3,3,5,2,4,7,5,1,3,4,9,4,3,1,5,4,9,1,3,4,1,3,1,2,1,3,-1,2,2,2,1,2,3,-1,1,1,-1,2,1,4,1,-1,1,-1,2,-1,4,1,1,-16,1,-61
-52,1,-17,1,-15,1,-1,1,1,1,-4,1,1,-1,1,-1,1,2,-4,2,1,1,4,1,1,3,-1,1,-1,2,1,2,1,1,1,3,1,5,2,2,9,4,4,2,2,2,2,2,3,2,1,4,4,7,4,7,5,3,4,4,4,8,3,3,5,9,7,3,6,6,6,1,7,7,3,7,9,3,10,7,8,7,6,3,6,10,4,8,9,5,6,6,4,8,3,4,3,3,4,8,3,4,6,2,5,6,4,7,12,6,4,3,6,2,3,3,9,2,1,4,4,10,2,3,2,5,8,4,2,4,2,3,1,1,2,1,2,2,1,2,2,1,3,1,-1,2,-1,1,1,4,1,1,1,-1,2,-1,1,4,1,-16,1,-61
-54,1,-17,1,-15,1,1,-1,1,1,-4,1,1,-1,1,-1,1,2,-4,2,1,1,4,1,1,3,-1,1,-1,2,2,1,1,1,1,3,2,4,2,2,9,4,4,2,2,2,2,3,2,2,1,5,4,7,4,7,4,3,5,3,7,5,3,5,4,9,6,3,7,5,6,2,6,7,4,7,8,5,8,7,8,7,6,3,7,11,2,8,10,4,6,6,4,8,3,4,3,4,4,8,4,4,4,3,4,6,4,7,12,6,4,3,6,2,3,4,9,1,2,4,4,9,3,2,3,5,8,3,2,4,2,3,1,1,2,1,2,2,1,2,2,2,2,1,-1,2,-1,1,1,4,2,-1,1,-1,2,-1,1,4,1,-16,1,-59
-54,1,-17,1,-15,1,1,-1,1,1,-4,1,1,-1,1,-1,1,2,-4,2,1,1,4,1,1,3,-1,1,-1,2,1,2,1,1,1,3,1,5,2,2,9,4,4,2,2,2,2,3,2,2,1,5,3,7,4,7,5,3,4,4,5,7,3,3,5,9,7,3,6,6,6,1,7,7,3,7,9,3,10,7,8,7,6,3,6,10,4,8,9,5,6,6,4,8,3,4,3,3,4,8,4,4,5,2,5,6,4,7,12,6,4,3,6,2,3,4,9,1,1,4,5,9,2,3,2,5,8,4,2,4,2,3,1,1,2,1,2,2,1,2,2,1,3,1,-1,2,-1,1,1,4,1,1,1,-1,2,-1,1,4,1,-16,1,-59
-51,1,-17,1,-15,1,1,-1,1,1,-4,1,1,-1,1,-1,1,2,-4,2,1,1,4,1,1,3,-1,1,-1,2,1,2,1,1,1,3,1,5,2,2,9,4,4,2,2,2,2,3,2,2,1,5,3,7,4,7,5,3,4,4,5,7,3,3,5,9,7,3,6,6,6,1,7,7,3,7,9,3,10,7,8,7,6,3,6,10,4,8,9,5,6,6,4,8,3,4,3,3,4,8,4,4,5,2,5,6,4,7,12,6,4,3,6,2,3,4,9,1,1,4,5,9,2,3,2,5,8,4,2,4,2,3,1,1,2,1,2,2,1,2,2,1,3,1,-1,2,-1,1,1,4,1,1,1,-1,2,-1,1,4,1,-16,1,-62
-52,1,-16,1,-15,1,-1,1,1,-1,1,-4,2,-2,1,-1,2,1,-3,1,2,-1,2,3,1,3,1,1,-1,2,1,1,1,2,1,2,1,4,3,3,3,8,6,2,-1,3,2,2,3,3,-1,3,5,4,7,2,8,4,3,5,5,5,6,2,6,4,10,5,3,6,6,4,3,9,4,4,9,7,6,5,8,10,6,5,5,8,7,6,11,5,4,6,7,4,7,2,5,2,3,8,5,5,4,4,1,9,3,3,11,11,4,3,3,5,3,4,6,5,1,3,4,10,3,3,1,5,4,9,1,3,4,1,3,1,2,1,3,1,1,2,2,1,2,3,-1,1,1,-1,2,1,4,1,-1,1,-1,2,-1,4,1,1,-16,1,-61
-52,1,-17,1,-15,1,1,-1,1,1,-4,1,1,-1,1,-1,1,2,-4,2,1,1,4,1,1,3,-1,1,-1,2,2,1,1,1,1,3,2,4,2,2,9,4,4,2,2,2,2,3,2,2,1,5,4,7,4,6,5,3,5,3,7,5,3,5,4,8,7,3,6,6,6,2,6,7,4,6,9,4,9,7,8,7,6,3,6,11,3,8,9,5,6,6,4,8,3,4,3,3,5,7,5,3,5,3,4,6,4,7,12,6,4,3,6,2,3,4,9,1,2,4,4,9,2,3,3,5,7,4,2,4,2,3,1,1,2,1,2,2,1,2,2,2,2,1,-1,2,-1,1,1,4,2,-1,1,-1,2,-1,1,4,1,-16,1,-61
-51,1,-17,1,-15,1,-1,1,1,-1,1,-4,2,-2,1,-1,3,-4,2,1,1,2,2,2,2,1,1,-1,2,1,1,1,2,1,3,-1,4,4,2,6,5,6,2,2,1,3,1,3,3,-1,4,5,4,7,5,6,4,2,4,6,7,3,3,6,7,8,3,5,4,8,2,5,10,1,7,7,7,6,8,7,7,7,4,7,11,3,6,11,5,5,6,5,8,3,5,3,1,3,10,3,5,5,3,2,9,2,7,11,7,6,3,3,4,3,4,8,3,1,2,4,11,3,2,3,4,7,6,1,4,2,2,2,2,1,2,2,1,2,1,3,-1,3,2,-1,1,1,1,1,2,3,1,1,-1,1,1,-1,5,-1,1,-15,1,-62
-54,1,-17,1,-15,1,1,1,-1,1,-4,2,-2,1,-1,1,2,-4,2,1,1,4,1,1,3,-1,1,1,1,2,1,1,2,-1,3,3,3,2,2,10,5,2,2,2,2,3,2,2,2,1,5,5,6,4,7,5,2,5,4,6,5,3,5,4,9,6,4,6,5,6,2,6,7,4,7,8,6,7,7,8,7,6,3,8,10,3,8,9,4,6,6,5,7,3,5,2,4,4,8,4,4,4,3,5,5,4,7,12,7,3,3,6,2,3,6,7,1,2,4,4,9,3,2,3,5,8,3,2,4,2,3,1,2,1,1,2,2,1,2,2,2,2,1,-1,2,-1,1,1,4,2,-1,1,-1,2,-1,1,4,1,-16,1,-59
-51,1,-17,1,-15,1,-1,1,1,-1,1,-4,2,-2,1,-1,3,-4,2,1,1,2,3,1,2,1,1,-1,2,1,1,1,2,1,3,-1,5,3,2,8,4,5,2,2,1,3,2,2,3,-1,4,5,4,7,5,6,4,2,4,6,8,2,3,6,7,8,3,5,4,8,3,5,9,1,7,9,5,7,8,7,6,7,4,7,11,3,6,11,5,5,6,5,8,3,5,3,1,4,10,2,5,5,3,2,9,3,6,12,7,5,3,5,2,3,4,9,2,1,3,3,11,3,2,3,4,7,6,1,4,2,2,2,2,1,2,2,2,1,1,3,-1,3,2,-1,1,1,1,1,3,2,1,1,-1,1,1,-1,5,-1,1,-15,1,-62
-51,1,-17,1,-15,1,-1,1,1,-1,1,-4,2,-2,1,-1,3,-4,2,1,-1,3,2,1,3,1,1,-1,2,1,1,1,2,1,3,-1,4,4,2,4,7,6,2,2,1,3,1,3,3,-1,4,5,3,7,5,7,3,3,4,5,7,4,3,5,7,8,4,3,6,8,2,5,8,3,6,8,6,7,7,7,8,7,4,7,11,2,7,10,6,5,6,5,7,4,4,3,2,3,10,3,5,5,3,1,10,2,7,9,9,6,2,4,3,4,4,7,4,1,2,4,11,2,3,3,4,7,6,1,4,2,1,3,2,1,2,2,1,1,2,3,-1,3,2,-1,1,1,1,1,2,3,1,1,-2,2,-1,5,-1,1,-15,1,-62
-54,1,-17,1,-15,1,1,1,-1,1,-4,2,-2,1,-1,1,2,-3,1,1,1,1,4,1,1,3,-1,1,2,-1,2,1,2,1,1,2,4,2,2,2,11,4,2,2,2,2,3,2,2,2,1,5,5,6,4,7,5,2,5,4,7,4,3,5,4,10,6,4,5,5,6,2,6,7,4,8,9,4,7,7,10,5,6,3,9,9,3,8,10,3,6,6,5,7,3,5,2,4,4,8,4,4,5,2,6,4,4,7,12,8,2,3,6,2,4,5,7,1,3,3,7,7,2,2,3,5,9,2,2,4,2,3,1,2,1,2,1,2,1,3,1,2,2,1,-1,2,-1,1,1,5,1,-1,1,-1,2,-1,1,4,1,-16,1,-59
-51,1,-17,1,-15,1,1,1,-1,1,-4,2,-2,1,-1,1,2,-4,2,1,1,4,1,1,3,-1,1,1,1,2,1,1,2,-1,3,3,3,2,2,10,5,2,2,2,2,3,2,2,2,1,5,5,6,4,7,5,2,5,4,6,5,3,5,4,9,6,4,6,5,6,2,6,7,4,7,8,6,7,7,8,7,6,3,8,10,3,8,9,4,6,6,5,7,3,5,2,4,4,8,4,4,4,3,5,5,4,7,12,7,3,3,6,2,3,6,7,1,2,4,4,9,3,2,3,5,8,3,2,4,2,3,1,2,1,1,2,2,1,2,2,2,2,1,-1,2,-1,1,1,4,2,-1,1,-1,2,-1,1,4,1,-16,1,-62
-51,1,-17,1,-15,1,1,-1,1,1,-4,1,1,-1,1,-1,1,2,-4,2,1,1,4,1,1,3,-1,1,-1,2,2,1,1,1,1,3,2,4,2,2,9,4,4,2,2,2,2,3,2,2,1,5,4,7,4,7,4,3,5,3,7,5,3,5,4,9,6,3,7,5,6,2,6,7,4,7,8,5,8,7,8,7,6,3,7,11,2,8,10,4,6,6,4,8,3,4,3,4,4,8,4,4,4,3,4,6,4,7,12,6,4,3,6,2,3,4,9,1,2,4,4,9,3,2,3,5,8,3,2,4,2,3,1,1,2,1,2,2,1,2,2,2,2,1,-1,2,-1,1,1,4,2,-1,1,-1,2,-1,1,4,1,-16,1,-62
-52,1,-17,1,-15,1,-1,1,1,-1,1,-4,2,-2,1,-1,3,-4,2,1,1,2,3,1,2,1,1,-1,2,1,1,1,2,1,3,-1,5,3,2,7,4,6,2,2,1,3,2,2,3,-1,4,5,4,7,5,6,4,2,4,6,7,3,3,6,7,8,3,5,4,8,3,4,10,1,7,9,5,6,9,7,6,7,4,7,11,3,6,11,5,5,6,5,8,3,5,3,1,4,10,2,5,5,3,2,9,3,6,11,7,6,3,4,3,3,4,9,2,1,2,4,11,3,2,3,4,7,6,1,4,2,2,2,2,1,2,2,1,2,1,3,-1,3,2,-1,1,1,1,1,2,3,1,1,-1,1,1,-1,5,-1,1,-15,1,-61
-54,1,-17,1,-15,1,1,1,-1,1,-4,2,-2,1,-1,2,1,-3,1,1,1,1,4,1,1,3,-1,1,2,-1,2,1,2,1,1,2,4,2,3,1,11,4,3,1,2,2,3,2,2,2,1,6,4,7,3,8,4,2,5,4,7,4,4,5,4,11,5,3,6,4,6,2,7,6,4,8,9,4,7,8,9,5,6,3,10,8,6,6,9,3,6,7,5,7,3,4,2,4,5,7,5,3,5,2,6,4,4,8,11,8,2,3,6,2,4,6,6,1,3,4,6,7,2,2,3,5,10,1,3,3,2,3,1,2,1,2,1,2,1,3,1,2,3,-1,1,1,-1,1,1,5,1,-1,1,-1,2,-1,2,3,1,-16,1,-59
-55,1,-17,1,-15,1,1,-1,1,1,-4,1,1,-1,1,-1,1,2,-4,2,1,1,4,1,1,3,-1,1,-1,2,2,1,1,1,1,3,2,4,2,2,9,4,4,2,2,2,2,3,2,2,1,5,4,7,4,6,5,3,5,3,7,5,3,5,4,8,7,3,6,6,6,2,6,7,4,6,9,4,9,7,8,7,6,3,6,11,3,8,9,5,6,6,4,8,3,4,3,3,5,7,5,3,5,3,4,6,4,7,12,6,4,3,6,2,3,4,9,1,2,4,4,9,2,3,3,5,7,4,2,4,2,3,1,1,2,1,2,2,1,2,2,2,2,1,-1,2,-1,1,1,4,2,-1,1,-1,2,-1,1,4,1,-16,1,-58
-52,1,-16,1,-15,1,-1,1,1,-1,1,-4,2,-2,1,-1,2,1,-3,1,2,-1,2,3,1,3,1,1,-1,2,1,1,1,2,1,2,1,4,3,3,4,7,6,2,-1,3,3,1,3,3,-1,3,6,3,7,2,9,3,4,4,5,5,6,3,5,4,11,4,3,6,7,3,5,7,4,6,7,7,6,7,7,9,6,5,5,9,6,6,11,5,6,5,6,5,6,3,4,2,3,9,4,5,4,4,1,9,3,7,8,10,4,4,2,5,4,3,7,4,1,3,4,10,3,3,1,6,5,8,1,3,3,1,3,1,2,2,2,1,1,2,3,-1,2,3,-1,1,1,-1,2,1,4,1,-1,1,-1,2,-1,5,-1,1,-15,1,-62
-52,1,-17,1,-15,1,-1,1,1,-1,1,-4,2,-2,1,-1,3,-4,2,1,1,2,3,1,2,1,1,-1,2,1,1,2,1,1,3,-1,5,3,2,8,4,5,2,2,1,3,2,2,3,-1,4,5,4,7,5,6,4,2,4,6,8,3,2,6,8,7,3,5,6,6,3,6,8,1,7,9,5,10,5,7,8,6,3,7,11,3,6,11,5,5,6,5,9,2,5,3,2,4,9,2,5,5,3,2,9,3,6,12,7,5,3,5,3,2,4,9,2,1,3,3,11,3,3,2,4,7,6,1,4,2,2,3,1,1,2,2,2,1,1,3,-1,3,2,-1,1,1,1,1,3,2,1,1,-1,2,-1,1,4,-1,1,-15,1,-61
-49,1,-17,1,-15,1,-1,1,1,-1,1,-4,2,-2,1,-1,3,-4,2,1,1,2,2,1,3,1,1,-1,2,1,1,1,2,1,3,-1,4,4,2,6,5,6,2,2,1,3,1,3,3,-1,4,5,4,7,5,6,3,3,4,6,7,3,3,6,7,8,3,3,6,8,2,5,9,2,6,8,6,7,8,7,7,7,4,7,11,3,6,11,5,5,6,5,8,3,5,3,1,3,10,3,5,5,3,2,9,2,7,11,7,6,3,3,4,3,4,8,3,1,2,4,11,3,2,3,4,7,6,1,4,2,2,2,2,1,2,2,1,1,2,3,-1,3,2,-1,1,1,1,1,2,3,1,1,-1,1,1,-1,5,-1,1,-15,1,-64
-49,1,-17,1,-15,1,-1,1,1,-1,1,-4,2,-2,1,-1,3,-4,2,1,-1,2,3,1,3,1,1,-1,2,1,1,1,2,1,2,1,4,4,2,4,7,6,2,1,2,3,1,3,3,-1,4,5,3,7,3,8,4,3,4,5,6,5,3,5,7,8,4,3,6,8,2,5,8,3,6,8,6,7,7,6,9,7,4,7,10,3,7,10,6,5,6,5,7,4,4,3,2,3,9,4,5,5,3,1,10,2,7,9,9,6,2,3,4,4,4,7,4,1,2,4,11,2,3,1,6,7,6,1,4,2,1,3,2,1,2,2,1,1,2,3,-1,3,2,-1,1,1,1,1,2,3,1,1,-2,2,-1,5,-1,1,-15,1,-64
-50,1,-16,1,-16,1,1,1,-1,1,-4,2,-2,1,-1,2,1,-3,1,2,-1,2,3,1,2,2,-1,1,2,1,1,1,2,1,1,2,4,3,3,3,8,6,2,-1,3,1,3,2,3,1,2,6,4,6,3,8,4,3,5,4,6,5,3,6,4,10,5,3,6,6,4,2,7,7,4,8,8,5,6,8,9,6,6,4,9,7,6,8,7,5,6,7,4,7,2,5,2,3,6,6,5,4,4,2,8,4,2,12,9,6,3,2,6,2,4,7,5,1,3,4,8,5,3,1,5,4,9,1,3,4,1,3,1,2,1,3,-1,2,2,2,1,2,3,-1,1,1,-1,2,1,4,1,-1,1,-1,2,-1,3,2,1,-16,1,-63
