0.0000000,0.000#0.690#0.630#0.640#0.650#0.670#0.680#0.620#0.700#0.830#0.840#0.850#0.860#0.900#0.910#0.920#0.930#0.940#0.180#0.610#0.710#0.720#0.880#0.890#0.950#0.960#0.990#0.010#0.020#0.030#0.120#0.170#0.400#0.580#0.590#0.600#0.730#0.810#0.820#0.870#0.110#0.570#0.740#0.790#0.800#0.190#0.210#0.220#0.270#0.280#0.290#0.300#0.410#0.420#0.430#0.480#0.490#0.500#0.060#0.070#0.090#0.100#0.130#0.140#0.150#0.160#0.200#0.230#0.240#0.250#0.260#0.310#0.320#0.330#0.340#0.370#0.380#0.390#0.440#0.450#0.530#0.540#0.560#0.750#0.760#0.770#0.780#0.040#0.050#0.080,1.000e+00,-00000158,000000152,0,000000001,000000310,000000000,000000000
-111,1,-4,1,-1,1,-3,2,2,2,-1,2,3,-2,2,-2,1,-2,1,1,-2,3,-2,3,-1,2,2,4,1,-1,1,-1,2,2,1,2,3,2,1,2,3,3,-1,1,1,3,4,6,3,4,1,1,2,1,2,1,1,-1,1,1,-1,2,2,1,-1,1,-7,1,1,-6,1,1,1,1,-2,1,-5,1,-2,1,-93
-112,1,-3,1,-2,1,-3,2,4,-1,1,2,2,-2,2,-2,1,-2,2,-3,3,-2,3,1,1,2,4,1,-1,1,2,-1,2,2,4,2,1,-1,2,4,2,-1,1,1,4,5,5,3,4,-1,2,1,1,2,1,1,-1,1,1,1,2,1,1,1,-8,2,-7,1,2,-1,1,-2,1,-5,1,-1,1,-93
-112,1,-3,1,-2,1,-3,2,4,-1,1,2,2,-2,2,-2,1,-2,2,-3,3,-2,3,1,1,4,3,-2,1,2,-1,2,2,4,2,1,-1,2,4,2,-1,1,1,4,5,5,3,4,-1,2,1,1,2,1,1,-1,1,1,1,2,1,1,1,-8,2,-7,1,2,-1,1,-2,1,-5,1,-1,1,-93
-112,1,-3,1,-2,1,-3,2,4,-1,1,2,2,-2,2,-2,1,-2,2,-3,3,-2,3,1,1,4,3,-2,1,2,-1,2,2,4,2,1,-1,2,4,2,-1,1,1,4,5,5,3,4,-1,2,1,1,2,1,1,-1,1,1,1,2,1,1,1,-8,2,-7,1,2,-1,1,-2,1,-5,1,-1,1,-93
-112,1,-3,1,-2,1,-3,2,4,-1,1,2,2,-2,2,-2,1,-2,2,-3,3,-2,3,1,1,4,3,-2,1,2,-1,2,2,4,2,1,-1,2,4,2,-1,1,1,4,5,5,3,4,-1,2,1,1,2,1,1,-1,1,1,1,2,1,1,1,-8,2,-7,1,2,-1,1,-2,1,-5,1,-1,1,-93
-112,1,-3,1,-2,1,-3,2,4,-1,1,2,2,-2,2,-2,1,-2,2,-3,3,-2,3,1,1,3,3,1,-1,1,2,-1,2,2,4,2,1,-1,2,4,2,-1,1,1,4,5,5,3,4,-1,2,1,1,2,1,1,-1,1,1,1,2,1,1,1,-8,2,-7,1,2,-1,1,-2,1,-5,1,-1,1,-93
-112,1,-3,1,-2,1,-3,2,4,-1,1,2,2,-2,2,-2,1,-2,2,-3,3,-2,3,1,1,3,3,1,-1,1,2,-1,2,2,4,2,1,-1,2,4,2,-1,1,1,4,5,5,3,4,-1,2,1,1,2,1,1,-1,1,1,1,2,1,1,1,-8,2,-7,1,2,-1,1,-2,1,-5,1,-1,1,-93
-112,1,-3,1,-2,1,-3,2,4,-1,1,2,2,-2,2,-2,1,-2,2,-3,3,-2,3,1,1,4,3,-2,1,2,-1,2,2,4,2,1,-1,2,4,2,-1,1,1,4,5,5,3,4,-1,2,1,1,2,1,1,-1,1,1,1,2,2,-1,1,-8,2,-7,1,2,-1,1,-2,1,-5,1,-1,1,-93
-112,1,-4,1,-1,1,-3,2,4,-1,1,2,2,-2,2,-2,1,-2,2,-3,3,-2,3,1,1,2,4,1,-1,1,2,-1,2,2,4,2,1,-1,2,4,2,-1,1,1,4,5,5,3,4,-1,1,2,1,2,1,1,-1,1,1,1,2,1,1,1,-8,2,-7,1,2,-1,1,-2,1,-5,1,-1,1,-93
-112,1,-4,1,-1,1,-3,2,4,-2,3,2,-2,2,-2,1,-2,2,-3,3,-2,3,-1,2,2,4,1,-1,1,2,-1,2,2,1,3,3,-1,2,4,2,-1,1,1,4,4,5,4,4,-1,1,2,1,2,1,1,-1,1,1,-1,3,1,1,1,-8,2,-7,1,2,-1,1,-2,1,-5,1,-1,1,-93
-112,1,-4,1,-1,1,-3,2,4,-2,3,2,-2,2,-2,1,-2,2,-3,3,-2,3,-1,2,2,4,1,-1,1,2,-1,2,2,1,3,3,-1,2,4,2,-1,1,1,4,4,5,4,4,-1,1,2,1,2,1,1,-1,1,1,-1,3,1,1,1,-8,2,-7,1,2,-1,1,-2,1,-5,1,-1,1,-93
-112,1,-4,1,-1,1,-3,2,4,-2,3,2,-2,2,-2,1,-2,2,-3,3,-2,3,-1,2,2,4,1,-1,1,2,-1,2,2,1,3,3,-1,2,4,2,-1,1,1,4,4,5,4,3,1,1,2,1,2,1,1,-1,1,1,-1,3,1,1,1,-8,2,-7,1,1,1,1,-2,1,-5,1,-1,1,-93
-112,1,-4,1,-1,1,-3,2,4,-2,3,2,-2,2,-2,1,-2,2,-3,3,-2,3,-1,2,2,4,1,-1,1,2,-1,2,2,1,3,3,-1,2,4,2,-1,1,1,4,4,5,4,3,1,1,2,1,2,1,1,-1,1,1,-1,3,1,1,1,-8,2,-7,1,1,1,1,-2,1,-5,1,-1,1,-93
-112,1,-4,1,-1,1,-3,2,4,-2,2,3,-2,2,-2,1,-2,2,-3,3,-2,3,-1,2,2,4,1,-1,1,1,1,2,2,1,3,2,1,2,4,2,-1,1,1,4,3,6,3,4,1,1,2,1,2,1,1,-1,1,1,-1,3,1,1,1,-8,2,-7,1,1,1,1,-2,1,-5,1,-2,1,-92
-112,1,-4,1,-1,1,-3,2,4,-2,2,3,-2,2,-2,1,-2,2,-3,3,-2,3,-1,2,2,4,1,-1,1,1,1,2,2,1,3,2,1,2,4,2,-1,1,1,4,3,6,3,4,1,1,2,1,2,1,1,-1,1,1,-1,3,1,1,1,-8,2,-7,1,1,1,1,-2,1,-5,1,-2,1,-92
-112,1,-4,1,-1,1,-3,2,4,-2,2,3,-2,2,-2,1,-2,2,-3,3,-2,3,-1,2,2,4,1,-1,1,1,1,2,2,1,3,2,1,2,4,2,-1,1,1,4,3,6,3,4,1,1,2,1,2,1,1,-1,1,1,-1,3,1,1,1,-8,2,-7,1,1,1,1,-2,1,-5,1,-2,1,-92
-112,1,-4,1,-1,1,-3,2,4,-2,2,3,-2,2,-2,1,-2,2,-3,3,-2,3,-1,2,2,4,1,-1,1,1,1,2,2,1,3,2,1,2,3,3,-1,1,1,3,4,6,3,4,1,1,2,1,2,1,1,-1,1,1,-1,3,1,1,1,-8,2,-7,1,1,1,1,-2,1,-5,1,-2,1,-92
-112,1,-4,1,-1,1,-3,2,4,-2,2,3,-2,2,-2,1,-2,2,-3,3,-2,3,-1,2,2,4,1,-1,1,1,1,2,2,1,3,2,1,2,3,3,-1,1,1,3,4,6,3,4,1,1,2,1,2,1,1,-1,1,1,-1,3,1,1,1,-8,2,-7,1,1,1,1,-2,1,-5,1,-2,1,-92
-111,1,-4,1,-1,1,-3,2,1,3,-1,2,2,1,-1,2,-2,1,-3,2,-2,1,2,-1,3,-1,1,2,4,2,-2,1,2,2,1,2,3,2,1,1,1,6,-1,1,-1,3,5,3,5,4,2,1,2,-1,3,1,-1,1,-1,2,-1,2,1,2,-1,1,-7,1,1,-7,1,2,1,-3,1,-4,1,-2,1,-93
-112,1,-3,1,-2,1,-3,2,4,-1,1,2,2,-2,2,-2,1,-2,2,-3,3,-1,1,2,1,1,4,3,-2,1,2,-1,2,2,4,2,1,-1,2,4,2,-1,1,1,4,5,5,3,4,-1,2,1,1,2,1,1,-1,1,1,1,2,2,-1,1,-8,2,-7,1,2,-1,1,-2,1,-5,1,-1,1,-93
-112,1,-4,1,-1,1,-3,2,4,-1,1,2,2,-2,2,-2,1,-2,2,-3,3,-2,3,1,1,2,4,1,-1,1,2,-1,2,2,3,3,1,-1,2,4,2,-1,1,1,4,5,5,3,4,-1,1,2,1,2,1,1,-1,1,1,1,2,1,1,1,-8,2,-7,1,2,-1,1,-2,1,-5,1,-1,1,-93
-112,1,-4,1,-1,1,-3,2,4,-1,1,2,2,-2,2,-2,1,-2,2,-3,3,-2,3,1,1,2,4,1,-1,1,2,-1,2,2,3,3,1,-1,2,4,2,-1,1,1,4,5,5,3,4,-1,1,2,1,2,1,1,-1,1,1,1,2,1,1,1,-8,2,-7,1,2,-1,1,-2,1,-5,1,-1,1,-93
-112,1,-4,1,-1,1,-3,2,4,-2,3,2,-2,2,-2,1,-2,2,-3,3,-2,3,-1,2,2,4,1,-1,1,1,1,2,2,1,3,2,1,2,4,2,-1,1,1,4,3,6,3,4,1,1,2,1,2,1,1,-1,1,1,-1,3,1,1,1,-8,2,-7,1,1,1,1,-2,1,-5,1,-2,1,-92
-112,1,-4,1,-1,1,-3,2,4,-2,3,2,-2,2,-2,1,-2,2,-3,3,-2,3,-1,2,2,4,1,-1,1,1,1,2,2,1,3,2,1,2,4,2,-1,1,1,4,3,6,3,4,1,1,2,1,2,1,1,-1,1,1,-1,3,1,1,1,-8,2,-7,1,1,1,1,-2,1,-5,1,-2,1,-92
-112,1,-4,1,-1,1,-3,2,4,-2,2,3,-2,2,-2,1,-2,2,-3,3,-2,3,-1,2,2,4,1,-1,1,-1,2,2,2,1,3,2,1,2,3,3,-1,1,1,3,4,6,3,4,1,1,2,1,2,1,1,-1,1,1,-1,3,1,1,1,-8,2,-7,1,1,1,1,-2,1,-5,1,-2,1,-92
