0.0000000,0.000#0.360#0.350#0.540#0.550#0.580#0.260#0.280#0.300#0.380#0.520#0.590#0.250#0.270#0.290#0.530#0.090#0.100#0.110#0.240#0.310#0.320#0.600#0.120#0.330#0.500#0.510#0.130#0.140#0.340#0.430#0.610#0.620#0.630#0.150#0.160#0.170#0.640#0.440#0.800#0.790#0.060#0.450#0.770#0.810#0.820#0.890#0.030#0.050#0.840#0.910#0.780#0.940#0.850#0.870#0.930#0.980#0.020,1.667e-01,-00000028,000000027,0,000000001,000000330,000000000,000000000
-68,1,-10,1,-2,1,-1,1,-3,1,-1,1,1,-1,1,-1,1,-4,1,1,-2,1,1,1,-2,1,1,1,1,3,-1,1,-1,1,-1,1,3,3,2,1,2,-1,1,2,1,3,2,-1,2,4,2,3,4,2,-1,1,4,1,1,4,2,2,2,2,4,2,5,5,5,9,4,6,4,5,5,5,5,6,7,9,8,2,14,2,6,1,5,7,3,6,5,7,1,6,9,5,5,3,3,5,3,3,3,4,6,2,3,4,4,2,3,6,8,1,2,4,7,2,8,13,1,3,4,4,3,3,2,2,2,3,2,4,1,7,3,1,3,3,3,1,-1,2,-1,1,1,-1,1,-1,3,-4,1,2,-5,1,-4,1,-6,1,-14,1,1,-57
-68,1,-10,1,-2,1,-2,1,-2,1,-1,1,-1,1,-1,1,-1,1,-4,2,-2,1,1,1,-3,2,1,1,1,2,1,-2,1,1,2,2,3,2,2,-2,2,2,2,1,2,2,4,2,3,1,4,1,1,3,2,1,4,1,3,1,2,5,-1,4,5,6,9,4,6,4,7,3,4,5,8,7,7,8,5,9,6,3,4,4,7,2,6,7,4,4,5,7,6,5,5,4,2,4,3,4,4,1,7,3,3,5,3,3,3,8,4,1,4,5,5,3,15,3,3,3,5,3,2,3,1,2,3,3,3,3,3,7,1,2,2,4,1,1,-1,2,-1,1,1,1,-1,2,1,-3,1,1,1,-5,1,-4,1,-6,1,-13,1,-1,1,-56
-66,1,-10,1,-2,1,-2,1,-2,1,-1,1,-1,1,-1,1,-1,1,-3,1,1,-2,1,1,1,-3,2,1,1,1,2,1,-2,1,1,3,1,3,2,2,-1,1,1,2,2,2,1,2,4,2,3,2,3,1,1,3,2,1,4,1,3,1,2,5,-1,4,6,5,9,4,6,5,6,3,4,5,8,7,7,8,5,9,6,3,4,4,7,2,6,7,4,5,5,6,6,5,5,4,3,3,3,4,4,2,6,3,4,5,2,3,3,8,4,1,4,5,5,3,15,3,3,3,5,3,2,3,1,3,2,3,4,2,3,7,1,2,2,4,1,1,-1,2,-1,1,1,1,-1,2,1,-3,1,1,1,-5,1,-4,1,-5,1,-14,1,-1,1,-58
-66,1,-10,1,-2,1,-2,1,-2,1,-2,1,1,-1,1,-1,1,-4,2,-2,1,1,1,-3,2,1,1,1,2,1,-2,1,1,2,1,3,3,2,-2,2,2,2,1,2,2,3,3,3,1,4,1,1,3,2,1,4,1,3,1,2,3,2,4,4,5,11,4,6,4,6,4,4,5,8,7,7,8,5,9,6,3,4,3,7,3,6,7,4,4,5,7,6,4,6,4,2,4,3,4,4,1,7,3,1,5,5,3,3,7,5,1,3,6,5,3,14,4,3,3,5,3,2,3,1,2,3,3,3,3,3,7,1,2,2,4,1,1,-1,2,-1,1,1,1,-1,2,1,-3,1,1,1,-5,1,-4,1,-6,1,-13,1,-1,1,-58
-66,1,-10,1,-3,1,-1,1,-3,1,-1,1,1,-1,1,-1,1,-4,1,1,-2,1,2,-3,2,-1,1,2,2,1,-2,1,-1,3,1,3,2,3,-2,2,2,1,2,2,-1,4,4,3,1,4,1,1,2,2,2,3,1,3,1,3,2,3,3,4,6,10,5,6,3,6,3,5,6,6,8,6,8,5,8,9,2,5,3,6,4,6,4,7,4,5,6,7,4,6,3,3,4,2,5,3,2,7,3,1,5,5,2,4,5,7,1,3,4,7,3,11,7,3,3,4,4,2,3,1,2,3,3,3,3,2,6,3,1,3,4,1,1,-1,2,-1,1,1,1,-1,1,2,-4,1,2,-5,1,-4,1,-6,1,-13,1,-1,1,-58
-68,1,-10,1,-2,1,-2,1,-2,1,-1,1,1,-1,1,-2,1,-3,1,1,-2,1,1,1,-2,1,1,1,1,2,1,1,-1,1,-1,1,3,2,3,1,2,-1,1,2,1,3,1,1,2,4,2,3,4,2,-1,1,4,1,1,4,2,2,2,2,4,2,4,5,5,10,4,6,3,6,5,4,5,7,7,8,8,3,13,3,6,1,5,7,3,6,4,8,1,6,9,4,6,3,3,5,3,3,2,5,6,2,3,4,4,2,3,5,9,1,2,4,6,3,8,13,-1,4,3,5,3,3,2,1,3,3,2,4,1,6,4,1,3,3,2,2,-1,2,-1,1,1,-1,1,-1,2,1,-3,1,2,-5,1,-4,1,-6,1,-14,1,1,-57
-65,1,-10,1,-2,1,-2,1,-2,1,-1,1,-1,1,-1,1,-1,1,-4,2,-2,1,1,1,-3,2,1,1,1,2,1,-2,1,1,2,2,3,2,2,-2,2,2,2,1,2,2,4,2,3,1,4,1,1,3,2,1,4,1,3,1,2,5,-1,4,5,6,9,4,6,4,7,3,4,5,8,7,7,8,5,9,6,3,4,4,7,2,6,7,4,4,5,7,6,5,5,4,2,4,3,4,4,1,7,3,3,5,3,3,3,8,4,1,4,5,5,3,15,3,3,3,5,3,2,3,1,2,3,3,3,3,3,7,1,2,2,4,1,1,-1,2,-1,1,1,1,-1,2,1,-3,1,1,1,-5,1,-4,1,-6,1,-13,1,-1,1,-59
-65,1,-10,1,-2,1,-2,1,-2,1,-1,1,-1,1,-1,1,-1,1,-4,2,-2,1,1,1,-3,2,1,1,1,2,1,-2,1,1,2,1,3,3,2,-2,2,2,2,1,2,2,3,3,3,1,4,1,1,3,2,1,4,1,3,1,2,4,1,4,4,5,11,4,6,4,6,4,4,5,8,7,7,8,5,9,6,3,4,3,7,3,6,7,4,4,5,7,6,5,5,4,2,4,3,4,4,1,7,3,2,6,3,3,3,8,4,1,3,6,5,3,14,4,3,3,5,3,2,3,1,2,3,3,3,3,3,7,1,2,2,4,1,1,-1,2,-1,1,1,1,-1,2,1,-3,1,1,1,-5,1,-4,1,-6,1,-13,1,-1,1,-59
-65,1,-10,1,-3,1,-1,1,-2,1,-2,1,1,-1,1,-1,1,-4,1,1,-1,1,1,1,-3,2,-1,2,1,2,1,-2,1,1,2,1,3,3,2,-2,2,2,1,2,2,2,3,3,3,1,4,1,1,3,2,1,3,1,4,1,2,3,2,4,3,6,11,4,6,4,6,4,3,6,7,8,6,8,6,7,8,2,5,3,7,3,6,7,4,4,5,7,6,4,6,4,2,4,3,4,4,1,7,3,1,5,5,3,3,6,6,1,3,6,5,3,12,6,3,3,4,4,2,3,1,2,3,3,3,3,3,6,2,1,3,4,1,1,-1,2,-1,1,1,1,-1,1,2,-3,1,1,1,-5,1,-4,1,-6,1,-13,1,-1,1,-59
-66,1,-10,1,-2,1,-2,1,-2,1,-1,1,-1,1,-1,1,-1,1,-3,1,1,-2,1,1,1,-3,2,1,1,1,2,1,-2,1,1,3,2,2,2,2,-1,1,1,2,2,2,1,2,4,2,3,2,3,1,1,3,2,1,4,1,3,2,2,4,-1,4,6,5,9,4,6,5,6,3,4,5,9,6,7,8,5,10,5,4,3,4,7,3,5,7,6,3,5,6,7,5,4,4,3,3,3,4,4,4,4,3,4,5,2,3,4,7,4,1,5,5,4,5,13,3,3,3,5,3,2,3,1,3,2,3,4,2,4,6,1,2,2,4,1,1,-1,2,-1,1,1,1,-1,2,1,-3,1,2,-6,1,-4,1,-5,1,-14,1,1,-59
-67,1,-9,1,-3,1,-1,1,-3,1,-1,1,1,-1,1,-1,1,-4,1,1,-2,1,1,1,-2,1,1,1,1,3,-1,1,-1,1,-1,2,2,3,2,3,-2,2,1,2,2,2,-1,4,4,3,1,4,1,1,1,3,1,4,1,3,1,2,3,3,2,5,6,7,7,5,5,6,3,4,6,6,9,5,8,6,7,10,2,5,2,6,5,5,5,7,4,3,8,6,5,6,3,2,5,2,3,5,2,7,3,1,4,6,1,4,6,7,1,3,4,7,3,10,8,1,4,5,3,3,3,1,2,3,3,2,3,1,7,4,-1,4,4,1,1,-1,2,-1,1,1,1,-1,1,2,-4,1,2,-5,1,-4,1,-6,1,-14,1,1,-58
-67,1,-9,1,-3,1,-1,1,-3,1,-1,1,1,-1,1,-1,1,-4,1,1,-2,1,1,1,-2,1,1,1,1,3,-1,1,-1,1,-1,2,2,3,2,2,1,-1,2,1,2,2,2,-1,4,2,4,2,4,1,1,1,3,1,3,2,3,1,2,3,3,2,5,6,7,7,4,5,6,4,4,6,5,9,5,8,7,7,10,2,5,1,7,5,4,5,8,4,3,6,8,4,6,4,2,5,2,3,5,2,7,3,1,4,6,-1,4,6,8,1,2,5,7,3,9,9,1,4,4,4,3,3,1,2,3,3,1,4,1,7,3,1,3,5,1,1,-1,2,-1,1,1,-1,1,1,2,-4,1,2,-5,1,-4,1,-6,1,-14,1,1,-58
-68,1,-10,1,-2,1,-2,1,-2,1,-1,1,-1,1,-1,1,-1,1,-4,2,-2,1,1,1,-3,2,1,1,1,2,1,-2,1,1,2,1,3,3,2,-2,2,2,2,1,2,2,3,3,3,1,4,1,1,3,2,1,4,1,3,1,2,4,1,4,4,5,11,4,6,4,6,4,4,5,8,7,7,8,5,9,6,3,4,3,7,3,6,7,4,4,5,7,6,5,5,4,2,4,3,4,4,1,7,3,2,6,3,3,3,8,4,1,3,6,5,3,14,4,3,3,5,3,2,3,1,2,3,3,3,3,3,7,1,2,2,4,1,1,-1,2,-1,1,1,1,-1,2,1,-3,1,1,1,-5,1,-4,1,-6,1,-13,1,-1,1,-56
-65,1,-10,1,-3,1,-1,1,-2,1,-2,1,1,-1,1,-1,1,-4,1,1,-2,1,2,-3,2,-1,2,1,2,1,-2,1,-1,3,1,3,2,3,-2,2,2,1,2,2,-1,4,4,3,1,4,1,1,3,1,2,3,1,3,1,3,2,3,3,4,6,10,5,6,3,6,3,5,6,7,7,6,8,5,8,9,2,5,3,6,4,6,4,7,4,5,6,7,4,6,3,3,4,2,5,3,2,7,3,1,5,5,2,4,6,6,1,3,4,7,3,11,7,3,3,4,4,2,3,1,2,3,3,3,3,2,7,2,1,3,4,1,1,-1,2,-1,1,1,1,-1,1,2,-3,1,-1,2,-5,1,-4,1,-6,1,-13,1,-1,1,-59
-67,1,-9,1,-3,1,-1,1,-3,1,-1,1,1,-1,1,-1,1,-4,1,1,-2,1,1,1,-2,1,1,1,1,3,-1,1,-1,1,-1,2,2,3,2,2,1,-1,2,1,2,2,2,-1,3,3,4,2,4,1,1,-1,4,1,3,2,3,1,2,3,3,2,5,6,4,10,4,5,5,5,4,5,5,8,7,8,7,6,11,2,5,1,7,5,4,5,8,4,2,5,9,5,6,3,2,6,2,3,3,4,6,2,3,4,5,1,3,7,8,1,2,3,8,4,7,11,1,4,3,5,3,2,2,2,3,3,1,4,1,7,3,1,3,5,1,1,-1,2,-1,1,1,-1,1,1,2,-4,1,2,-5,1,-4,1,-6,1,-14,1,1,-58
-68,1,-9,1,-3,1,-1,1,-3,1,-1,1,1,-1,1,-1,1,-4,1,1,-2,1,1,1,-2,1,1,1,1,3,-1,1,-1,1,-1,2,2,3,2,1,2,-1,2,1,2,2,2,-1,3,3,3,3,4,1,1,-1,4,1,3,2,3,1,2,3,3,2,5,6,4,10,4,5,5,5,4,5,5,8,7,8,7,5,12,2,5,1,6,6,3,6,8,4,1,6,9,5,6,3,2,6,2,3,3,4,6,2,3,4,5,1,3,7,7,2,2,3,8,4,7,11,1,4,3,5,3,2,2,2,3,3,1,4,1,7,3,1,3,5,1,1,-1,2,-1,1,1,-1,1,1,2,-4,1,2,-5,1,-4,1,-6,1,-14,1,1,-57
-68,1,-10,1,-2,1,-1,1,-3,1,-1,1,1,-1,1,-1,1,-4,1,1,-2,1,1,1,-2,1,1,1,1,3,-1,1,-1,1,-1,1,3,3,2,1,2,-1,2,1,2,2,2,-1,2,4,3,3,4,1,1,-1,4,1,2,3,2,2,2,2,4,2,5,5,5,9,4,6,4,5,5,5,5,7,8,7,8,4,13,1,6,1,6,6,3,6,6,6,1,6,9,5,5,3,3,6,2,3,3,4,6,2,3,4,4,2,3,6,8,2,1,4,8,2,7,13,1,3,4,4,3,3,2,2,3,2,2,4,1,7,3,1,3,4,2,1,-1,2,-1,1,1,-1,1,-1,3,-4,1,2,-5,1,-4,1,-6,1,-14,1,1,-57
-65,1,-10,1,-3,1,-1,1,-3,1,-1,1,1,-1,1,-1,1,-4,1,1,-2,1,1,1,-2,2,-1,1,1,3,1,-2,1,-1,3,1,3,2,3,-2,2,2,1,2,2,-1,4,4,3,1,4,1,1,2,2,2,3,1,3,1,3,2,3,2,5,6,8,7,5,4,6,3,5,6,5,9,6,8,5,8,9,2,5,3,5,5,6,4,7,4,4,7,6,5,6,3,3,4,2,5,3,2,7,3,1,5,5,1,5,5,7,1,3,4,7,3,10,8,2,4,4,3,3,3,1,2,3,3,3,3,2,6,3,1,3,4,1,1,-1,2,-1,1,1,1,-1,1,2,-4,1,2,-5,1,-4,1,-6,1,-14,1,1,-59
-65,1,-10,1,-3,1,-1,1,-3,1,-1,1,1,-1,1,-1,1,-4,1,1,-2,1,1,1,-2,1,1,1,1,3,1,-2,1,-1,2,2,3,2,3,-2,2,1,2,2,2,-1,4,4,3,1,4,1,1,1,3,1,4,1,3,1,2,3,3,2,5,6,7,8,4,5,6,3,4,6,6,9,5,8,6,7,10,2,5,3,5,5,5,5,7,4,3,8,6,5,6,3,2,5,2,4,4,2,7,3,1,4,6,1,4,6,7,1,3,4,7,3,10,8,2,3,5,3,3,3,1,2,3,3,2,4,-1,7,4,-1,4,4,1,1,-1,2,-1,1,1,1,-1,1,2,-4,1,2,-5,1,-4,1,-6,1,-14,1,1,-59
-67,1,-10,1,-2,1,-1,1,-3,1,-1,1,1,-1,1,-1,1,-4,1,1,-2,1,1,1,-2,1,1,1,1,3,-1,1,-1,1,-1,1,3,3,2,1,2,-1,2,1,2,2,2,-1,2,4,3,3,4,1,1,-1,4,1,2,3,2,2,2,2,4,2,5,5,5,9,4,6,4,6,4,5,5,7,8,7,8,5,12,2,5,1,6,6,3,6,6,6,1,6,9,5,5,3,3,6,2,3,3,4,6,2,3,4,4,2,3,6,8,2,1,4,8,3,7,12,1,4,3,4,3,3,2,2,3,3,1,4,1,7,3,1,3,5,1,1,-1,2,-1,1,1,-1,1,-1,3,-4,1,2,-5,1,-4,1,-6,1,-14,1,1,-58
-67,1,-10,1,-2,1,-2,1,-2,1,-1,1,-1,1,-1,1,-1,1,-4,2,-2,1,1,1,-3,2,1,1,1,2,1,-2,1,1,2,1,3,3,2,-2,2,2,2,1,2,2,4,2,3,1,4,1,1,3,2,1,4,1,3,1,2,5,-1,4,4,5,11,4,6,4,7,3,4,5,8,7,7,8,5,9,6,3,4,4,7,2,6,7,4,4,5,7,6,5,5,4,2,4,3,4,4,1,7,3,2,6,3,3,3,8,4,1,3,6,5,3,14,4,3,3,5,3,2,3,1,2,3,3,3,3,3,7,1,2,2,4,1,1,-1,2,-1,1,1,1,-1,2,1,-3,1,1,1,-5,1,-4,1,-6,1,-13,1,-1,1,-57
-68,1,-10,1,-3,1,-1,1,-2,1,-2,1,1,-1,1,-1,1,-4,1,1,-1,1,1,1,-3,2,-1,2,1,2,1,-2,1,1,2,1,3,3,2,-2,2,2,1,2,2,2,3,3,3,1,4,1,1,3,2,1,3,1,4,1,2,3,2,4,3,6,11,4,6,4,6,4,3,6,7,8,6,8,6,7,8,2,5,3,7,3,6,7,4,4,5,7,6,4,6,4,2,4,3,4,4,1,7,3,1,5,5,3,3,6,6,1,3,6,5,3,12,6,3,3,4,4,2,3,1,2,3,3,3,3,3,6,2,1,3,4,1,1,-1,2,-1,1,1,1,-1,1,2,-3,1,1,1,-5,1,-4,1,-6,1,-13,1,-1,1,-56
-68,1,-10,1,-3,1,-1,1,-2,1,-2,1,1,-1,1,-1,1,-4,1,1,-2,1,2,-3,2,-1,2,1,2,1,-2,1,-1,3,1,3,2,3,-2,2,2,1,2,2,-1,4,4,3,1,4,1,1,3,1,2,3,1,3,1,3,2,3,3,4,6,10,5,6,3,6,3,5,6,7,7,6,8,5,8,9,2,5,3,6,4,6,4,7,4,5,6,7,4,6,3,3,4,2,5,3,2,7,3,1,5,5,2,4,6,6,1,3,4,7,3,11,7,3,3,4,4,2,3,1,2,3,3,3,3,2,7,2,1,3,4,1,1,-1,2,-1,1,1,1,-1,1,2,-3,1,-1,2,-5,1,-4,1,-6,1,-13,1,-1,1,-56
-68,1,-10,1,-3,1,-1,1,-3,1,-1,1,1,-1,1,-1,1,-4,1,1,-2,1,1,1,-2,2,-1,1,1,3,1,-2,1,-1,3,1,3,2,3,-2,2,2,1,2,2,-1,4,4,3,1,4,1,1,2,2,2,3,1,3,1,3,2,3,2,5,6,8,7,5,4,6,3,5,6,5,9,6,8,5,8,9,2,5,3,5,5,6,4,7,4,4,7,6,5,6,3,3,4,2,5,3,2,7,3,1,5,5,1,5,5,7,1,3,4,7,3,10,8,2,4,4,3,3,3,1,2,3,3,3,3,2,6,3,1,3,4,1,1,-1,2,-1,1,1,1,-1,1,2,-4,1,2,-5,1,-4,1,-6,1,-14,1,1,-56
-66,1,-9,1,-3,1,-1,1,-3,1,-1,1,1,-1,1,-1,1,-4,1,1,-2,1,1,1,-2,1,1,1,1,3,-1,1,-1,1,-1,2,2,3,2,2,1,-1,2,1,2,2,2,-1,4,3,3,2,4,1,1,1,3,1,4,1,3,1,2,3,3,2,5,6,7,7,4,5,6,4,4,6,5,9,6,8,6,7,10,2,5,1,7,5,4,6,7,4,3,6,8,4,6,4,2,5,2,3,5,2,7,3,1,4,6,1,3,6,8,1,3,4,7,3,10,8,1,4,4,4,3,3,1,2,3,3,2,3,1,7,4,-1,3,5,1,1,-1,2,-1,1,1,1,-1,1,2,-4,1,2,-5,1,-4,1,-6,1,-14,1,1,-59
-66,1,-9,1,-3,1,-1,1,-3,1,-1,1,1,-1,1,-1,1,-4,1,1,-2,1,1,1,-2,1,1,1,1,3,-1,1,-1,1,-1,2,2,3,2,2,1,-1,2,1,2,2,2,-1,4,2,4,2,4,1,1,-1,4,1,3,2,3,1,2,3,3,2,5,6,6,8,4,5,5,5,4,5,5,9,6,8,7,6,11,2,5,1,7,5,4,5,8,4,3,5,8,5,6,3,2,6,2,3,3,4,7,2,2,4,5,1,4,6,8,1,2,3,8,4,8,10,1,4,3,5,3,2,2,2,3,3,1,4,1,7,3,1,3,5,1,1,-1,2,-1,1,1,-1,1,1,2,-4,1,2,-5,1,-4,1,-6,1,-14,1,1,-59
-66,1,-9,1,-3,1,-1,1,-3,1,-1,1,1,-1,1,-1,1,-4,1,1,-2,1,1,1,-2,1,1,1,1,3,-1,1,-1,1,-1,1,3,3,2,1,2,-1,2,1,2,2,2,-1,2,4,3,3,4,1,1,-1,4,1,2,3,2,2,2,3,3,2,5,6,4,9,4,6,4,6,4,5,5,8,7,8,7,5,12,2,5,1,6,6,3,6,8,4,1,6,9,5,6,3,2,6,2,3,3,4,6,2,3,4,4,2,3,6,8,2,2,3,8,4,6,12,1,4,3,5,2,3,2,2,3,3,1,4,1,7,3,1,3,5,1,1,-1,2,-1,1,1,-1,1,-1,3,-4,1,2,-5,1,-4,1,-6,1,-14,1,1,-59
-68,1,-10,1,-3,1,-1,1,-3,1,-1,1,1,-1,1,-1,1,-4,1,1,-2,1,1,1,-2,1,1,1,1,3,1,-2,1,-1,2,2,3,2,3,-2,2,1,2,2,2,-1,4,4,3,1,4,1,1,1,3,1,4,1,3,1,2,3,3,2,5,6,7,8,4,5,6,3,4,6,6,9,5,8,6,7,10,2,5,3,5,5,5,5,7,4,3,8,6,5,6,3,2,5,2,4,4,2,7,3,1,4,6,1,4,6,7,1,3,4,7,3,10,8,2,3,5,3,3,3,1,2,3,3,2,4,-1,7,4,-1,4,4,1,1,-1,2,-1,1,1,1,-1,1,2,-4,1,2,-5,1,-4,1,-6,1,-14,1,1,-56
