1.8849556,0.000#0.840#0.890#0.910#0.920#0.970#0.900#0.950#0.960#0.930#0.980#0.790#0.990#0.010#0.020#0.780#0.820#0.750#0.770#0.800#0.810#0.040#0.120#0.030#0.130#0.760#0.140#0.740#0.150#0.170#0.180#0.420#0.160#0.730#0.400#0.430#0.440#0.450#0.630#0.660#0.720#0.380#0.410#0.650#0.710#0.390#0.620#0.640#0.370#0.470#0.540#0.570#0.600#0.210#0.480#0.530#0.550#0.580#0.590#0.610#0.290#0.340#0.350,3.571e-02,-00000006,000000005,0,000000001,000000308,000000000,000000000
-91,1,-1,1,-8,1,-15,1,-1,1,2,-2,1,-5,1,-1,2,4,4,1,3,-2,1,2,3,1,1,3,1,2,2,5,2,2,2,5,4,6,3,3,-1,1,5,3,6,2,5,3,2,7,4,3,5,3,5,6,6,4,11,8,5,3,7,5,7,6,5,5,7,7,4,9,5,5,6,6,6,3,8,6,1,6,6,3,3,2,4,3,6,5,3,2,1,2,7,2,3,4,-1,1,2,1,2,1,-1,2,1,1,2,2,-1,3,2,2,-1,2,-1,5,1,1,1,-5,1,1,1,-7,1,-9,1,-44
-91,1,-1,1,-8,1,-15,1,-1,1,2,-2,1,-5,1,-1,1,5,3,2,2,1,-2,2,3,2,1,3,1,2,1,4,4,2,-1,6,5,4,4,3,1,-1,4,5,4,3,4,3,4,2,8,4,4,2,5,6,7,2,10,9,6,4,5,6,7,6,4,6,7,7,5,8,7,4,5,6,7,3,8,6,2,5,5,4,4,2,4,3,4,7,2,3,-1,3,5,4,2,5,-1,1,-1,3,1,2,-2,2,2,1,3,-1,1,4,2,-1,1,1,5,1,1,1,-6,1,2,-7,1,-9,1,-44
-112,1,-2,1,-7,1,-15,1,-1,1,1,1,-1,1,-5,1,-1,1,3,3,4,2,1,-2,1,3,2,2,1,2,3,1,3,3,3,1,3,5,6,4,3,2,-1,2,6,4,4,3,4,2,2,9,3,4,4,3,7,5,4,7,10,6,5,5,6,5,9,5,4,7,8,6,2,12,4,4,8,5,3,6,8,4,3,4,5,4,4,3,2,2,10,2,4,-1,1,6,5,2,4,1,1,-1,3,-1,3,-2,2,2,1,1,2,1,4,2,-2,2,4,1,2,-1,1,-5,1,1,1,-7,1,-8,1,-23
-113,1,-2,1,-8,1,-14,1,-1,1,1,1,-2,1,-4,1,-1,1,2,3,5,2,1,-2,1,3,2,2,1,2,3,1,2,4,2,2,3,5,4,6,3,2,-1,2,5,4,5,2,4,3,2,8,4,3,5,2,7,6,4,5,12,6,5,5,6,5,8,6,4,7,7,6,3,10,4,6,6,7,3,6,7,5,2,4,6,4,4,2,3,2,8,3,4,1,1,5,5,2,4,2,1,-1,3,-1,3,-2,2,2,1,1,2,1,4,2,-2,2,3,2,1,1,1,-5,1,1,1,-7,1,-8,1,-22
-111,1,-2,1,-8,1,-15,1,-1,2,1,-2,1,-4,1,-1,1,2,3,5,2,1,-2,1,3,2,1,2,2,2,2,2,4,2,2,3,5,3,7,3,2,-1,2,5,4,4,3,4,3,2,7,4,4,5,2,7,6,4,5,12,6,5,5,6,5,8,6,4,6,8,6,2,11,4,5,7,7,3,6,7,5,2,4,6,4,4,2,3,2,8,3,4,1,1,5,4,3,4,2,1,-1,3,-1,3,-2,2,2,-1,2,2,1,4,2,-2,2,3,2,1,1,1,-5,1,1,1,-7,1,-8,1,-24
-112,1,-1,1,-8,1,-15,1,-1,1,2,-2,1,-5,1,-1,1,5,3,2,2,1,-2,2,3,2,1,3,1,2,1,4,4,2,-1,6,5,4,4,3,1,-1,4,5,4,3,4,3,4,2,8,4,4,2,5,6,7,2,10,9,6,4,5,6,7,6,4,6,7,7,5,8,7,4,5,6,7,3,8,6,2,5,5,4,4,2,4,3,4,7,2,3,-1,3,5,4,2,5,-1,1,-1,3,1,2,-2,2,2,1,3,-1,1,4,2,-1,1,1,5,1,1,1,-6,1,2,-7,1,-9,1,-23
-113,1,-1,1,-8,1,-15,1,-1,1,2,-2,1,-5,1,-1,2,4,3,2,2,1,-2,2,3,2,1,3,1,2,2,4,3,2,1,5,5,6,2,4,-2,5,4,4,4,4,4,2,3,8,3,5,3,4,7,6,1,13,7,7,3,4,7,7,6,6,5,6,6,5,10,5,4,6,7,6,3,8,6,1,5,6,3,4,2,4,3,5,6,3,2,1,2,7,2,3,4,-1,1,1,2,2,1,-1,1,2,1,1,3,-1,3,2,2,-1,1,1,5,1,1,1,-5,1,1,1,-7,1,-9,1,-22
-113,1,-1,1,-8,1,-15,1,-1,1,1,1,-1,1,-5,1,-1,1,5,1,4,2,1,-2,2,3,2,1,2,1,3,1,4,2,4,-1,4,5,6,3,4,1,-1,4,4,4,4,3,4,3,2,8,4,4,3,4,6,7,3,9,9,5,6,4,7,5,8,4,4,7,8,6,6,8,4,5,7,7,2,7,6,4,5,5,4,3,3,3,4,2,9,2,3,-1,2,6,4,2,4,1,1,-1,3,1,2,-2,2,2,1,2,1,1,4,2,-1,1,1,4,2,1,1,-6,1,1,1,-6,1,-9,1,-22
-92,1,-1,1,-8,1,-15,1,-1,2,1,-2,1,-4,1,-2,2,4,5,1,2,-2,1,3,2,1,1,3,2,2,1,5,2,2,3,5,3,6,4,2,-1,2,5,2,6,3,4,3,2,7,4,3,6,2,7,5,5,5,11,7,5,5,5,5,8,5,6,5,8,6,3,9,6,4,7,8,3,5,7,5,2,5,6,4,4,-1,5,2,7,4,3,2,1,4,5,2,4,3,-1,1,3,-1,3,-2,2,1,1,2,2,1,4,-1,2,-1,2,3,2,1,1,1,-5,1,1,1,-7,1,-9,1,-43
-94,1,-1,1,-8,1,-15,1,-1,1,2,-2,1,-5,1,-1,2,4,3,2,3,-3,3,2,2,1,3,1,2,2,4,3,2,1,5,5,6,3,3,-1,1,4,4,5,3,4,4,2,4,7,3,5,3,5,6,6,1,13,8,6,3,5,6,7,6,6,5,6,7,4,10,5,5,6,6,6,3,8,6,1,5,6,4,3,2,4,3,5,6,3,2,1,2,7,2,3,4,-1,1,1,2,2,1,-1,1,2,1,1,3,-1,3,2,2,-1,1,1,5,1,1,1,-5,1,1,1,-7,1,-9,1,-41
-91,1,-2,1,-7,1,-15,1,-1,1,1,1,-1,1,-5,1,-1,1,3,3,4,2,1,-2,1,3,2,2,1,2,3,1,3,3,3,1,3,5,6,4,3,2,-1,2,6,4,4,3,4,2,2,9,3,4,4,3,7,5,4,7,10,6,5,5,6,5,9,5,4,7,8,6,2,12,4,4,8,5,3,6,8,4,3,4,5,4,4,3,2,2,10,2,4,-1,1,6,5,2,4,1,1,-1,3,-1,3,-2,2,2,1,1,2,1,4,2,-2,2,4,1,2,-1,1,-5,1,1,1,-7,1,-8,1,-44
-94,1,-1,1,-8,1,-15,1,-1,1,1,1,-1,1,-5,1,-1,1,5,2,3,2,1,-2,2,3,2,1,2,2,2,1,4,2,4,-1,5,4,6,3,4,1,-1,4,4,4,4,4,3,3,3,7,5,3,3,4,6,7,3,9,10,4,6,5,6,6,7,4,4,7,9,5,7,8,4,4,7,7,2,8,5,4,5,5,4,4,2,3,4,2,9,2,3,-1,2,6,4,2,4,1,1,-1,3,1,2,-2,2,2,1,2,1,1,4,2,-1,1,1,4,2,1,1,-6,1,1,1,-6,1,-9,1,-41
-112,1,-1,1,-8,1,-15,1,-1,1,2,-2,1,-5,1,-1,2,4,4,1,3,-2,1,2,3,1,1,3,1,2,2,5,2,2,2,5,4,6,3,3,-1,1,5,3,6,2,5,3,2,7,4,3,5,3,5,6,6,4,11,8,5,3,7,5,7,6,5,5,7,7,4,9,5,5,6,6,6,3,8,6,1,6,6,3,3,2,4,3,6,5,3,2,1,2,7,2,3,4,-1,1,2,1,2,1,-1,2,1,1,2,2,-1,3,2,2,-1,2,-1,5,1,1,1,-5,1,1,1,-7,1,-9,1,-23
-94,1,-2,1,-8,1,-14,1,-1,1,1,1,-2,1,-4,1,-1,1,2,3,5,2,1,-2,1,3,2,2,1,2,3,1,2,4,2,2,3,5,5,5,3,2,-1,2,6,3,5,2,5,2,2,8,4,3,5,2,8,5,4,6,11,6,5,5,6,5,8,6,4,7,8,5,3,10,5,5,6,7,3,6,7,5,2,4,6,4,4,2,3,2,8,3,5,-1,1,5,5,2,4,2,1,-1,3,-1,3,-2,2,2,1,1,2,1,4,2,-2,2,3,2,1,1,1,-5,1,1,1,-7,1,-8,1,-41
-111,1,-1,1,-8,1,-15,1,-1,1,1,1,-1,1,-5,1,-1,1,5,1,4,2,1,-2,2,3,2,1,2,1,3,1,4,2,4,-1,4,4,6,4,3,2,-1,4,4,4,4,3,4,2,3,8,4,4,3,4,6,7,3,9,8,6,6,4,6,6,8,4,4,7,8,6,5,9,4,5,7,7,2,6,7,4,5,5,4,3,3,3,2,3,10,2,3,-1,2,6,4,2,4,1,1,-1,3,1,2,-2,2,2,1,2,1,1,4,2,-2,2,4,2,1,-1,1,-5,1,1,1,-6,1,-9,1,-24
-95,1,-1,1,-8,1,-15,1,-1,1,2,-2,1,-5,1,-1,2,4,5,-1,3,-2,1,3,2,1,1,3,2,1,2,5,2,2,3,4,4,6,4,2,-1,1,6,2,6,2,5,3,2,7,4,3,6,2,6,6,5,4,12,7,5,5,5,5,8,5,5,5,8,7,3,9,6,4,7,7,4,3,9,5,2,5,6,3,4,1,5,2,7,4,3,2,1,4,5,2,4,3,-1,1,3,-1,2,1,-1,2,1,1,2,2,-1,5,-1,2,-1,2,1,4,1,1,1,-5,1,1,1,-7,1,-9,1,-40
-95,1,-2,1,-7,1,-15,1,-1,1,1,1,-1,1,-5,1,-1,1,4,2,4,2,1,-2,1,3,3,1,1,2,3,1,4,2,4,-1,4,4,6,4,3,2,-1,4,4,4,4,3,4,2,2,9,4,4,3,4,6,5,5,7,9,7,5,4,6,6,9,4,4,7,8,6,3,11,4,5,7,7,2,5,8,4,4,3,6,4,3,3,2,3,10,2,3,-1,1,7,4,2,4,1,1,-1,3,1,2,-2,2,2,1,2,1,1,4,2,-2,2,4,2,1,-1,1,-5,1,1,1,-6,1,-9,1,-40
-95,1,-2,1,-8,1,-15,1,-1,2,1,-2,1,-4,1,-1,1,2,3,5,2,1,-2,1,3,2,1,2,2,2,2,1,5,2,2,3,5,3,6,4,2,-1,2,5,3,5,3,4,3,2,7,4,4,5,2,7,6,4,5,11,7,5,5,5,6,8,6,4,6,8,6,2,11,4,5,6,8,3,6,6,6,2,4,6,4,4,1,4,2,8,3,4,1,1,4,5,3,3,3,-1,1,3,-1,3,-2,2,1,1,2,2,1,4,1,1,-1,2,3,2,1,1,1,-5,1,1,1,-7,1,-9,1,-39
-102,1,-2,1,-7,1,-15,1,-1,1,1,1,-1,1,-5,1,-1,1,4,2,4,2,1,-2,1,3,3,1,1,2,3,1,4,2,4,-1,4,4,6,4,3,2,-1,4,4,4,4,3,4,2,2,9,4,4,3,4,6,5,5,7,9,7,5,4,6,6,9,4,4,7,8,6,3,11,4,5,7,7,2,5,8,4,4,3,6,4,3,3,2,3,10,2,3,-1,1,7,4,2,4,1,1,-1,3,1,2,-2,2,2,1,2,1,1,4,2,-2,2,4,2,1,-1,1,-5,1,1,1,-6,1,-9,1,-33
-95,1,-1,1,-8,1,-15,1,-1,1,2,-2,1,-5,1,-1,1,5,3,2,2,1,-2,2,3,2,1,3,1,2,2,3,4,2,-1,6,5,5,3,3,1,-1,5,4,4,4,4,3,3,3,8,3,4,2,6,6,7,1,12,7,6,5,4,7,7,5,5,7,6,6,5,8,7,4,6,6,7,2,9,5,2,5,6,3,4,2,4,3,5,6,2,3,1,2,5,4,2,5,-1,1,1,2,2,1,-1,1,2,1,1,3,-1,1,4,2,-1,1,1,5,1,1,1,-6,1,2,-7,1,-9,1,-40
-111,1,-1,1,-8,1,-15,1,-1,1,2,-2,1,-5,1,-1,2,4,3,2,2,1,-2,2,3,2,1,3,1,2,2,3,4,2,1,5,5,5,3,3,1,-1,5,4,4,4,4,4,2,3,8,3,5,3,4,6,7,1,13,7,7,3,4,7,7,5,6,6,6,6,5,9,6,4,6,6,7,2,9,6,1,5,6,3,4,2,4,3,5,6,2,3,1,2,6,3,2,5,-1,1,1,2,2,1,-1,1,2,1,1,3,-1,1,4,2,-1,1,1,5,1,1,1,-5,1,1,1,-7,1,-9,1,-24
-102,1,-1,1,-8,1,-15,1,-1,1,2,-2,1,-5,1,-1,2,4,5,-1,3,-2,1,3,2,1,1,3,2,1,2,5,2,2,3,4,4,6,4,2,-1,1,6,2,6,2,5,3,2,7,4,3,6,2,6,6,5,4,12,7,5,5,5,5,8,5,5,5,8,7,3,9,6,4,7,7,4,3,9,5,2,5,6,3,4,1,5,2,7,4,3,2,1,4,5,2,4,3,-1,1,3,-1,2,1,-1,2,1,1,2,2,-1,5,-1,2,-1,2,1,4,1,1,1,-5,1,1,1,-7,1,-9,1,-33
-102,1,-2,1,-8,1,-15,1,-1,2,1,-2,1,-4,1,-1,1,2,3,5,2,1,-2,1,3,2,1,2,2,2,2,1,5,2,2,3,5,3,6,4,2,-1,2,5,3,5,3,4,3,2,7,4,4,5,2,7,6,4,5,11,7,5,5,5,6,8,6,4,6,8,6,2,11,4,5,6,8,3,6,6,6,2,4,6,4,4,1,4,2,8,3,4,1,1,4,5,3,3,3,-1,1,3,-1,3,-2,2,1,1,2,2,1,4,1,1,-1,2,3,2,1,1,1,-5,1,1,1,-7,1,-9,1,-32
-103,1,-1,1,-8,1,-15,1,-1,1,2,-2,1,-5,1,-1,2,4,3,2,3,-2,1,2,2,2,1,3,1,2,2,5,2,2,1,6,4,6,3,3,-1,1,5,3,5,3,4,4,2,6,5,3,5,3,5,6,6,2,12,9,5,3,5,6,8,5,6,5,7,6,5,9,5,5,6,6,6,3,8,6,1,6,5,4,3,2,4,3,6,5,3,2,1,2,7,2,3,4,-1,1,2,1,2,1,-1,2,1,1,2,2,-1,3,2,2,-1,2,-1,5,1,1,1,-5,1,1,1,-7,1,-9,1,-32
-103,1,-1,1,-8,1,-15,1,-1,1,1,1,-1,1,-5,1,-1,1,5,3,2,2,1,-2,2,3,2,1,3,1,2,1,4,3,3,-1,5,4,6,4,3,1,-1,4,4,5,3,4,3,4,2,8,4,3,3,4,6,7,3,9,10,4,6,5,6,7,6,4,4,8,8,5,7,8,4,4,7,7,2,9,5,3,5,5,4,4,2,4,3,4,7,2,3,-1,2,6,4,2,5,-1,1,-1,3,1,2,-2,2,2,1,3,-1,1,4,2,-1,1,1,5,1,1,1,-6,1,2,-7,1,-9,1,-32
-108,1,-1,1,-8,1,-15,1,-1,1,1,1,-1,1,-5,1,-1,1,5,2,3,2,1,-2,2,3,2,1,2,2,2,1,4,2,4,-1,5,4,6,3,4,1,-1,4,4,4,4,4,3,3,3,7,5,3,3,4,6,7,3,9,10,4,6,5,6,6,7,4,4,7,9,5,7,8,4,4,7,7,2,8,5,4,5,5,4,4,2,3,4,2,9,2,3,-1,2,6,4,2,4,1,1,-1,3,1,2,-2,2,2,1,2,1,1,4,2,-1,1,1,4,2,1,1,-6,1,1,1,-6,1,-9,1,-27
-109,1,-1,1,-8,1,-15,1,-1,1,2,-2,1,-5,1,-1,1,5,3,2,2,1,-2,2,3,2,1,3,1,2,2,3,4,2,-1,6,5,5,3,3,1,-1,5,4,4,4,4,3,3,3,8,3,4,2,6,6,7,1,12,7,6,5,4,7,7,5,5,7,6,6,5,8,7,4,6,6,7,2,9,5,2,5,6,3,4,2,4,3,5,6,2,3,1,2,5,4,2,5,-1,1,1,2,2,1,-1,1,2,1,1,3,-1,1,4,2,-1,1,1,5,1,1,1,-6,1,2,-7,1,-9,1,-26
-111,1,-1,1,-8,1,-15,1,-1,2,1,-2,1,-5,1,-1,2,4,5,1,2,-2,1,3,2,1,1,3,2,2,1,5,2,2,3,5,3,6,4,2,-1,1,6,2,6,2,5,3,2,7,4,3,6,2,7,5,5,4,12,7,5,5,5,5,8,5,5,6,8,6,3,9,6,4,7,8,3,3,9,5,2,5,6,4,4,-1,5,2,7,4,3,2,1,4,5,2,4,3,-1,1,3,-1,3,-2,2,1,1,2,2,-1,5,-1,2,-1,2,1,4,1,1,1,-5,1,1,1,-7,1,-9,1,-24
-101,1,-1,1,-8,1,-15,1,-1,1,1,1,-1,1,-5,1,-1,1,5,2,3,2,1,-2,2,3,2,1,2,2,2,1,4,2,4,-1,5,4,6,3,4,1,-1,4,4,4,4,4,3,3,3,7,5,3,3,4,6,7,3,9,10,4,6,5,6,6,7,4,4,7,9,5,7,8,4,4,7,7,2,8,5,4,5,5,4,4,2,3,4,2,9,2,3,-1,2,6,4,2,4,1,1,-1,3,1,2,-2,2,2,1,2,1,1,4,2,-1,1,1,4,2,1,1,-6,1,1,1,-6,1,-9,1,-34
-102,1,-1,1,-8,1,-15,1,-1,1,2,-2,1,-5,1,-1,1,5,3,2,2,1,-2,2,3,2,1,3,1,2,2,3,4,2,-1,6,5,5,3,3,1,-1,5,4,4,4,4,3,3,3,8,3,4,2,6,6,7,1,12,7,6,5,4,7,7,5,5,7,6,6,5,8,7,4,6,6,7,2,9,5,2,5,6,3,4,2,4,3,5,6,2,3,1,2,5,4,2,5,-1,1,1,2,2,1,-1,1,2,1,1,3,-1,1,4,2,-1,1,1,5,1,1,1,-6,1,2,-7,1,-9,1,-33
-109,1,-1,1,-8,1,-15,1,-1,1,2,-2,1,-5,1,-1,2,4,5,-1,3,-2,1,3,2,1,1,3,2,1,2,5,2,2,3,4,4,6,4,2,-1,1,6,2,6,2,5,3,2,7,4,3,6,2,6,6,5,4,12,7,5,5,5,5,8,5,5,5,8,7,3,9,6,4,7,7,4,3,9,5,2,5,6,3,4,1,5,2,7,4,3,2,1,4,5,2,4,3,-1,1,3,-1,2,1,-1,2,1,1,2,2,-1,5,-1,2,-1,2,1,4,1,1,1,-5,1,1,1,-7,1,-9,1,-26
-110,1,-2,1,-7,1,-15,1,-1,1,1,1,-2,1,-4,1,-1,1,3,2,5,2,1,-2,1,3,2,2,1,2,3,1,2,4,3,1,3,5,6,4,3,2,-1,2,6,3,5,3,4,2,2,9,3,3,5,3,7,5,4,6,11,6,5,5,6,5,8,6,4,7,8,6,2,10,6,4,7,6,3,6,8,4,2,4,6,4,4,3,2,2,9,2,5,-1,1,6,5,2,4,1,1,-1,3,-1,3,-2,2,2,1,1,2,1,4,2,-2,2,4,1,2,-1,1,-5,1,1,1,-7,1,-8,1,-25
-101,1,-2,1,-8,1,-14,1,-1,1,1,1,-2,1,-4,1,-1,1,2,3,5,2,1,-2,1,3,2,2,1,2,3,1,2,4,2,2,3,5,5,5,3,2,-1,2,6,3,5,2,5,2,2,8,4,3,5,2,8,5,4,6,11,6,5,5,6,5,8,6,4,7,8,5,3,10,5,5,6,7,3,6,7,5,2,4,6,4,4,2,3,2,8,3,5,-1,1,5,5,2,4,2,1,-1,3,-1,3,-2,2,2,1,1,2,1,4,2,-2,2,3,2,1,1,1,-5,1,1,1,-7,1,-8,1,-34
-108,1,-1,1,-8,1,-15,1,-1,1,2,-2,1,-5,1,-1,2,4,3,2,3,-3,3,2,2,1,3,1,2,2,4,3,2,1,5,5,6,3,3,-1,1,4,4,5,3,4,4,2,4,7,3,5,3,5,6,6,1,13,8,6,3,5,6,7,6,6,5,6,7,4,10,5,5,6,6,6,3,8,6,1,5,6,4,3,2,4,3,5,6,3,2,1,2,7,2,3,4,-1,1,1,2,2,1,-1,1,2,1,1,3,-1,3,2,2,-1,1,1,5,1,1,1,-5,1,1,1,-7,1,-9,1,-27
-108,1,-2,1,-8,1,-14,1,-1,1,1,1,-2,1,-4,1,-1,1,2,3,5,2,1,-2,1,3,2,2,1,2,3,1,2,4,2,2,3,5,5,5,3,2,-1,2,6,3,5,2,5,2,2,8,4,3,5,2,8,5,4,6,11,6,5,5,6,5,8,6,4,7,8,5,3,10,5,5,6,7,3,6,7,5,2,4,6,4,4,2,3,2,8,3,5,-1,1,5,5,2,4,2,1,-1,3,-1,3,-2,2,2,1,1,2,1,4,2,-2,2,3,2,1,1,1,-5,1,1,1,-7,1,-8,1,-27
