0.0000000,0.000#0.050#0.060#0.070#0.030#0.200#0.080#0.100#0.230#0.020#0.090#0.170#0.220#0.040#0.140#0.010#0.120#0.130#0.150#0.160#0.180#0.270#0.110#0.280#0.260#0.400#0.250,2.000e+00,-00000289,000000315,1,000000002,000000302,000000000,000000000
-30,1,-7,1,-5,1,-6,1,2,-1,1,1,1,1,-3,1,1,2,-1,1,2,2,1,-1,3,2,1,1,4,-1,2,2,3,2,-1,1,4,3,4,3,5,4,-1,3,1,2,3,4,2,8,4,1,3,5,5,2,2,4,2,5,5,5,3,5,6,7,5,5,7,9,6,6,13,8,2,10,8,8,5,6,2,5,8,8,7,13,9,8,6,6,10,11,8,6,4,5,7,4,5,5,7,15,6,7,7,8,7,5,9,8,2,7,8,5,5,7,3,10,7,3,1,12,6,7,7,8,7,5,6,4,7,3,4,3,5,7,4,2,3,4,5,4,3,6,1,3,-1,7,4,2,1,8,1,2,4,2,2,2,2,2,3,2,2,1,-1,1,2,1,4,1,-1,2,3,5,1,2,3,1,-1,2,5,-1,1,-1,2,2,-11,1,-17,1,-11,1,-28
-30,1,-7,1,-5,1,-6,1,2,-1,2,-1,1,1,-3,1,1,2,-1,1,2,2,1,-1,2,3,1,1,4,-1,2,2,4,1,-1,1,3,3,5,3,5,4,-1,3,1,2,4,3,3,6,4,2,3,5,4,3,2,4,3,4,4,6,3,5,6,7,5,4,8,9,5,7,12,9,2,9,11,6,6,4,3,5,8,8,6,13,9,9,5,7,8,13,8,6,2,6,6,6,4,6,6,16,6,6,6,10,7,4,9,9,2,6,7,6,6,7,3,9,8,3,1,12,6,7,5,10,7,5,6,3,7,3,5,3,5,6,5,2,3,4,5,4,3,5,2,3,-1,6,4,3,3,6,2,1,4,2,2,2,2,2,2,3,2,1,-1,1,2,1,3,2,-1,2,3,4,2,2,3,1,-1,2,5,-1,1,-1,2,2,-11,1,-17,1,-11,1,-28
-30,1,-7,1,-5,1,-6,1,1,1,2,-1,1,1,-3,1,1,1,1,1,2,2,1,-1,1,3,2,1,4,-1,2,2,3,2,-1,1,3,3,4,4,5,3,1,3,1,2,5,2,3,6,3,3,2,6,3,4,2,4,3,4,4,6,3,5,6,7,5,4,8,8,6,7,12,9,2,9,11,6,6,3,4,4,10,6,7,13,10,8,5,7,7,14,7,7,2,6,5,7,4,6,6,16,6,6,6,10,8,2,10,9,2,6,5,8,6,6,4,9,8,3,2,11,6,7,5,10,7,5,5,4,7,3,5,3,5,6,4,3,3,4,5,4,3,5,2,2,1,6,4,3,3,5,3,1,3,3,2,2,2,2,2,3,2,1,-1,1,1,2,3,1,1,2,2,5,2,2,3,1,-1,2,5,-1,1,-1,2,2,-11,1,-17,1,-11,1,-28
-30,1,-7,1,-5,1,-6,1,2,-1,1,1,1,1,-3,1,1,2,-1,1,2,2,1,-1,3,2,1,1,4,1,1,2,3,2,-1,1,4,3,4,4,4,4,1,2,1,2,3,4,3,7,4,1,3,5,4,3,2,4,2,6,4,5,4,4,7,6,5,6,6,9,7,5,13,8,3,10,7,8,5,6,2,6,7,8,7,14,8,9,5,6,10,11,9,5,4,5,7,4,5,5,9,13,6,8,7,7,7,5,9,8,2,7,8,5,4,8,3,10,7,3,-1,13,7,6,7,8,7,5,6,5,6,4,3,3,6,6,4,2,3,4,5,4,3,6,1,3,-1,7,5,1,2,7,2,1,5,1,2,2,2,2,3,2,2,1,-1,1,2,1,4,1,-1,2,3,5,1,2,3,1,-1,3,4,-1,1,1,1,2,-10,1,-18,1,-11,1,-28
-30,1,-7,1,-5,1,-6,1,2,-1,1,1,1,1,-3,1,1,2,-1,1,2,2,1,-1,2,3,1,1,4,-1,2,2,4,1,-1,1,4,2,5,3,5,4,-1,3,1,2,4,3,3,6,5,1,3,5,5,2,2,4,2,5,5,5,3,5,6,7,5,4,8,9,5,7,12,9,2,10,8,8,6,4,3,5,8,8,7,12,10,8,5,7,9,12,8,6,3,5,7,5,4,6,6,16,6,7,5,10,7,4,10,8,2,7,6,6,6,7,3,10,7,3,1,12,6,7,5,10,7,5,6,3,8,3,4,3,5,6,5,2,3,4,5,4,3,5,2,3,-1,7,3,3,3,6,2,1,4,2,2,2,2,2,2,3,2,1,-1,1,2,1,4,1,-1,2,3,5,1,2,3,1,-1,2,5,-1,1,-1,2,2,-11,1,-17,1,-11,1,-28
-30,1,-7,1,-5,1,-6,1,2,1,-1,1,1,1,-3,1,1,2,-1,1,2,2,1,-1,3,2,1,1,4,1,1,2,3,2,-1,2,4,2,4,5,4,3,1,2,1,2,3,4,3,7,4,1,3,5,4,3,2,4,2,6,5,4,4,4,7,6,5,6,6,9,8,4,15,6,4,9,7,8,5,6,3,5,7,8,7,14,8,9,4,7,10,11,10,4,4,5,6,5,5,5,8,14,7,7,8,6,6,6,10,7,3,7,6,7,3,8,3,10,7,3,1,12,7,6,7,8,7,5,6,6,5,4,3,3,7,5,3,3,3,4,5,5,3,5,1,3,-1,7,5,1,2,7,2,1,4,2,2,2,2,2,3,2,2,1,-1,1,2,1,4,1,-1,2,3,5,1,2,3,1,-1,3,4,-1,1,1,1,2,-10,1,-18,1,-11,1,-28
-30,1,-7,1,-5,1,-6,1,2,-1,1,1,1,1,-3,1,1,2,-1,1,2,2,1,-1,3,2,1,1,4,-1,2,2,4,1,-1,1,4,3,4,3,5,4,-1,3,1,2,3,4,3,6,5,1,3,5,5,2,2,4,2,5,5,5,3,5,6,7,5,4,9,8,5,7,12,9,2,10,8,8,6,5,2,5,8,8,7,12,10,8,5,7,10,11,8,6,3,6,6,5,4,6,7,15,6,7,6,9,7,4,10,8,2,7,7,6,5,7,3,10,7,3,1,12,6,7,6,9,7,5,7,2,8,3,4,3,5,6,5,2,3,4,5,4,3,6,1,3,-1,7,3,3,3,6,1,2,4,2,2,2,2,2,3,2,2,1,-1,1,2,1,4,1,-1,2,3,5,1,2,3,1,-1,2,5,-1,1,-1,2,2,-11,1,-17,1,-11,1,-28
-30,1,-7,1,-5,1,-6,1,2,-1,1,1,1,1,-3,1,1,2,-1,1,2,2,1,-1,2,3,1,1,4,-1,2,2,4,1,-1,1,4,3,4,3,5,4,-1,3,1,2,4,3,3,6,5,1,3,5,5,2,2,4,2,5,5,5,3,5,6,7,5,4,9,8,5,7,12,9,2,10,8,8,6,5,2,5,8,8,7,12,10,8,5,7,9,12,8,6,3,6,6,5,4,6,6,16,6,7,6,9,7,4,10,8,2,7,7,5,6,7,3,10,7,3,1,12,6,7,6,9,7,5,7,2,8,3,4,3,5,6,5,2,3,4,5,4,3,5,2,3,-1,7,3,3,3,6,1,2,4,2,2,2,2,2,3,2,2,1,-1,1,2,1,4,1,-1,2,3,5,1,2,3,1,-1,2,5,-1,1,-1,2,2,-11,1,-17,1,-11,1,-28
-30,1,-7,1,-5,1,-6,1,2,-1,1,1,1,1,-3,1,1,2,-1,1,2,2,1,-1,2,3,1,1,4,-1,2,2,4,1,-1,1,4,2,5,3,5,4,-1,3,1,2,4,3,3,6,5,1,3,5,5,2,2,4,3,4,4,6,3,5,6,7,5,4,8,9,5,7,12,9,2,9,9,8,6,4,3,5,8,8,7,12,10,8,5,7,9,12,8,6,3,5,7,5,4,6,6,16,6,7,5,10,7,4,10,8,2,6,7,6,6,7,3,10,7,3,1,12,6,7,5,10,7,5,6,3,7,4,4,3,5,6,5,2,3,4,5,4,3,5,2,3,-1,6,4,3,3,6,2,1,4,2,2,2,2,2,2,3,2,1,-1,1,2,1,4,1,-1,2,3,5,1,2,3,1,-1,2,5,-1,1,-1,2,2,-11,1,-17,1,-11,1,-28
-30,1,-7,1,-5,1,-6,1,2,-1,1,1,1,1,-3,1,1,2,-1,1,2,2,1,-1,2,3,1,1,4,-1,2,2,4,1,-1,1,4,2,5,3,5,4,-1,3,1,2,4,3,3,6,5,1,3,5,5,2,2,4,3,4,4,6,3,5,6,7,5,4,8,9,5,7,12,9,2,9,10,7,6,4,3,5,8,8,7,12,9,9,5,7,8,13,8,6,3,5,6,6,4,6,6,16,6,6,6,10,7,4,10,8,2,6,7,6,6,7,3,9,8,3,1,12,6,7,5,10,7,5,6,3,7,4,4,3,5,6,5,2,3,4,5,4,3,5,2,3,-1,6,4,3,3,6,2,1,4,2,2,2,2,2,2,3,2,1,-1,1,2,1,3,2,-1,2,3,4,2,2,3,1,-1,2,5,-1,1,-1,2,2,-11,1,-17,1,-11,1,-28
-30,1,-7,1,-5,1,-6,1,2,-1,2,-1,1,1,-3,1,1,2,-1,1,2,2,1,-1,2,2,2,1,4,-1,2,2,4,1,-1,1,3,3,5,3,5,4,-1,3,1,2,5,2,3,6,4,2,2,6,4,3,2,4,3,4,4,6,3,5,6,7,5,4,8,8,6,7,12,9,2,9,11,6,6,4,2,5,9,8,6,13,9,9,5,7,8,13,8,6,2,6,6,6,4,6,6,16,6,6,6,10,7,4,9,9,2,6,7,6,6,7,3,9,8,3,1,12,6,7,6,9,7,5,6,3,7,3,5,3,5,6,5,2,3,4,5,4,3,5,2,3,-1,6,4,3,3,6,2,1,4,2,2,2,2,2,2,3,2,1,-1,1,2,1,3,2,-1,2,3,4,2,2,3,1,-1,2,5,-1,1,-1,2,2,-11,1,-17,1,-11,1,-28
-30,1,-7,1,-5,1,-6,1,1,1,2,-1,2,-4,1,1,1,1,1,2,2,1,-1,1,3,2,1,3,1,2,2,3,1,1,1,3,3,4,4,4,4,1,3,1,2,5,2,3,6,3,3,2,6,2,5,2,3,4,4,4,6,2,6,6,7,5,4,7,7,7,8,11,10,2,8,12,6,6,3,4,4,11,4,8,13,10,8,5,7,7,14,7,7,2,6,5,6,5,6,6,16,4,7,7,10,8,2,10,8,3,6,5,8,5,7,4,9,8,3,3,10,5,8,5,10,6,6,5,4,7,3,6,2,5,5,5,3,4,3,4,5,3,5,2,2,1,5,5,3,3,5,3,1,3,3,2,2,2,2,2,3,2,1,-1,1,1,2,3,1,1,2,2,5,2,2,3,1,-1,2,5,-1,1,-1,2,2,-11,1,-17,1,-11,1,-28
-30,1,-7,1,-5,1,-6,1,2,-1,1,1,1,1,-3,1,1,2,-1,1,2,2,1,-1,3,2,1,1,4,-1,2,2,3,2,-1,1,4,3,4,3,5,4,-1,3,1,2,3,4,3,6,5,1,3,5,5,2,2,4,2,5,5,5,3,5,6,7,5,4,9,8,6,6,12,9,2,10,8,8,6,5,2,5,8,8,7,12,10,8,5,7,10,11,8,6,3,6,6,5,5,5,7,15,6,7,6,9,7,4,10,8,2,7,7,6,5,7,3,10,7,3,1,12,6,7,6,9,7,5,7,2,8,3,4,3,5,6,5,2,3,4,5,4,3,6,1,3,-1,7,3,3,3,6,1,2,4,2,2,2,2,2,3,2,2,1,-1,1,2,1,4,1,-1,2,3,5,1,2,3,1,-1,2,5,-1,1,-1,2,2,-11,1,-17,1,-11,1,-28
-30,1,-7,1,-5,1,-6,1,1,1,2,-1,2,-4,1,1,1,1,1,2,2,1,-1,1,3,2,1,3,1,2,2,3,1,1,1,3,3,4,4,4,4,1,3,1,2,5,2,3,6,3,3,2,6,2,5,2,3,4,4,4,6,2,6,6,7,5,4,7,7,7,8,11,10,3,7,12,6,6,3,4,4,11,4,8,13,9,9,5,7,7,14,7,7,2,6,5,6,5,6,7,15,4,7,7,10,8,2,9,9,3,6,5,8,5,6,5,9,8,3,3,10,5,8,5,10,6,6,5,4,7,3,6,2,5,5,5,3,4,3,4,5,3,5,2,2,1,5,5,3,3,5,3,1,3,3,2,2,2,2,2,3,2,1,-1,1,1,2,3,1,1,2,2,5,2,2,3,1,-1,2,5,-1,1,-1,2,2,-11,1,-17,1,-11,1,-28
-30,1,-7,1,-5,1,-6,1,1,1,2,-1,2,-4,1,1,1,1,1,2,2,1,-1,1,3,2,1,4,-1,2,2,3,1,1,1,3,3,4,4,4,4,1,3,1,2,5,2,3,6,3,3,2,6,2,5,2,3,4,4,4,6,3,5,6,7,5,4,8,6,7,8,11,10,2,8,12,6,6,3,4,4,10,5,8,13,10,8,5,7,7,14,7,7,2,6,5,6,5,6,6,16,4,8,7,9,8,2,10,8,3,6,5,8,5,7,4,9,8,3,3,10,6,7,5,10,6,6,5,4,7,3,6,2,5,5,5,3,4,3,4,5,3,5,2,2,1,5,5,3,3,5,3,1,3,3,2,2,2,2,2,3,2,1,-1,1,1,2,3,1,1,2,2,5,2,2,3,1,-1,2,5,-1,1,-1,2,2,-11,1,-17,1,-11,1,-28
-30,1,-7,1,-5,1,-6,1,1,1,2,-1,2,-4,1,1,1,1,-1,4,-1,2,-2,3,4,-1,2,2,3,1,2,2,2,-1,2,4,3,5,5,3,2,2,1,1,5,3,3,6,3,3,2,6,2,5,3,2,4,4,2,8,2,6,5,8,3,6,7,6,7,8,8,14,3,6,12,7,4,5,5,3,7,8,7,14,8,8,7,6,6,15,9,6,2,5,6,6,6,3,9,15,4,6,7,10,8,2,10,9,2,6,6,7,7,5,6,8,4,7,4,8,6,7,4,10,8,6,4,5,7,3,5,2,6,5,6,2,4,3,3,4,5,5,1,3,1,5,5,3,3,4,4,1,3,2,2,2,4,1,2,3,2,1,-1,1,1,2,2,2,1,2,2,5,3,1,2,1,1,2,4,1,1,-1,2,2,-11,1,-17,1,-11,1,-28
-30,1,-7,1,-5,1,-6,1,1,1,2,-1,2,-4,1,1,1,1,1,2,2,1,-1,1,3,2,1,4,-1,2,2,3,2,-1,1,3,3,4,4,4,4,1,3,1,2,5,2,3,6,3,3,2,6,3,4,2,3,4,4,4,6,3,5,6,7,5,4,8,6,7,8,11,10,2,8,12,6,6,3,4,4,10,6,7,13,10,8,5,7,7,14,7,7,2,6,5,6,5,6,6,16,5,7,7,9,8,2,10,8,3,6,5,8,6,6,4,9,8,3,3,10,6,7,5,10,6,6,5,4,7,3,6,2,5,5,5,3,4,3,4,5,3,5,2,2,1,5,5,3,3,5,3,1,3,3,2,2,2,2,2,3,2,1,-1,1,1,2,3,1,1,2,2,5,2,2,3,1,-1,2,5,-1,1,-1,2,2,-11,1,-17,1,-11,1,-28
