0.0000000,0.000#0.940#0.950#0.030#0.040#0.050#0.060#0.070#0.470#0.480#0.930#0.960#0.970#0.080#0.490#0.540#0.570#0.090#0.100#0.210#0.430#0.500#0.890#0.900#0.990#0.020#0.200#0.580#0.620#0.750#0.910#0.920#0.980#0.010#0.110#0.120#0.420#0.440#0.450#0.460#0.510#0.630#0.720#0.760#0.130#0.140#0.230#0.380#0.610#0.670#0.710#0.780#0.150#0.190#0.590#0.730#0.740#0.830#0.850#0.880#0.170#0.180#0.820#0.160#0.840,1.000e-01,-00000013,000000017,0,000000001,000000300,000000000,000000000
-51,1,-6,1,-3,1,-3,2,-1,1,1,-1,1,1,-4,2,3,4,-1,2,-1,2,1,-1,2,-1,2,2,2,2,4,1,2,2,3,-1,2,1,-1,2,1,-1,4,5,3,4,3,5,5,6,2,7,4,5,4,3,8,1,7,7,6,7,2,3,7,3,3,5,3,6,6,4,4,7,5,9,3,3,5,2,8,8,8,5,4,4,4,1,1,5,2,6,4,1,5,2,5,2,1,4,1,3,6,1,4,3,-1,2,-1,1,1,2,2,1,2,1,4,2,-1,1,-3,1,-1,1,-3,1,-1,1,-2,1,-2,1,-10,1,-8,1,-80
-60,1,-6,1,-3,1,-3,1,1,1,-1,1,-1,1,1,-3,1,3,3,2,1,1,1,1,1,-1,2,1,1,2,2,3,4,1,2,2,2,1,1,1,-1,3,-1,2,4,4,3,4,3,5,8,2,3,9,2,6,4,3,7,4,4,9,6,5,1,5,5,3,5,5,4,6,6,2,6,8,6,6,2,3,5,3,10,9,5,5,3,3,5,-1,3,3,5,4,4,2,3,5,2,3,2,3,1,6,2,1,5,2,1,1,-1,2,1,1,3,1,2,-1,5,1,-1,1,-2,1,-1,1,-3,1,-2,1,-2,1,-1,1,-11,1,-7,1,-71
-61,1,-5,1,-3,1,-4,2,1,-1,1,-1,1,1,-4,3,3,3,1,1,1,1,1,-1,2,1,1,2,2,3,3,2,2,2,2,1,1,1,-1,3,-2,5,5,3,4,3,5,8,2,3,7,3,6,5,2,7,5,3,9,6,6,1,4,6,3,3,7,4,6,4,3,4,10,6,7,2,3,5,2,9,10,6,4,4,3,5,-1,3,3,5,3,5,1,4,3,4,3,2,3,1,5,3,1,5,2,1,1,-1,2,-1,2,2,2,2,-1,5,1,-1,1,-2,1,-1,1,-3,1,-2,1,-2,1,-1,1,-11,1,-7,1,-71
-52,1,-6,1,-2,1,-4,2,-1,1,1,-1,1,1,-4,2,4,3,1,1,-1,2,1,-1,2,-1,2,2,2,2,4,2,1,3,2,1,1,1,-1,3,-2,5,5,2,4,4,5,7,3,3,7,3,5,5,3,7,3,5,9,4,7,2,4,6,3,3,7,4,4,6,3,4,9,3,11,1,4,5,1,9,11,5,5,4,3,5,-1,2,4,3,5,5,1,4,2,5,2,3,2,2,4,4,1,4,3,-1,2,-1,2,-1,2,2,2,2,-1,5,1,-1,1,-2,1,-2,1,-2,1,-2,1,-2,1,-1,1,-11,1,-8,1,-79
-56,1,-6,1,-2,1,-4,2,-1,1,1,-1,1,1,-4,2,3,4,-1,2,-1,2,1,-1,2,-1,2,2,2,2,4,1,2,2,3,1,1,1,-1,2,1,-1,5,4,3,4,3,6,6,4,3,7,3,5,5,3,7,3,5,7,6,7,2,3,7,3,3,5,4,5,7,3,4,8,4,10,2,3,6,1,8,10,6,6,3,4,4,1,1,5,3,5,5,1,4,2,5,2,3,2,1,3,6,1,4,3,-1,2,-1,1,1,2,2,2,1,1,4,2,-1,1,-2,1,-2,1,-3,1,-1,1,-2,1,-2,1,-10,1,-8,1,-75
-56,1,-6,1,-3,1,-3,2,-1,1,1,-2,2,-4,1,3,3,2,1,1,2,1,-1,1,1,1,2,1,3,4,2,1,2,3,1,2,1,-1,1,2,-1,3,4,5,1,4,5,3,8,3,4,7,3,6,4,2,7,4,4,10,7,4,-1,6,4,3,5,5,5,7,4,4,6,6,8,5,3,2,5,5,9,8,6,3,4,3,4,-1,4,2,7,4,2,5,-1,5,2,3,2,3,2,5,2,3,4,1,1,1,-1,2,1,1,3,1,2,1,5,-1,1,-3,1,-1,1,-3,1,-2,1,-2,1,-1,1,-11,1,-7,1,-75
-57,1,-5,1,-3,1,-4,2,1,-1,1,-1,1,1,-4,3,3,3,1,1,1,1,1,-1,2,1,1,2,2,3,3,2,2,2,2,1,1,1,-1,3,-2,5,5,3,4,3,5,8,2,3,7,3,6,5,2,7,5,3,9,6,6,1,4,6,3,3,7,4,6,4,3,4,10,6,7,2,3,5,2,9,10,6,4,4,3,5,-1,3,3,5,3,5,1,4,3,4,3,2,3,1,5,3,1,5,2,1,1,-1,2,-1,2,2,2,2,-1,5,1,-1,1,-2,1,-1,1,-3,1,-2,1,-2,1,-1,1,-11,1,-7,1,-75
-52,1,-6,1,-2,1,-4,2,-1,1,1,-1,1,1,-4,2,3,4,-1,2,-1,2,1,-1,2,-1,2,2,2,2,4,1,2,2,3,1,1,1,-1,2,1,-1,5,4,3,4,3,6,6,4,3,7,3,5,5,3,7,3,5,7,6,7,2,3,7,3,3,5,4,5,7,3,4,8,4,10,2,3,6,1,8,10,6,6,3,4,4,1,1,5,3,5,5,1,4,2,5,2,3,2,1,3,6,1,4,3,-1,2,-1,1,1,2,2,2,1,1,4,2,-1,1,-2,1,-2,1,-3,1,-1,1,-2,1,-2,1,-10,1,-8,1,-79
-52,1,-6,1,-3,1,-3,2,-1,1,1,-1,1,1,-4,2,3,4,-1,2,-1,2,1,-1,2,-1,2,2,2,2,4,1,2,2,3,-1,2,1,-1,2,1,-1,4,5,3,4,3,5,5,6,2,7,4,5,4,3,8,1,7,7,6,7,2,3,7,3,3,5,3,6,6,4,4,7,5,9,3,3,5,2,8,8,8,5,4,4,4,1,1,5,2,6,4,1,5,2,5,2,1,4,1,3,6,1,4,3,-1,2,-1,1,1,2,2,1,2,1,4,2,-1,1,-3,1,-1,1,-3,1,-1,1,-2,1,-2,1,-10,1,-8,1,-79
-53,1,-6,1,-3,1,-3,2,-1,1,1,-2,2,-4,2,2,4,1,2,-1,2,1,-1,2,-1,2,1,2,3,3,2,2,2,3,-1,2,1,-1,2,1,-1,3,6,3,4,3,5,5,6,2,6,5,5,3,4,7,2,7,7,6,6,3,3,7,3,3,5,3,6,5,4,5,7,5,8,4,3,3,4,7,9,7,6,4,4,4,1,1,5,2,6,4,1,5,1,6,1,2,3,2,3,6,1,3,3,1,2,-1,1,1,1,3,1,2,1,4,2,-1,1,-3,1,-1,1,-3,1,-1,1,-2,1,-2,1,-10,1,-8,1,-78
-55,1,-6,1,-3,1,-3,2,-1,1,1,-2,2,-4,2,2,4,1,1,1,2,1,-1,2,-1,1,2,2,2,4,2,2,1,4,-1,2,1,-1,1,2,-1,3,4,5,1,5,4,5,7,2,6,5,3,6,4,3,6,6,5,7,8,3,2,5,6,-1,5,5,5,7,4,5,6,6,7,5,3,2,5,6,9,7,6,3,5,3,3,-1,5,2,6,5,1,5,1,4,2,3,3,2,2,5,3,2,4,1,1,1,-1,2,1,1,3,1,2,2,4,-1,1,-3,1,-1,1,-3,1,-2,1,-2,1,-1,1,-11,1,-7,1,-76
-56,1,-6,1,-3,1,-3,2,-1,1,1,-1,1,1,-4,2,3,4,-1,2,-1,2,1,-1,2,-1,2,2,2,2,4,1,2,2,3,-1,2,1,-1,2,1,-1,4,5,3,4,3,5,5,6,2,7,4,5,4,3,8,1,7,7,6,7,2,3,7,3,3,5,3,6,6,4,4,7,5,9,3,3,5,2,8,8,8,5,4,4,4,1,1,5,2,6,4,1,5,2,5,2,1,4,1,3,6,1,4,3,-1,2,-1,1,1,2,2,1,2,1,4,2,-1,1,-3,1,-1,1,-3,1,-1,1,-2,1,-2,1,-10,1,-8,1,-75
-60,1,-6,1,-2,1,-4,2,-1,1,1,-1,1,1,-4,2,3,4,-1,2,-1,2,1,-1,2,-1,2,2,2,2,4,1,2,2,3,1,1,1,-1,2,1,-1,5,4,3,4,3,6,6,4,3,7,3,5,5,3,7,3,5,7,6,7,2,3,7,3,3,5,4,5,7,3,4,8,4,10,2,3,6,1,8,10,6,6,3,4,4,1,1,5,3,5,5,1,4,2,5,2,3,2,1,3,6,1,4,3,-1,2,-1,1,1,2,2,2,1,1,4,2,-1,1,-2,1,-2,1,-3,1,-1,1,-2,1,-2,1,-10,1,-8,1,-71
-60,1,-6,1,-3,1,-3,2,-1,1,1,-1,1,1,-4,2,3,4,-1,2,-1,2,1,-1,2,-1,2,2,2,2,4,1,2,2,3,-1,2,1,-1,2,1,-1,4,5,3,4,3,5,5,6,2,7,4,5,4,3,8,1,7,7,6,7,2,3,7,3,3,5,3,6,6,4,4,7,5,9,3,3,5,2,8,8,8,5,4,4,4,1,1,5,2,6,4,1,5,2,5,2,1,4,1,3,6,1,4,3,-1,2,-1,1,1,2,2,1,2,1,4,2,-1,1,-3,1,-1,1,-3,1,-1,1,-2,1,-2,1,-10,1,-8,1,-71
-61,1,-6,1,-2,1,-4,2,-1,1,1,-1,1,1,-4,2,3,4,-1,2,-1,2,1,-1,2,-1,2,2,2,2,4,1,2,2,3,1,1,1,-1,2,1,-1,5,4,3,4,3,6,6,4,3,7,3,5,5,3,7,3,5,7,6,7,2,3,7,3,3,5,4,5,7,3,4,8,4,10,2,3,6,1,8,10,6,6,3,4,4,1,1,5,3,5,5,1,4,2,5,2,3,2,1,3,6,1,4,3,-1,2,-1,1,1,2,2,2,1,1,4,2,-1,1,-2,1,-2,1,-3,1,-1,1,-2,1,-2,1,-10,1,-8,1,-70
-51,1,-6,1,-3,1,-3,2,-1,1,1,-2,2,-4,2,2,4,1,2,-1,2,1,-1,2,-1,1,2,2,3,3,2,2,1,4,-1,2,1,-1,1,2,-1,3,4,5,2,4,5,6,6,1,6,6,5,3,4,6,3,7,6,7,6,3,2,6,5,1,7,3,5,6,4,5,6,6,7,5,3,3,4,7,8,7,7,2,6,4,1,1,4,3,5,5,1,5,1,4,3,2,3,2,3,5,2,2,4,1,2,-1,1,1,1,2,2,1,2,3,3,-1,1,-3,1,-1,1,-3,1,-2,1,-2,1,-1,1,-10,1,-8,1,-80
-53,1,-6,1,-3,1,-3,2,-1,1,1,-1,1,1,-4,2,3,4,-1,2,-1,2,1,-1,2,-1,2,2,2,2,4,1,2,2,3,-1,2,1,-1,2,1,-1,4,5,3,4,3,5,5,6,2,7,4,5,4,3,8,1,7,7,6,7,2,3,7,3,3,5,3,6,6,4,4,7,5,9,3,3,5,2,8,8,8,5,4,4,4,1,1,5,2,6,4,1,5,2,5,2,1,4,1,3,6,1,4,3,-1,2,-1,1,1,2,2,1,2,1,4,2,-1,1,-3,1,-1,1,-3,1,-1,1,-2,1,-2,1,-10,1,-8,1,-78
-57,1,-6,1,-2,1,-4,2,-1,1,1,-1,1,1,-4,2,4,3,1,1,-1,2,1,-1,2,-1,2,2,2,2,4,2,1,3,2,1,1,1,-1,3,-2,5,5,2,4,4,5,7,3,3,7,3,5,5,3,7,3,5,9,4,7,2,4,6,3,3,7,4,4,6,3,4,9,3,11,1,4,5,1,9,11,5,5,4,3,5,-1,2,4,3,5,5,1,4,2,5,2,3,2,2,4,4,1,4,3,-1,2,-1,2,-1,2,2,2,2,-1,5,1,-1,1,-2,1,-2,1,-2,1,-2,1,-2,1,-1,1,-11,1,-8,1,-74
-57,1,-6,1,-3,1,-3,2,-1,1,1,-2,2,-4,2,2,4,1,2,-1,2,1,-1,2,-1,1,2,2,3,3,2,2,1,4,-1,2,1,-1,1,2,-1,3,4,5,2,4,5,6,6,1,6,6,5,3,4,6,3,7,6,7,6,3,2,6,5,1,7,3,5,6,4,5,6,6,7,5,3,3,4,7,8,7,7,2,6,4,1,1,4,3,5,5,1,5,1,4,3,2,3,2,3,5,2,2,4,1,2,-1,1,1,1,2,2,1,2,3,3,-1,1,-3,1,-1,1,-3,1,-2,1,-2,1,-1,1,-10,1,-8,1,-74
-58,1,-6,1,-3,1,-3,1,1,1,-1,1,-1,1,1,-3,1,3,3,2,1,1,1,1,1,-1,2,1,1,2,2,5,2,1,2,2,2,1,1,1,1,2,-1,3,4,4,2,4,4,4,8,2,3,9,2,6,5,2,7,4,4,10,6,4,1,6,4,3,5,5,4,6,6,3,7,6,8,5,1,4,5,4,9,8,6,4,4,2,5,-1,3,3,7,4,2,4,1,5,2,3,2,3,2,5,2,1,6,1,1,1,-1,2,1,1,3,1,2,-1,6,-2,1,-2,1,-1,1,-3,1,-2,1,-2,1,-1,1,-11,1,-7,1,-73
-60,1,-6,1,-3,1,-3,2,-1,1,1,-2,2,-4,2,2,4,1,2,-1,2,1,-1,2,-1,2,1,2,3,3,2,2,2,3,-1,2,1,-1,2,1,-1,3,6,3,4,3,5,5,6,2,6,5,5,3,4,7,2,7,7,6,6,3,3,7,3,3,5,3,6,5,4,5,7,5,8,4,3,3,4,7,9,7,6,4,4,4,1,1,5,2,6,4,1,5,1,6,1,2,3,2,3,6,1,3,3,1,2,-1,1,1,1,3,1,2,1,4,2,-1,1,-3,1,-1,1,-3,1,-1,1,-2,1,-2,1,-10,1,-8,1,-71
-60,1,-6,1,-3,1,-3,2,-1,1,1,-2,2,-4,2,2,4,1,2,-1,2,1,-1,2,-1,1,2,2,3,3,2,2,1,4,-1,2,1,-1,1,2,-1,3,4,5,2,4,5,6,6,1,6,6,5,3,4,6,3,7,6,7,6,3,2,6,5,1,7,3,5,6,4,5,6,6,7,5,3,3,4,7,8,7,7,2,6,4,1,1,4,3,5,5,1,5,1,4,3,2,3,2,3,5,2,2,4,1,2,-1,1,1,1,2,2,1,2,3,3,-1,1,-3,1,-1,1,-3,1,-2,1,-2,1,-1,1,-10,1,-8,1,-71
-61,1,-6,1,-2,1,-4,2,-1,1,1,-1,1,1,-4,2,4,3,1,1,-1,2,1,-1,2,-1,2,2,2,2,4,2,1,3,2,1,1,1,-1,3,-2,5,5,2,4,4,5,7,3,3,7,3,5,5,3,7,3,5,9,4,7,2,4,6,3,3,7,4,4,6,3,4,9,3,11,1,4,5,1,9,11,5,5,4,3,5,-1,2,4,3,5,5,1,4,2,5,2,3,2,2,4,4,1,4,3,-1,2,-1,2,-1,2,2,2,2,-1,5,1,-1,1,-2,1,-2,1,-2,1,-2,1,-2,1,-1,1,-11,1,-8,1,-70
-51,1,-6,1,-3,1,-3,2,-1,1,1,-2,2,-4,2,2,4,1,2,-1,2,1,-1,2,-1,2,1,2,3,3,2,2,2,3,-1,2,1,-1,2,1,-1,3,6,3,4,3,5,5,6,2,6,5,5,3,4,7,2,7,7,6,6,3,3,7,3,3,5,3,6,5,4,5,7,5,8,4,3,3,4,7,9,7,6,4,4,4,1,1,5,2,6,4,1,5,1,6,1,2,3,2,3,6,1,3,3,1,2,-1,1,1,1,3,1,2,1,4,2,-1,1,-3,1,-1,1,-3,1,-1,1,-2,1,-2,1,-10,1,-8,1,-80
-52,1,-6,1,-3,1,-3,2,-1,1,1,-2,2,-4,2,2,4,1,2,-1,2,1,-1,2,-1,2,1,2,3,3,2,2,2,3,-1,2,1,-1,2,1,-1,3,6,3,4,3,5,5,6,2,6,5,5,3,4,7,2,7,7,6,6,3,3,7,3,3,5,3,6,5,4,5,7,5,8,4,3,3,4,7,9,7,6,4,4,4,1,1,5,2,6,4,1,5,1,6,1,2,3,2,3,6,1,3,3,1,2,-1,1,1,1,3,1,2,1,4,2,-1,1,-3,1,-1,1,-3,1,-1,1,-2,1,-2,1,-10,1,-8,1,-79
-52,1,-6,1,-3,1,-3,2,-1,1,1,-2,2,-4,2,2,4,1,2,-1,2,1,-1,2,-1,1,2,2,3,3,2,2,1,4,-1,2,1,-1,1,2,-1,3,4,5,2,4,5,6,6,1,6,6,5,3,4,6,3,7,6,7,6,3,2,6,5,1,7,3,5,6,4,5,6,6,7,5,3,3,4,7,8,7,7,2,6,4,1,1,4,3,5,5,1,5,1,4,3,2,3,2,3,5,2,2,4,1,2,-1,1,1,1,2,2,1,2,3,3,-1,1,-3,1,-1,1,-3,1,-2,1,-2,1,-1,1,-10,1,-8,1,-79
-55,1,-6,1,-3,1,-3,2,-1,1,1,-2,2,-4,2,2,4,1,2,-1,2,1,-1,2,-1,1,2,2,3,3,2,2,1,4,-1,2,1,-1,1,2,-1,3,4,5,2,4,5,6,6,1,6,6,5,3,4,6,3,7,6,7,6,3,2,6,5,1,7,3,5,6,4,5,6,6,7,5,3,3,4,7,8,7,7,2,6,4,1,1,4,3,5,5,1,5,1,4,3,2,3,2,3,5,2,2,4,1,2,-1,1,1,1,2,2,1,2,3,3,-1,1,-3,1,-1,1,-3,1,-2,1,-2,1,-1,1,-10,1,-8,1,-76
-55,1,-6,1,-3,1,-3,2,-1,1,1,-2,2,-4,1,3,3,2,1,1,2,1,-1,1,1,1,2,1,3,4,2,1,2,3,1,2,1,-1,1,2,-1,3,4,5,1,4,5,3,8,3,4,7,3,6,4,2,7,4,4,10,7,4,-1,6,4,3,5,5,5,7,4,4,6,6,8,5,3,2,5,5,9,8,6,3,4,3,4,-1,4,2,7,4,2,5,-1,5,2,3,2,3,2,5,2,3,4,1,1,1,-1,2,1,1,3,1,2,1,5,-1,1,-3,1,-1,1,-3,1,-2,1,-2,1,-1,1,-11,1,-7,1,-76
-55,1,-6,1,-3,1,-3,1,1,1,-1,1,-1,1,1,-3,1,3,3,2,1,1,1,1,1,-1,2,1,1,2,2,5,2,1,2,2,2,1,1,1,1,2,-1,3,4,4,2,4,4,4,8,2,3,9,2,6,5,2,7,4,4,10,6,4,1,6,4,3,5,5,4,6,6,3,7,6,8,5,1,4,5,4,9,8,6,4,4,2,5,-1,3,3,7,4,2,4,1,5,2,3,2,3,2,5,2,1,6,1,1,1,-1,2,1,1,3,1,2,-1,6,-2,1,-2,1,-1,1,-3,1,-2,1,-2,1,-1,1,-11,1,-7,1,-76
-55,1,-6,1,-3,1,-3,1,1,1,-1,1,-1,1,1,-3,1,3,3,2,1,1,1,1,1,-1,2,1,1,2,2,3,4,1,2,2,2,1,1,1,-1,3,-1,2,4,4,3,4,3,5,8,2,3,9,2,6,4,3,7,4,4,9,6,5,1,5,5,3,5,5,4,6,6,2,6,8,6,6,2,3,5,3,10,9,5,5,3,3,5,-1,3,3,5,4,4,2,3,5,2,3,2,3,1,6,2,1,5,2,1,1,-1,2,1,1,3,1,2,-1,5,1,-1,1,-2,1,-1,1,-3,1,-2,1,-2,1,-1,1,-11,1,-7,1,-76
-56,1,-6,1,-3,1,-3,2,-1,1,1,-2,2,-4,2,2,4,1,2,-1,2,1,-1,2,-1,2,1,2,3,3,2,2,2,3,-1,2,1,-1,2,1,-1,3,6,3,4,3,5,5,6,2,6,5,5,3,4,7,2,7,7,6,6,3,3,7,3,3,5,3,6,5,4,5,7,5,8,4,3,3,4,7,9,7,6,4,4,4,1,1,5,2,6,4,1,5,1,6,1,2,3,2,3,6,1,3,3,1,2,-1,1,1,1,3,1,2,1,4,2,-1,1,-3,1,-1,1,-3,1,-1,1,-2,1,-2,1,-10,1,-8,1,-75
-57,1,-6,1,-3,1,-3,2,-1,1,1,-2,2,-4,2,2,4,1,1,1,2,1,-1,2,-1,1,2,2,2,4,2,2,1,4,-1,2,1,-1,1,2,-1,3,4,5,1,5,4,5,7,2,6,5,3,6,4,3,6,6,5,7,8,3,2,5,6,-1,5,5,5,7,4,5,6,6,7,5,3,2,5,6,9,7,6,3,5,3,3,-1,5,2,6,5,1,5,1,4,2,3,3,2,2,5,3,2,4,1,1,1,-1,2,1,1,3,1,2,2,4,-1,1,-3,1,-1,1,-3,1,-2,1,-2,1,-1,1,-11,1,-7,1,-74
-58,1,-6,1,-3,1,-3,2,-1,1,1,-2,2,-4,2,2,4,1,2,-1,2,1,-1,2,-1,1,2,2,3,3,2,2,1,4,-1,2,1,-1,1,2,-1,3,4,5,2,4,5,6,6,1,6,6,5,3,4,6,3,7,6,7,6,3,2,6,5,1,7,3,5,6,4,5,6,6,7,5,3,3,4,7,8,7,7,2,6,4,1,1,4,3,5,5,1,5,1,4,3,2,3,2,3,5,2,2,4,1,2,-1,1,1,1,2,2,1,2,3,3,-1,1,-3,1,-1,1,-3,1,-2,1,-2,1,-1,1,-10,1,-8,1,-73
-58,1,-6,1,-3,1,-3,1,1,1,-1,1,-1,1,1,-3,1,3,3,2,1,1,1,1,1,-1,2,1,1,2,2,3,4,1,2,2,2,1,1,1,-1,3,-1,2,4,4,3,4,3,5,8,2,3,9,2,6,4,3,7,4,4,9,6,5,1,5,5,3,5,5,4,6,6,2,6,8,6,6,2,3,5,3,10,9,5,5,3,3,5,-1,3,3,5,4,4,2,3,5,2,3,2,3,1,6,2,1,5,2,1,1,-1,2,1,1,3,1,2,-1,5,1,-1,1,-2,1,-1,1,-3,1,-2,1,-2,1,-1,1,-11,1,-7,1,-73
